Wavelength,Reflectance,Transmittance
1052,0.422328369,0.482339977
1053,0.422286076,0.482005248
1054,0.422241311,0.481778755
1055,0.422331545,0.481844195
1056,0.422386037,0.482280013
1057,0.422452252,0.482579894
1058,0.422589162,0.483196659
1059,0.422649782,0.483390316
1060,0.422664233,0.483324661
1061,0.422671974,0.48329701
1062,0.422662981,0.48301944
1063,0.422595153,0.482989351
1064,0.422521743,0.483284319
1065,0.422530252,0.483388432
1066,0.422590908,0.483292934
1067,0.422618068,0.483598585
1068,0.422614567,0.483737146
1069,0.422666506,0.483549261
1070,0.422683821,0.483489877
1071,0.422633199,0.483466294
1072,0.422626949,0.483427208
1073,0.422672302,0.483162552
1074,0.422665442,0.483326261
1075,0.422619621,0.483905603
1076,0.422621608,0.484199081
1077,0.422641807,0.48466674
1078,0.422635074,0.484932101
1079,0.422648363,0.485043531
1080,0.422637674,0.484840328
1081,0.422544062,0.484992748
1082,0.42248563,0.484986353
1083,0.422480637,0.48485807
1084,0.422456688,0.485115174
1085,0.422435309,0.485055627
1086,0.422477346,0.484650796
1087,0.422422146,0.48468428
1088,0.422271151,0.484851563
1089,0.422213363,0.484963009
1090,0.422182958,0.485449391
1091,0.422126402,0.485572576
1092,0.422106097,0.485371338
1093,0.42205982,0.48535092
1094,0.422009941,0.485349471
1095,0.421867608,0.485178803
1096,0.421779362,0.485230908
1097,0.421711308,0.485278467
1098,0.421607703,0.485139805
1099,0.421593411,0.485297258
1100,0.42153309,0.485436073
1101,0.421408367,0.485450412
1102,0.421326276,0.485397953
1103,0.421221841,0.485074377
1104,0.421133605,0.485119497
1105,0.421091641,0.485471581
1106,0.421012783,0.48548962
1107,0.420909002,0.485579279
1108,0.420820056,0.485619814
1109,0.420737426,0.485072421
1110,0.420626074,0.484978193
1111,0.420499307,0.485115171
1112,0.420376053,0.485662203
1113,0.420242546,0.485736574
1114,0.420153189,0.485928377
1115,0.420046186,0.485756979
1116,0.419912463,0.484774726
1117,0.419793864,0.484589268
1118,0.419652667,0.484564099
1119,0.419521004,0.48472484
1120,0.41945245,0.485532664
1121,0.419272573,0.485688594
1122,0.419003667,0.485501665
1123,0.418795036,0.485379772
1124,0.418578154,0.485049686
1125,0.418340372,0.484885845
1126,0.418152066,0.484818647
1127,0.417894282,0.484740032
1128,0.417588894,0.484856977
1129,0.417236919,0.484543266
1130,0.416886902,0.484063845
1131,0.416535896,0.483941617
1132,0.416107744,0.483829148
1133,0.41564324,0.483843656
1134,0.415135428,0.483459547
1135,0.414564281,0.483042098
1136,0.413983826,0.482626837
1137,0.413388352,0.481767693
1138,0.412745124,0.4812361
1139,0.412058988,0.481177418
1140,0.411363205,0.480648902
1141,0.410622081,0.479693137
1142,0.409892461,0.479165061
1143,0.409156846,0.478758031
1144,0.408407898,0.478217074
1145,0.407634723,0.477819036
1146,0.406882604,0.477475814
1147,0.406125405,0.476780344
1148,0.405385101,0.476141155
1149,0.404667629,0.475622994
1150,0.403962851,0.475263378
1151,0.403288385,0.474796755
1152,0.402634742,0.474316615
1153,0.402006047,0.473855712
1154,0.40137384,0.473321189
1155,0.400828355,0.472909716
1156,0.400344269,0.472592549
1157,0.399860152,0.472291251
1158,0.399415509,0.472049266
1159,0.399010343,0.471806365
1160,0.398594708,0.471556639
1161,0.398245758,0.471340471
1162,0.398000909,0.471236293
1163,0.397730039,0.471068181
1164,0.397467167,0.471025685
1165,0.397218297,0.470613336
1166,0.397004524,0.470442961
1167,0.396794434,0.470280001
1168,0.396620649,0.470136741
1169,0.396519167,0.470067279
1170,0.39635545,0.469969748
1171,0.396153821,0.469749578
1172,0.396009915,0.469737783
1173,0.395882515,0.469948942
1174,0.395742848,0.469943843
1175,0.395647131,0.469869746
1176,0.395523363,0.469925577
1177,0.395345503,0.469988713
1178,0.395205436,0.469970676
1179,0.395117986,0.470088682
1180,0.394982505,0.470096535
1181,0.394818215,0.46986192
1182,0.394666888,0.469688551
1183,0.3945449,0.469899742
1184,0.394377585,0.469831098
1185,0.394239609,0.469740692
1186,0.394137575,0.469583014
1187,0.394019467,0.469624817
1188,0.393874136,0.469606115
1189,0.393760608,0.469654645
1190,0.393669896,0.469998467
1191,0.393581181,0.470073162
1192,0.393501053,0.469867682
1193,0.393422214,0.469921855
1194,0.393347765,0.470085362
1195,0.393283784,0.470178425
1196,0.39320873,0.470407629
1197,0.393166915,0.470518993
1198,0.39316752,0.470496751
1199,0.393149411,0.470506925
1200,0.393133007,0.470571169
1201,0.393125492,0.470439739
1202,0.393129893,0.470498201
1203,0.39312849,0.470585447
1204,0.393143338,0.470716117
1205,0.393172964,0.470954031
1206,0.393224258,0.471110037
1207,0.393300381,0.471234402
1208,0.393344012,0.471410961
1209,0.393381396,0.47169125
1210,0.393451957,0.471758367
1211,0.393510718,0.471651172
1212,0.39358595,0.471743265
1213,0.393707791,0.471833212
1214,0.393816486,0.471883668
1215,0.393883457,0.472059854
1216,0.394006944,0.472202938
1217,0.394195516,0.472193531
1218,0.394349569,0.472260812
1219,0.394499735,0.472365081
1220,0.39466871,0.472578949
1221,0.394840515,0.472850402
1222,0.394994451,0.473184523
1223,0.395174985,0.473398708
1224,0.395398,0.473681496
1225,0.395576231,0.47391011
1226,0.39572975,0.47400342
1227,0.395905391,0.474161475
1228,0.396084215,0.474310376
1229,0.396251808,0.474610598
1230,0.396428577,0.475056148
1231,0.396593016,0.47528571
1232,0.396747726,0.475490268
1233,0.396887521,0.47578241
1234,0.397015638,0.476008934
1235,0.397146776,0.476153296
1236,0.397260079,0.476375319
1237,0.397378087,0.476590714
1238,0.39750875,0.476618822
1239,0.39762896,0.476704685
1240,0.39774317,0.476835046
1241,0.397847,0.477118638
1242,0.397955569,0.477280926
1243,0.39806315,0.477330611
1244,0.398167145,0.477525408
1245,0.398274802,0.477841104
1246,0.398365663,0.478011527
1247,0.398438487,0.478127654
1248,0.398529865,0.478323896
1249,0.398628809,0.478436393
1250,0.398708648,0.478683682
1251,0.398786944,0.479243823
1252,0.398867112,0.479413748
1253,0.398940966,0.479331154
1254,0.398998988,0.479430501
1255,0.399057785,0.479391626
1256,0.399110813,0.479430392
1257,0.399123834,0.479805196
1258,0.399167012,0.479871221
1259,0.399270327,0.479509432
1260,0.399308875,0.47948169
1261,0.399302788,0.479560712
1262,0.399313012,0.479609832
1263,0.399331749,0.479674808
1264,0.399327927,0.479940241
1265,0.39931492,0.48011269
1266,0.39932335,0.4801952
1267,0.399317952,0.480234538
1268,0.39927853,0.480283725
1269,0.39924132,0.480428008
1270,0.399220775,0.480512598
1271,0.399190046,0.480596062
1272,0.399124238,0.480854279
1273,0.399078521,0.480993571
1274,0.39907326,0.480979766
1275,0.399023471,0.480997023
1276,0.398945937,0.481055779
1277,0.398867421,0.481084634
1278,0.398765455,0.481037079
1279,0.39867163,0.481009758
1280,0.398573609,0.481028819
1281,0.398478834,0.481017673
1282,0.398409109,0.480901375
1283,0.398302017,0.480878138
1284,0.398165977,0.481008814
1285,0.39803694,0.481020507
1286,0.397903438,0.480903708
1287,0.397744282,0.480674427
1288,0.397599529,0.48065517
1289,0.397478072,0.480602981
1290,0.397321411,0.480505826
1291,0.397141048,0.480603833
1292,0.39696843,0.480524254
1293,0.396799981,0.480210867
1294,0.396599347,0.480017467
1295,0.396387172,0.479843261
1296,0.396158926,0.479736869
1297,0.395907511,0.479634484
1298,0.395639537,0.479543429
1299,0.395336222,0.479657648
1300,0.395061498,0.479562895
1301,0.394821151,0.479254999
1302,0.394509683,0.479073597
1303,0.394168005,0.478922949
1304,0.393836377,0.478691513
1305,0.39347292,0.478448739
1306,0.393079474,0.478251721
1307,0.39267935,0.478111149
1308,0.392290951,0.477767053
1309,0.391875375,0.477428107
1310,0.391419069,0.477080388
1311,0.390945239,0.476836148
1312,0.390478064,0.476631008
1313,0.389980084,0.476136059
1314,0.389444144,0.47556369
1315,0.388889253,0.475159274
1316,0.388314046,0.474541206
1317,0.387749939,0.474064147
1318,0.3871837,0.473882647
1319,0.386565059,0.473576517
1320,0.385951128,0.473225433
1321,0.385304951,0.47271424
1322,0.384594705,0.472185358
1323,0.383889569,0.471666259
1324,0.383206358,0.470796507
1325,0.382473842,0.47026135
1326,0.381704671,0.470274305
1327,0.380917528,0.469767557
1328,0.380091089,0.468918412
1329,0.379276747,0.468305142
1330,0.378458556,0.467465603
1331,0.37762996,0.466804802
1332,0.376813647,0.466495503
1333,0.37597058,0.466259298
1334,0.37511875,0.465450348
1335,0.37424459,0.464222109
1336,0.373382885,0.46355654
1337,0.372529174,0.462831382
1338,0.371645981,0.462098539
1339,0.370743024,0.461695749
1340,0.369866705,0.461163536
1341,0.368978531,0.460442456
1342,0.368101889,0.459677897
1343,0.367246349,0.459008651
1344,0.366392448,0.458358855
1345,0.365531033,0.457358092
1346,0.36467951,0.456777776
1347,0.363840952,0.456691685
1348,0.363011983,0.456273541
1349,0.362175745,0.455690514
1350,0.361360169,0.455317589
1351,0.360572097,0.455054227
1352,0.359772613,0.454632259
1353,0.358975752,0.454194252
1354,0.358180985,0.453861075
1355,0.357394896,0.453635573
1356,0.356594179,0.453112579
1357,0.355804937,0.452435461
1358,0.354982002,0.451906382
1359,0.354157496,0.451196165
1360,0.353279836,0.450487002
1361,0.352380721,0.449948732
1362,0.351467442,0.449348687
1363,0.350515069,0.448693558
1364,0.349552904,0.447953486
1365,0.348517804,0.446952509
1366,0.347461817,0.445845249
1367,0.346298216,0.444827944
1368,0.345079159,0.443626182
