Wavelength,Reflectance,Transmittance
1532,0.29,0.4541
1533,0.2906,0.4547
1534,0.2912,0.4554
1535,0.2922,0.4555
1536,0.2926,0.4565
1537,0.2941,0.4585
1538,0.2952,0.4594
1539,0.2948,0.4605
1540,0.296,0.4614
1541,0.2962,0.4614
1542,0.2978,0.464
1543,0.2985,0.4636
1544,0.2996,0.4645
1545,0.2999,0.4653
1546,0.3008,0.466
1547,0.301,0.4663
1548,0.3025,0.4674
1549,0.3026,0.4683
1550,0.3034,0.4685
1551,0.3037,0.469
1552,0.3048,0.4701
1553,0.3056,0.4713
1554,0.3059,0.4723
1555,0.3068,0.4723
1556,0.3068,0.4731
1557,0.3078,0.4743
1558,0.3079,0.4751
1559,0.3087,0.4755
1560,0.3098,0.4761
1561,0.31,0.4763
1562,0.3112,0.477
1563,0.3114,0.4771
1564,0.3117,0.4788
1565,0.3118,0.4796
1566,0.3125,0.4799
1567,0.3129,0.4804
1568,0.3134,0.4802
1569,0.3135,0.4816
1570,0.3144,0.4832
1571,0.3154,0.4823
1572,0.3161,0.4828
1573,0.3169,0.4841
1574,0.3171,0.4843
1575,0.3168,0.4842
1576,0.3177,0.4852
1577,0.3181,0.4854
1578,0.3184,0.4865
1579,0.3188,0.4868
1580,0.3183,0.4875
1581,0.3198,0.4881
1582,0.3204,0.4889
1583,0.3195,0.488
1584,0.3212,0.4888
1585,0.322,0.4894
1586,0.3227,0.4897
1587,0.3225,0.4908
1588,0.3222,0.4903
1589,0.3224,0.4908
1590,0.3233,0.4913
1591,0.3236,0.4916
1592,0.3233,0.4924
1593,0.3246,0.4927
1594,0.325,0.4938
1595,0.3258,0.4932
1596,0.3254,0.4935
1597,0.3266,0.494
1598,0.3265,0.4942
1599,0.3262,0.4953
1600,0.327,0.4956
1601,0.3274,0.497
1602,0.3272,0.4969
1603,0.3282,0.4974
1604,0.3285,0.498
1605,0.3294,0.4978
1606,0.3283,0.4987
1607,0.3288,0.4989
1608,0.3299,0.499
1609,0.3306,0.4985
1610,0.3292,0.4991
1611,0.3303,0.4995
1612,0.3305,0.5002
1613,0.331,0.5003
1614,0.3314,0.5007
1615,0.3307,0.5011
1616,0.3318,0.5011
1617,0.3319,0.5014
1618,0.3325,0.502
1619,0.3333,0.5018
1620,0.3331,0.5029
1621,0.3327,0.5027
1622,0.332,0.5037
1623,0.3324,0.5036
1624,0.3334,0.5048
1625,0.3335,0.5049
1626,0.3336,0.5049
1627,0.3338,0.5044
1628,0.3337,0.5051
1629,0.3344,0.5052
1630,0.3345,0.5055
1631,0.3346,0.5048
1632,0.3352,0.5047
1633,0.3354,0.5055
1634,0.3351,0.5061
1635,0.336,0.5057
1636,0.3361,0.5067
1637,0.3357,0.5065
1638,0.3357,0.5078
1639,0.3368,0.5072
1640,0.3361,0.507
1641,0.3364,0.5069
1642,0.337,0.5075
1643,0.337,0.508
1644,0.3368,0.5075
1645,0.3371,0.5082
1646,0.3369,0.5073
1647,0.3373,0.508
1648,0.3367,0.5085
1649,0.3378,0.5094
1650,0.3372,0.5081
1651,0.3381,0.5084
1652,0.3373,0.5082
1653,0.3372,0.5077
1654,0.3375,0.508
1655,0.3381,0.507
1656,0.3377,0.5073
1657,0.3375,0.5075
1658,0.3377,0.507
1659,0.3366,0.5067
1660,0.3372,0.507
1661,0.3374,0.5076
1662,0.3378,0.5077
1663,0.3371,0.5067
1664,0.3375,0.5067
1665,0.3373,0.5061
1666,0.3371,0.506
1667,0.3366,0.5065
1668,0.3369,0.5071
1669,0.3362,0.5062
1670,0.3358,0.5062
1671,0.338,0.5087
1672,0.3372,0.5081
1673,0.3375,0.5079
1674,0.337,0.5081
1675,0.3371,0.5092
1676,0.3362,0.5084
1677,0.3364,0.5081
1678,0.3366,0.5088
1679,0.3368,0.5094
1680,0.337,0.5093
1681,0.3361,0.5088
1682,0.3356,0.5083
1683,0.3366,0.5076
1684,0.3357,0.508
1685,0.3352,0.5084
1686,0.3356,0.5081
1687,0.3361,0.5078
1688,0.3362,0.5079
1689,0.3351,0.5081
1690,0.3359,0.5078
1691,0.3356,0.5081
1692,0.3349,0.5086
1693,0.3354,0.508
1694,0.3359,0.5081
1695,0.3342,0.5075
1696,0.334,0.507
1697,0.3338,0.507
1698,0.3345,0.5076
1699,0.3344,0.5074
1700,0.3343,0.5076
1701,0.3334,0.5069
1702,0.333,0.5067
1703,0.3328,0.5072
1704,0.334,0.5069
1705,0.3336,0.5067
1706,0.3327,0.5059
1707,0.3332,0.5061
1708,0.3318,0.5051
1709,0.3321,0.5057
1710,0.3313,0.5051
1711,0.3319,0.5059
1712,0.3324,0.5058
1713,0.3323,0.5047
1714,0.3313,0.5052
1715,0.3316,0.5041
1716,0.3316,0.5046
1717,0.3312,0.5052
1718,0.3313,0.5041
1719,0.3305,0.5038
1720,0.3295,0.5044
1721,0.3299,0.5036
1722,0.3299,0.5026
1723,0.3302,0.5028
1724,0.3296,0.5036
1725,0.3294,0.5026
1726,0.329,0.5039
1727,0.329,0.5023
1728,0.3282,0.5023
1729,0.3281,0.5014
1730,0.3275,0.5015
1731,0.3278,0.5017
1732,0.3278,0.5015
1733,0.3273,0.5013
1734,0.3272,0.5009
1735,0.3274,0.5003
1736,0.3269,0.4997
1737,0.3263,0.4993
1738,0.326,0.5002
1739,0.3255,0.5
1740,0.3261,0.4995
1741,0.325,0.4995
1742,0.3248,0.499
1743,0.3253,0.4989
1744,0.3252,0.4985
1745,0.3242,0.497
1746,0.3237,0.4976
1747,0.3242,0.4964
1748,0.3234,0.4966
1749,0.3232,0.497
1750,0.323,0.4965
1751,0.3224,0.4945
1752,0.3227,0.495
1753,0.3222,0.4947
1754,0.3214,0.4941
1755,0.3213,0.4937
1756,0.3201,0.4942
1757,0.3204,0.4944
1758,0.3209,0.4936
1759,0.3191,0.4928
1760,0.3192,0.4927
1761,0.3192,0.4924
1762,0.3188,0.4919
1763,0.3184,0.4922
1764,0.3183,0.4912
1765,0.3185,0.4908
1766,0.3186,0.4909
1767,0.3177,0.4906
1768,0.3176,0.4898
1769,0.3181,0.4894
1770,0.3181,0.4904
1771,0.3169,0.489
1772,0.3175,0.4896
1773,0.3163,0.4896
1774,0.3158,0.4905
1775,0.3161,0.4901
1776,0.3164,0.4903
1777,0.3159,0.4898
1778,0.3156,0.4906
1779,0.3158,0.4908
1780,0.3161,0.4905
1781,0.3158,0.4897
1782,0.316,0.4905
1783,0.3152,0.4897
1784,0.3149,0.4879
1785,0.3143,0.4894
1786,0.3142,0.4889
1787,0.3144,0.4887
1788,0.314,0.4881
1789,0.3147,0.4873
1790,0.3149,0.4882
1791,0.3146,0.4876
1792,0.3157,0.4885
1793,0.3153,0.4886
1794,0.3149,0.4882
1795,0.3148,0.4883
1796,0.3154,0.4878
1797,0.315,0.4879
1798,0.3155,0.4873
1799,0.315,0.4886
1800,0.3157,0.4891
1801,0.3156,0.4898
1802,0.3153,0.4892
1803,0.3157,0.4889
1804,0.3163,0.4892
1805,0.3157,0.4895
1806,0.3155,0.4897
1807,0.3152,0.4889
1808,0.3146,0.4893
1809,0.3155,0.4898
1810,0.3156,0.489
1811,0.3158,0.4893
1812,0.3163,0.4899
1813,0.3169,0.4895
1814,0.3167,0.4892
1815,0.3156,0.4903
1816,0.3155,0.4905
1817,0.3159,0.4902
1818,0.3164,0.49
1819,0.3164,0.4901
1820,0.3172,0.4919
1821,0.3177,0.4914
1822,0.317,0.4919
1823,0.3167,0.4914
1824,0.3155,0.4913
1825,0.3157,0.4907
1826,0.3156,0.492
1827,0.3161,0.4906
1828,0.3151,0.4902
1829,0.3154,0.4899
1830,0.3154,0.4905
1831,0.3155,0.4897
1832,0.315,0.4898
1833,0.3142,0.4896
1834,0.3139,0.4889
1835,0.314,0.49
1836,0.3135,0.4895
1837,0.3134,0.4896
1838,0.3137,0.4894
1839,0.3136,0.4892
1840,0.3132,0.49
1841,0.3135,0.4885
1842,0.3132,0.4886
1843,0.3118,0.4875
1844,0.3117,0.4875
1845,0.3113,0.4873
1846,0.3104,0.4868
1847,0.309,0.4864
1848,0.3097,0.4855
1849,0.3076,0.4846
1850,0.3067,0.483
1851,0.3055,0.4816
1852,0.304,0.4794
1853,0.3042,0.4792
1854,0.3029,0.4775
1855,0.3023,0.4758
1856,0.3004,0.475
1857,0.2985,0.4733
1858,0.2971,0.4706
1859,0.2948,0.469
1860,0.2943,0.4667
1861,0.2915,0.4636
1862,0.2888,0.4613
1863,0.2862,0.4589
1864,0.2845,0.4564
1865,0.2822,0.4538
1866,0.2794,0.4508
1867,0.277,0.4478
1868,0.2735,0.4452
1869,0.2702,0.4426
1870,0.2659,0.4382
1871,0.2618,0.4336
1872,0.2583,0.4296
1873,0.2538,0.424
1874,0.2491,0.4177
1875,0.2444,0.4131
1876,0.2394,0.4074
1877,0.2348,0.4012
1878,0.2295,0.3948
1879,0.2248,0.3867
1880,0.2198,0.3803
1881,0.2151,0.3743
1882,0.2108,0.367
1883,0.2063,0.3615
1884,0.2,0.3535
1885,0.1938,0.3461
1886,0.1877,0.3375
1887,0.1824,0.3298
1888,0.1766,0.3219
1889,0.1716,0.3137
1890,0.1679,0.3063
1891,0.1616,0.2982
1892,0.1564,0.2909
1893,0.1515,0.2828
1894,0.1474,0.2757
1895,0.143,0.2689
1896,0.1384,0.2625
1897,0.134,0.2561
1898,0.1305,0.25
1899,0.127,0.244
1900,0.1233,0.2375
1901,0.1201,0.2327
1902,0.1179,0.2269
1903,0.1144,0.2222
1904,0.1119,0.2177
1905,0.1095,0.2124
1906,0.1073,0.2078
1907,0.1055,0.2044
1908,0.1042,0.2003
1909,0.1015,0.1967
1910,0.0999,0.1931
1911,0.098,0.1906
1912,0.0961,0.188
1913,0.0949,0.186
1914,0.0939,0.1846
1915,0.0938,0.1826
1916,0.0927,0.1809
1917,0.0921,0.1795
1918,0.0905,0.1781
1919,0.0905,0.1769
1920,0.0913,0.1759
1921,0.0898,0.1744
1922,0.089,0.1738
1923,0.0893,0.1719
1924,0.0891,0.1713
1925,0.0886,0.1705
1926,0.0878,0.1703
1927,0.0878,0.1688
1928,0.0884,0.1687
1929,0.0884,0.168
1930,0.0875,0.1689
1931,0.0869,0.1682
1932,0.0868,0.1692
1933,0.0869,0.1692
1934,0.0869,0.1694
1935,0.0877,0.1705
1936,0.0886,0.1714
1937,0.0878,0.171
1938,0.0879,0.1716
1939,0.0887,0.1737
1940,0.0893,0.1739
1941,0.09,0.1746
1942,0.0889,0.1743
1943,0.0897,0.1759
1944,0.0902,0.1775
1945,0.0899,0.1785
1946,0.0918,0.1781
1947,0.0916,0.1786
1948,0.0916,0.1802
1949,0.0919,0.1817
1950,0.0934,0.1825
1951,0.094,0.1836
1952,0.094,0.1853
1953,0.0948,0.1868
1954,0.0956,0.1874
1955,0.096,0.1894
1956,0.0973,0.1909
1957,0.0977,0.1914
1958,0.0991,0.193
1959,0.0991,0.195
1960,0.0995,0.1957
1961,0.1007,0.1977
1962,0.1012,0.1997
1963,0.1018,0.201
1964,0.1031,0.2033
1965,0.1044,0.2033
1966,0.1042,0.2051
1967,0.1049,0.2072
1968,0.1049,0.2087
1969,0.1069,0.2106
1970,0.1081,0.2122
1971,0.1081,0.2149
1972,0.1082,0.2158
1973,0.1105,0.2179
1974,0.1105,0.2197
1975,0.112,0.2206
1976,0.1121,0.2233
1977,0.1131,0.2246
1978,0.1152,0.2269
1979,0.1155,0.2284
1980,0.1162,0.2301
1981,0.1173,0.2314
1982,0.1181,0.2343
1983,0.1191,0.2354
1984,0.1198,0.237
1985,0.1207,0.2402
1986,0.1224,0.2408
1987,0.1231,0.2424
1988,0.1237,0.2438
1989,0.1235,0.2464
1990,0.1258,0.2474
1991,0.1267,0.2488
1992,0.1273,0.2503
1993,0.1295,0.252
1994,0.13,0.2533
1995,0.1318,0.2548
1996,0.1317,0.2561
1997,0.1326,0.2581
1998,0.1334,0.2602
1999,0.1338,0.2611
2000,0.1354,0.2631
2001,0.1366,0.264
2002,0.1377,0.2663
2003,0.1376,0.2676
2004,0.1385,0.2693
2005,0.1395,0.2714
2006,0.141,0.273
2007,0.1417,0.2739
2008,0.1439,0.2759
2009,0.144,0.2769
2010,0.1445,0.2795
2011,0.1447,0.2803
2012,0.1462,0.2826
2013,0.1471,0.2838
2014,0.1481,0.2847
2015,0.1492,0.2859
2016,0.1499,0.2882
2017,0.1507,0.2892
2018,0.1521,0.29
2019,0.1532,0.2913
2020,0.1539,0.2932
2021,0.1544,0.2934
2022,0.155,0.295
2023,0.1569,0.2976
2024,0.157,0.2986
2025,0.1571,0.3003
2026,0.158,0.3015
2027,0.1591,0.3025
2028,0.1603,0.3039
2029,0.1608,0.3048
2030,0.1616,0.3055
2031,0.1622,0.3062
2032,0.163,0.3084
2033,0.1631,0.3101
2034,0.1644,0.3104
2035,0.1657,0.3121
2036,0.1667,0.3138
2037,0.167,0.3144
2038,0.1672,0.3148
2039,0.168,0.3161
2040,0.1681,0.3179
2041,0.1693,0.3193
2042,0.169,0.3192
2043,0.1705,0.3201
2044,0.1714,0.3217
2045,0.1717,0.323
2046,0.1721,0.3239
2047,0.1729,0.3254
2048,0.1742,0.3252
2049,0.1748,0.3269
2050,0.1763,0.3285
2051,0.1757,0.3281
2052,0.176,0.3297
2053,0.1775,0.3304
2054,0.1785,0.3317
2055,0.1781,0.3321
2056,0.1787,0.3327
2057,0.1795,0.3338
2058,0.1803,0.3355
2059,0.1808,0.3359
2060,0.1814,0.3363
2061,0.1822,0.3372
2062,0.183,0.3388
2063,0.1834,0.3392
2064,0.1841,0.3403
2065,0.1853,0.3414
2066,0.186,0.3426
2067,0.186,0.3432
2068,0.1867,0.3443
2069,0.1869,0.3447
2070,0.1876,0.3455
2071,0.189,0.3467
2072,0.1887,0.3475
2073,0.1891,0.3486
2074,0.1904,0.3488
2075,0.1906,0.35
2076,0.1919,0.3514
2077,0.192,0.3525
2078,0.1923,0.3528
2079,0.1932,0.3546
2080,0.1941,0.3551
2081,0.1945,0.3558
2082,0.1946,0.3568
2083,0.1958,0.358
2084,0.1957,0.3586
2085,0.1978,0.3597
2086,0.1985,0.3592
2087,0.1987,0.361
2088,0.1988,0.362
2089,0.1995,0.363
2090,0.201,0.3636
2091,0.2014,0.3647
2092,0.2004,0.3652
2093,0.201,0.3663
2094,0.2018,0.3667
2095,0.2022,0.3674
2096,0.2026,0.3685
2097,0.2032,0.3696
2098,0.2049,0.3707
2099,0.205,0.3708
2100,0.2063,0.3717
2101,0.2059,0.3719
2102,0.2063,0.3733
2103,0.2073,0.374
2104,0.208,0.3758
2105,0.2085,0.376
2106,0.2088,0.3764
2107,0.2099,0.3781
2108,0.21,0.378
2109,0.2101,0.3795
2110,0.2117,0.3794
2111,0.2118,0.3803
2112,0.2124,0.3821
2113,0.212,0.3818
2114,0.2125,0.3836
2115,0.213,0.3843
2116,0.214,0.3842
2117,0.2151,0.3854
2118,0.2155,0.3874
2119,0.2152,0.3874
2120,0.2159,0.3873
2121,0.2174,0.388
2122,0.2175,0.3887
2123,0.2184,0.39
2124,0.2184,0.3899
2125,0.2187,0.3906
2126,0.2186,0.392
2127,0.2188,0.3922
2128,0.2205,0.3936
2129,0.2201,0.3937
2130,0.2205,0.3944
2131,0.2205,0.3947
2132,0.2211,0.3955
2133,0.2219,0.3964
2134,0.2222,0.3969
2135,0.2223,0.3962
2136,0.2228,0.3974
2137,0.2231,0.3981
2138,0.2233,0.3987
2139,0.2233,0.3991
2140,0.2232,0.3993
2141,0.2237,0.4006
2142,0.2245,0.4001
2143,0.2248,0.4006
2144,0.2254,0.4014
2145,0.2257,0.4015
2146,0.2263,0.4034
2147,0.2261,0.4032
2148,0.2266,0.4033
2149,0.227,0.4047
2150,0.2269,0.4039
2151,0.2269,0.4048
2152,0.2275,0.4063
2153,0.2271,0.4056
2154,0.227,0.4059
2155,0.2281,0.4072
2156,0.2293,0.4064
2157,0.2283,0.4078
2158,0.2292,0.4076
2159,0.2291,0.4086
2160,0.2289,0.4088
2161,0.2288,0.4089
2162,0.2299,0.4085
2163,0.2297,0.4097
2164,0.2296,0.4108
2165,0.2287,0.4095
2166,0.2297,0.4105
2167,0.2301,0.4113
2168,0.2303,0.4105
2169,0.2298,0.4107
2170,0.2301,0.4114
2171,0.2313,0.4127
2172,0.2315,0.4128
2173,0.2312,0.4126
2174,0.232,0.4117
2175,0.2315,0.4128
2176,0.2318,0.4132
2177,0.2325,0.4139
2178,0.2317,0.413
2179,0.2316,0.4143
2180,0.2322,0.4149
2181,0.2333,0.4155
2182,0.2339,0.4156
2183,0.2325,0.4158
2184,0.2332,0.4155
2185,0.2329,0.4158
2186,0.2338,0.4166
2187,0.2338,0.4175
2188,0.2334,0.4181
2189,0.2345,0.4181
2190,0.2345,0.4184
2191,0.2348,0.4188
2192,0.2341,0.4192
2193,0.235,0.4194
2194,0.2348,0.4202
2195,0.236,0.4201
2196,0.2358,0.4189
2197,0.2361,0.4202
2198,0.2358,0.4199
2199,0.2364,0.4202
2200,0.2364,0.4202
2201,0.2358,0.4211
2202,0.2361,0.422
2203,0.2369,0.4219
2204,0.2366,0.4226
2205,0.2374,0.4227
2206,0.2376,0.422
2207,0.237,0.4225
2208,0.2374,0.4224
2209,0.2381,0.4227
2210,0.2389,0.4236
2211,0.2381,0.4223
2212,0.2381,0.4236
2213,0.2377,0.4239
2214,0.2384,0.4244
2215,0.2385,0.4244
2216,0.2388,0.4241
2217,0.2394,0.4234
2218,0.238,0.4246
2219,0.2389,0.4246
2220,0.2395,0.424
2221,0.2398,0.4244
2222,0.2393,0.4234
2223,0.2388,0.4241
2224,0.2385,0.4235
2225,0.2384,0.4229
2226,0.2377,0.4235
2227,0.2382,0.4233
2228,0.2384,0.4235
2229,0.2388,0.4225
2230,0.2389,0.4222
2231,0.2378,0.4224
2232,0.2366,0.4222
2233,0.2377,0.422
2234,0.2371,0.4222
2235,0.2365,0.4219
2236,0.2357,0.4205
2237,0.2352,0.4203
2238,0.2355,0.4189
2239,0.2348,0.4191
2240,0.2337,0.419
2241,0.2331,0.4184
2242,0.2329,0.4179
2243,0.2322,0.4172
2244,0.2316,0.4165
2245,0.2314,0.4158
2246,0.2301,0.4165
2247,0.2291,0.4157
2248,0.2282,0.4149
2249,0.228,0.4137
2250,0.2271,0.4138
2251,0.2251,0.4121
2252,0.2256,0.412
2253,0.2248,0.4118
2254,0.2244,0.411
2255,0.2231,0.4098
2256,0.2228,0.4096
2257,0.2229,0.4088
2258,0.223,0.4089
2259,0.222,0.4076
2260,0.2206,0.4066
2261,0.2211,0.4056
2262,0.2208,0.4053
2263,0.2207,0.4048
2264,0.2196,0.404
2265,0.219,0.4043
2266,0.2187,0.4034
2267,0.218,0.4024
2268,0.2179,0.4021
2269,0.2169,0.4013
2270,0.2163,0.4005
2271,0.2152,0.4004
2272,0.2154,0.3994
2273,0.2152,0.4003
2274,0.2153,0.3986
2275,0.2151,0.3989
2276,0.2135,0.3992
2277,0.2137,0.3992
2278,0.2128,0.398
2279,0.2121,0.3981
2280,0.2129,0.3964
2281,0.2132,0.3981
2282,0.2114,0.3955
2283,0.2121,0.3954
2284,0.2106,0.3952
2285,0.2105,0.396
2286,0.2092,0.3952
2287,0.2094,0.3942
2288,0.2093,0.3944
2289,0.2085,0.3938
2290,0.2076,0.3929
2291,0.2066,0.393
2292,0.2065,0.3923
2293,0.2062,0.3913
2294,0.2064,0.3909
2295,0.2052,0.3917
2296,0.2052,0.3924
2297,0.2052,0.3902
2298,0.2044,0.3897
2299,0.2044,0.389
2300,0.2037,0.3887
2301,0.2032,0.388
2302,0.2034,0.387
2303,0.2024,0.3859
2304,0.2012,0.385
2305,0.2008,0.3857
2306,0.2001,0.3847
2307,0.2002,0.3854
2308,0.1982,0.3848
2309,0.2,0.3831
2310,0.1993,0.3839
2311,0.1985,0.3829
2312,0.1977,0.3824
2313,0.197,0.381
2314,0.1969,0.3799
2315,0.1963,0.3798
2316,0.1965,0.3791
2317,0.1967,0.3793
2318,0.1959,0.3794
2319,0.1958,0.3794
2320,0.1945,0.3773
2321,0.1939,0.377
2322,0.1937,0.3762
2323,0.1926,0.3752
2324,0.1925,0.3736
2325,0.1911,0.3741
2326,0.1907,0.3738
2327,0.1908,0.3734
2328,0.1909,0.3712
2329,0.191,0.3711
2330,0.1902,0.371
2331,0.1901,0.3694
2332,0.1878,0.3685
2333,0.1869,0.3687
2334,0.1862,0.3682
2335,0.1864,0.3671
2336,0.1855,0.3655
2337,0.1842,0.3647
2338,0.1856,0.3646
2339,0.1841,0.3644
2340,0.1847,0.3629
2341,0.182,0.3623
2342,0.1838,0.3622
2343,0.1816,0.3624
2344,0.1822,0.3599
2345,0.1822,0.3595
2346,0.1819,0.3596
2347,0.1797,0.3568
2348,0.1807,0.3562
2349,0.1802,0.3566
2350,0.1785,0.356
2351,0.1771,0.354
2352,0.1765,0.3534
2353,0.1774,0.3528
2354,0.1771,0.3533
2355,0.1756,0.3526
2356,0.1766,0.3504
2357,0.1744,0.3497
2358,0.1744,0.3493
2359,0.174,0.3486
2360,0.1744,0.3495
2361,0.1745,0.3475
2362,0.1727,0.3472
2363,0.1735,0.3477
2364,0.1709,0.346
2365,0.1701,0.3448
2366,0.171,0.3439
2367,0.1701,0.3454
2368,0.1706,0.3432
2369,0.1691,0.3413
2370,0.1682,0.3403
2371,0.1681,0.3403
2372,0.169,0.3383
2373,0.1681,0.3378
2374,0.165,0.3388
2375,0.1658,0.3357
2376,0.1661,0.3349
2377,0.1652,0.3354
2378,0.1634,0.3366
2379,0.1645,0.3347
2380,0.1635,0.3341
2381,0.1638,0.3328
2382,0.1627,0.3322
2383,0.1611,0.3326
2384,0.1597,0.3307
2385,0.1604,0.3294
2386,0.1601,0.3287
2387,0.16,0.3267
2388,0.1589,0.3272
2389,0.1592,0.3268
2390,0.1591,0.3257
2391,0.1584,0.3258
2392,0.1552,0.3217
2393,0.1563,0.3238
2394,0.1567,0.3222
2395,0.1549,0.3219
2396,0.1529,0.319
2397,0.1537,0.3181
2398,0.1542,0.3194
2399,0.1538,0.3174
2400,0.1518,0.3165
2401,0.1512,0.3157
2402,0.1508,0.315
2403,0.1498,0.3122
2404,0.1498,0.3105
2405,0.1481,0.3104
2406,0.1459,0.3096
2407,0.1475,0.31
2408,0.1478,0.3089
2409,0.1464,0.3092
2410,0.1473,0.3081
2411,0.146,0.3066
2412,0.1458,0.3047
2413,0.1446,0.3038
2414,0.1435,0.3038
2415,0.1421,0.3023
2416,0.1418,0.3008
2417,0.1419,0.2994
2418,0.1418,0.298
2419,0.1408,0.2977
2420,0.1399,0.2966
2421,0.1398,0.2956
2422,0.1395,0.2939
2423,0.1386,0.2931
2424,0.1379,0.2924
2425,0.1356,0.2911
2426,0.1369,0.2908
2427,0.1362,0.2905
2428,0.1336,0.2878
2429,0.1342,0.2872
2430,0.1326,0.2863
2431,0.1333,0.2843
2432,0.1335,0.2837
2433,0.133,0.2832
2434,0.1311,0.2819
2435,0.1317,0.28
2436,0.1315,0.2808
2437,0.1257,0.2763
2438,0.1283,0.2723
2439,0.1275,0.2746
2440,0.128,0.2744
2441,0.1263,0.2745
2442,0.1262,0.2735
2443,0.1243,0.2714
2444,0.1248,0.2726
2445,0.1243,0.2686
2446,0.1252,0.2681
2447,0.1225,0.2675
2448,0.1207,0.2658
2449,0.1214,0.2647
2450,0.1215,0.2639
2451,0.1224,0.2639
2452,0.1224,0.2617
2453,0.1178,0.2581
2454,0.1204,0.2583
2455,0.1174,0.2582
2456,0.1134,0.2577
2457,0.1144,0.254
2458,0.1131,0.2543
2459,0.1162,0.2525
2460,0.1157,0.2502
2461,0.1151,0.2484
2462,0.1146,0.2503
2463,0.1149,0.2504
2464,0.1143,0.246
2465,0.1147,0.2471
2466,0.1123,0.2456
2467,0.1096,0.2452
2468,0.1096,0.2406
2469,0.1097,0.2414
2470,0.1098,0.2412
2471,0.1068,0.2396
2472,0.1093,0.2392
2473,0.1075,0.2395
2474,0.1043,0.2403
2475,0.1067,0.2363
2476,0.1058,0.2332
2477,0.108,0.2349
2478,0.1058,0.232
2479,0.1054,0.2313
2480,0.1088,0.2313
2481,0.1062,0.2321
2482,0.1034,0.2282
2483,0.1046,0.2289
2484,0.1031,0.2285
2485,0.1015,0.2267
2486,0.1033,0.2284
2487,0.1014,0.2268
2488,0.1021,0.2265
2489,0.1013,0.2293
2490,0.0984,0.2238
2491,0.0953,0.2223
2492,0.0983,0.2219
2493,0.1006,0.2211
2494,0.099,0.22
2495,0.0977,0.2209
2496,0.0976,0.2199
2497,0.0968,0.2185
2498,0.0978,0.2181
2499,0.0958,0.2235
2500,0.0978,0.2197
