%global
    time = "2022-01-01/48"
    
%groundwater
    id = "0"
    
%data
* *	*	watertable
2022	107	5	2.015
2022	107	6	2.015
2022	107	7	2.015
2022	107	8	2.014
2022	107	9	2.013
2022	107	10	2.012
2022	107	11	2.012
2022	107	12	2.011
2022	107	13	2.011
2022	107	14	2.01
2022	107	15	2.01
2022	107	16	2.01
2022	107	17	2.011
2022	107	18	2.012
2022	107	19	2.015
2022	107	20	2.016
2022	107	21	2.017
2022	107	22	2.018
2022	107	23	2.018
2022	107	24	2.018
2022	107	25	2.019
2022	107	26	2.018
2022	107	27	2.017
2022	107	28	2.016
2022	107	29	2.016
2022	107	30	2.016
2022	107	31	2.016
2022	107	32	2.015
2022	107	33	2.014
2022	107	34	2.014
2022	107	35	2.014
2022	107	36	2.014
2022	107	37	2.013
2022	107	38	2.013
2022	107	39	2.013
2022	107	40	2.012
2022	107	41	2.012
2022	107	42	2.012
2022	107	43	2.012
2022	107	44	2.012
2022	107	45	2.012
2022	107	46	2.011
2022	107	47	2.011
2022	107	48	2.011
2022	108	1	2.011
2022	108	2	2.01
2022	108	3	2.01
2022	108	4	2.01
2022	108	5	2.01
2022	108	6	2.009
2022	108	7	2.009
2022	108	8	2.009
2022	108	9	2.008
2022	108	10	2.008
2022	108	11	2.009
2022	108	12	2.008
2022	108	13	2.008
2022	108	14	2.007
2022	108	15	2.008
2022	108	16	2.009
2022	108	17	2.01
2022	108	18	2.011
2022	108	19	2.011
2022	108	20	2.011
2022	108	21	2.01
2022	108	22	2.009
2022	108	23	2.009
2022	108	24	2.01
2022	108	25	2.008
2022	108	26	2.008
2022	108	27	2.008
2022	108	28	2.007
2022	108	29	2.007
2022	108	30	2.006
2022	108	31	2.007
2022	108	32	2.006
2022	108	33	2.006
2022	108	34	2.005
2022	108	35	2.005
2022	108	36	2.005
2022	108	37	2.005
2022	108	38	2.005
2022	108	39	2.004
2022	108	40	2.004
2022	108	41	2.004
2022	108	42	2.004
2022	108	43	2.003
2022	108	44	2.004
2022	108	45	2.004
2022	108	46	2.004
2022	108	47	2.003
2022	108	48	2.002
2022	109	1	2.002
2022	109	2	2.002
2022	109	3	2.002
2022	109	4	2.002
2022	109	5	2.002
2022	109	6	2.001
2022	109	7	2.001
2022	109	8	2.001
2022	109	9	2
2022	109	10	1.999
2022	109	11	1.999
2022	109	12	1.999
2022	109	13	1.998
2022	109	14	1.998
2022	109	15	1.999
2022	109	16	2
2022	109	17	2.001
2022	109	18	2.001
2022	109	19	2.001
2022	109	20	2.001
2022	109	21	2.001
2022	109	22	1.999
2022	109	23	1.999
2022	109	24	1.998
2022	109	25	1.998
2022	109	26	1.997
2022	109	27	1.997
2022	109	28	1.996
2022	109	29	1.995
2022	109	30	1.995
2022	109	31	1.995
2022	109	32	1.994
2022	109	33	1.994
2022	109	34	1.993
2022	109	35	1.993
2022	109	36	1.993
2022	109	37	1.992
2022	109	38	1.991
2022	109	39	1.992
2022	109	40	1.992
2022	109	41	1.992
2022	109	42	1.991
2022	109	43	1.991
2022	109	44	1.991
2022	109	45	1.991
2022	109	46	1.991
2022	109	47	1.99
2022	109	48	1.99
2022	110	1	1.99
2022	110	2	1.99
2022	110	3	1.99
2022	110	4	1.989
2022	110	5	1.989
2022	110	6	1.989
2022	110	7	1.988
2022	110	8	1.988
2022	110	9	1.987
2022	110	10	1.987
2022	110	11	1.987
2022	110	12	1.986
2022	110	13	1.986
2022	110	14	1.986
2022	110	15	1.988
2022	110	16	1.989
2022	110	17	1.988
2022	110	18	1.988
2022	110	19	1.987
2022	110	20	1.987
2022	110	21	1.986
2022	110	22	1.985
2022	110	23	1.985
2022	110	24	1.984
2022	110	25	1.983
2022	110	26	1.982
2022	110	27	1.98
2022	110	28	1.98
2022	110	29	1.977
2022	110	30	1.976
2022	110	31	1.975
2022	110	32	1.975
2022	110	33	1.974
2022	110	34	1.974
2022	110	35	1.973
2022	110	36	1.971
2022	110	37	1.971
2022	110	38	1.969
2022	110	39	1.969
2022	110	40	1.968
2022	110	41	1.967
2022	110	42	1.967
2022	110	43	1.967
2022	110	44	1.967
2022	110	45	1.967
2022	110	46	1.966
2022	110	47	1.966
2022	110	48	1.966
2022	111	1	1.966
2022	111	2	1.965
2022	111	3	1.965
2022	111	4	1.965
2022	111	5	1.964
2022	111	6	1.964
2022	111	7	1.963
2022	111	8	1.963
2022	111	9	1.963
2022	111	10	1.963
2022	111	11	1.963
2022	111	12	1.962
2022	111	13	1.962
2022	111	14	1.961
2022	111	15	1.961
2022	111	16	1.96
2022	111	17	1.959
2022	111	18	1.958
2022	111	19	1.958
2022	111	20	1.957
2022	111	21	1.956
2022	111	22	1.954
2022	111	23	1.953
2022	111	24	1.952
2022	111	25	1.95
2022	111	26	1.949
2022	111	27	1.947
2022	111	28	1.943
2022	111	29	1.942
2022	111	30	1.939
2022	111	31	1.937
2022	111	32	1.937
2022	111	33	1.935
2022	111	34	1.933
2022	111	35	1.932
2022	111	36	1.929
2022	111	37	1.927
2022	111	38	1.925
2022	111	39	1.923
2022	111	40	1.922
2022	111	41	1.921
2022	111	42	1.921
2022	111	43	1.921
2022	111	44	1.92
2022	111	45	1.919
2022	111	46	1.919
2022	111	47	1.918
2022	111	48	1.918
2022	112	1	1.917
2022	112	2	1.917
2022	112	3	1.916
2022	112	4	1.915
2022	112	5	1.914
2022	112	6	1.913
2022	112	7	1.912
2022	112	8	1.91
2022	112	9	1.909
2022	112	10	1.908
2022	112	11	1.906
2022	112	12	1.904
2022	112	13	1.903
2022	112	14	1.904
2022	112	15	1.907
2022	112	16	1.911
2022	112	17	1.911
2022	112	18	1.91
2022	112	19	1.908
2022	112	20	1.906
2022	112	21	1.902
2022	112	22	1.9
2022	112	23	1.897
2022	112	24	1.895
2022	112	25	1.892
2022	112	26	1.889
2022	112	27	1.887
2022	112	28	1.885
2022	112	29	1.883
2022	112	30	1.88
2022	112	31	1.878
2022	112	32	1.875
2022	112	33	1.873
2022	112	34	1.871
2022	112	35	1.869
2022	112	36	1.867
2022	112	37	1.866
2022	112	38	1.864
2022	112	39	1.863
2022	112	40	1.863
2022	112	41	1.862
2022	112	42	1.861
2022	112	43	1.86
2022	112	44	1.859
2022	112	45	1.859
2022	112	46	1.857
2022	112	47	1.857
2022	112	48	1.856
2022	113	1	1.855
2022	113	2	1.854
2022	113	3	1.853
2022	113	4	1.852
2022	113	5	1.85
2022	113	6	1.849
2022	113	7	1.847
2022	113	8	1.847
2022	113	9	1.845
2022	113	10	1.844
2022	113	11	1.842
2022	113	12	1.84
2022	113	13	1.839
2022	113	14	1.84
2022	113	15	1.84
2022	113	16	1.841
2022	113	17	1.839
2022	113	18	1.837
2022	113	19	1.834
2022	113	20	1.832
2022	113	21	1.831
2022	113	22	1.828
2022	113	23	1.825
2022	113	24	1.822
2022	113	25	1.82
2022	113	26	1.816
2022	113	27	1.812
2022	113	28	1.811
2022	113	29	1.807
2022	113	30	1.804
2022	113	31	1.802
2022	113	32	1.8
2022	113	33	1.797
2022	113	34	1.795
2022	113	35	1.792
2022	113	36	1.79
2022	113	37	1.789
2022	113	38	1.787
2022	113	39	1.784
2022	113	40	1.781
2022	113	41	1.779
2022	113	42	1.778
2022	113	43	1.776
2022	113	44	1.775
2022	113	45	1.774
2022	113	46	1.772
2022	113	47	1.771
2022	113	48	1.77
2022	114	1	1.769
2022	114	2	1.767
2022	114	3	1.766
2022	114	4	1.765
2022	114	5	1.764
2022	114	6	1.763
2022	114	7	1.762
2022	114	8	1.761
2022	114	9	1.76
2022	114	10	1.758
2022	114	11	1.757
2022	114	12	1.756
2022	114	13	1.755
2022	114	14	1.753
2022	114	15	1.752
2022	114	16	1.751
2022	114	17	1.75
2022	114	18	1.747
2022	114	19	1.746
2022	114	20	1.745
2022	114	21	1.743
2022	114	22	1.74
2022	114	23	1.739
2022	114	24	1.736
2022	114	25	1.734
2022	114	26	1.732
2022	114	27	1.73
2022	114	28	1.728
2022	114	29	1.726
2022	114	30	1.724
2022	114	31	1.722
2022	114	32	1.72
2022	114	33	1.718
2022	114	34	1.717
2022	114	35	1.715
2022	114	36	1.714
2022	114	37	1.712
2022	114	38	1.71
2022	114	39	1.709
2022	114	40	1.708
2022	114	41	1.705
2022	114	42	1.704
2022	114	43	1.703
2022	114	44	1.703
2022	114	45	1.702
2022	114	46	1.701
2022	114	47	1.701
2022	114	48	1.7
2022	115	1	1.699
2022	115	2	1.698
2022	115	3	1.697
2022	115	4	1.697
2022	115	5	1.696
2022	115	6	1.696
2022	115	7	1.694
2022	115	8	1.694
2022	115	9	1.693
2022	115	10	1.692
2022	115	11	1.692
2022	115	12	1.691
2022	115	13	1.69
2022	115	14	1.69
2022	115	15	1.688
2022	115	16	1.687
2022	115	17	1.687
2022	115	18	1.686
2022	115	19	1.685
2022	115	20	1.684
2022	115	21	1.683
2022	115	22	1.682
2022	115	23	1.68
2022	115	24	1.68
2022	115	25	1.678
2022	115	26	1.677
2022	115	27	1.676
2022	115	28	1.674
2022	115	29	1.674
2022	115	30	1.673
2022	115	31	1.671
2022	115	32	1.67
2022	115	33	1.67
2022	115	34	1.667
2022	115	35	1.665
2022	115	36	1.664
2022	115	37	1.663
2022	115	38	1.661
2022	115	39	1.66
2022	115	40	1.659
2022	115	41	1.657
2022	115	42	1.657
2022	115	43	1.656
2022	115	44	1.655
2022	115	45	1.655
2022	115	46	1.654
2022	115	47	1.654
2022	115	48	1.652
2022	116	1	1.651
2022	116	2	1.651
2022	116	3	1.65
2022	116	4	1.649
2022	116	5	1.648
2022	116	6	1.647
2022	116	7	1.647
2022	116	8	1.646
2022	116	9	1.645
2022	116	10	1.644
2022	116	11	1.643
2022	116	12	1.641
2022	116	13	1.641
2022	116	14	1.641
2022	116	15	1.64
2022	116	16	1.639
2022	116	17	1.638
2022	116	18	1.637
2022	116	19	1.635
2022	116	20	1.634
2022	116	21	1.633
2022	116	22	1.633
2022	116	23	1.63
2022	116	24	1.629
2022	116	25	1.625
2022	116	26	1.623
2022	116	27	1.621
2022	116	28	1.619
2022	116	29	1.616
2022	116	30	1.614
2022	116	31	1.612
2022	116	32	1.61
2022	116	33	1.609
2022	116	34	1.605
2022	116	35	1.606
2022	116	36	1.603
2022	116	37	1.601
2022	116	38	1.598
2022	116	39	1.598
2022	116	40	1.595
2022	116	41	1.593
2022	116	42	1.592
2022	116	43	1.589
2022	116	44	1.588
2022	116	45	1.587
2022	116	46	1.585
2022	116	47	1.584
2022	116	48	1.583
2022	117	1	1.582
2022	117	2	1.58
2022	117	3	1.578
2022	117	4	1.577
2022	117	5	1.576
2022	117	6	1.574
2022	117	7	1.572
2022	117	8	1.57
2022	117	9	1.568
2022	117	10	1.566
2022	117	11	1.564
2022	117	12	1.562
2022	117	13	1.561
2022	117	14	1.559
2022	117	15	1.557
2022	117	16	1.557
2022	117	17	1.559
2022	117	18	1.564
2022	117	19	1.57
2022	117	20	1.575
2022	117	21	1.577
2022	117	22	1.58
2022	117	23	1.668
2022	117	24	1.655
2022	117	25	1.639
2022	117	26	1.628
2022	117	27	1.618
2022	117	28	1.609
2022	117	29	1.599
2022	117	30	1.667
2022	117	31	1.654
2022	117	32	1.644
2022	117	33	1.634
2022	117	34	1.627
2022	117	35	1.617
2022	117	36	1.613
2022	117	37	1.606
2022	117	38	1.603
2022	117	39	1.6
2022	117	40	1.594
2022	117	41	1.59
2022	117	42	1.585
2022	117	43	1.582
2022	117	44	1.58
2022	117	45	1.576
2022	117	46	1.575
2022	117	47	1.572
2022	117	48	1.57
2022	118	1	1.566
2022	118	2	1.564
2022	118	3	1.56
2022	118	4	1.558
2022	118	5	1.556
2022	118	6	1.553
2022	118	7	1.551
2022	118	8	1.546
2022	118	9	1.545
2022	118	10	1.541
2022	118	11	1.537
2022	118	12	1.535
2022	118	13	1.532
2022	118	14	1.528
2022	118	15	1.526
2022	118	16	1.526
2022	118	17	1.527
2022	118	18	1.53
2022	118	19	1.534
2022	118	20	1.54
2022	118	21	1.544
2022	118	22	1.544
2022	118	23	1.546
2022	118	24	1.547
2022	118	25	1.545
2022	118	26	1.541
2022	118	27	1.538
2022	118	28	1.536
2022	118	29	1.533
2022	118	30	1.531
2022	118	31	1.528
2022	118	32	1.526
2022	118	33	1.524
2022	118	34	1.522
2022	118	35	1.52
2022	118	36	1.52
2022	118	37	1.521
2022	118	38	1.519
2022	118	39	1.519
2022	118	40	1.516
2022	118	41	1.513
2022	118	42	1.527
2022	118	43	1.547
2022	118	44	1.56
2022	118	45	1.57
2022	118	46	1.574
2022	118	47	1.577
2022	118	48	1.577
2022	119	1	1.577
2022	119	2	1.576
2022	119	3	1.575
2022	119	4	1.575
2022	119	5	1.574
2022	119	6	1.573
2022	119	7	1.572
2022	119	8	1.57
2022	119	9	1.567
2022	119	10	1.564
2022	119	11	1.561
2022	119	12	1.558
2022	119	13	1.555
2022	119	14	1.551
2022	119	15	1.549
2022	119	16	1.547
2022	119	17	1.548
2022	119	18	1.549
2022	119	19	1.552
2022	119	20	1.553
2022	119	21	1.554
2022	119	22	1.553
2022	119	23	1.553
2022	119	24	1.552
2022	119	25	1.55
2022	119	26	1.546
2022	119	27	1.545
2022	119	28	1.544
2022	119	29	1.541
2022	119	30	1.54
2022	119	31	1.537
2022	119	32	1.535
2022	119	33	1.534
2022	119	34	1.533
2022	119	35	1.531
2022	119	36	1.53
2022	119	37	1.529
2022	119	38	1.527
2022	119	39	1.525
2022	119	40	1.523
2022	119	41	1.521
2022	119	42	1.519
2022	119	43	1.517
2022	119	44	1.516
2022	119	45	1.514
2022	119	46	1.513
2022	119	47	1.512
2022	119	48	1.51
2022	120	1	1.508
2022	120	2	1.506
2022	120	3	1.505
2022	120	4	1.503
2022	120	5	1.501
2022	120	6	1.5
2022	120	7	1.498
2022	120	8	1.497
2022	120	9	1.495
2022	120	10	1.493
2022	120	11	1.492
2022	120	12	1.491
2022	120	13	1.489
2022	120	14	1.487
2022	120	15	1.486
2022	120	16	1.486
2022	120	17	1.488
2022	120	18	1.492
2022	120	19	1.498
2022	120	20	1.501
2022	120	21	1.505
2022	120	22	1.507
2022	120	23	1.507
2022	120	24	1.507
2022	120	25	1.506
2022	120	26	1.503
2022	120	27	1.501
2022	120	28	1.499
2022	120	29	1.497
2022	120	30	1.494
2022	120	31	1.49
2022	120	32	1.489
2022	120	33	1.487
2022	120	34	1.485
2022	120	35	1.483
2022	120	36	1.482
2022	120	37	1.48
2022	120	38	1.479
2022	120	39	1.478
2022	120	40	1.476
2022	120	41	1.475
2022	120	42	1.473
2022	120	43	1.473
2022	120	44	1.471
2022	120	45	1.471
2022	120	46	1.47
2022	120	47	1.469
2022	120	48	1.468
2022	121	1	1.467
2022	121	2	1.467
2022	121	3	1.466
2022	121	4	1.466
2022	121	5	1.465
2022	121	6	1.464
2022	121	7	1.464
2022	121	8	1.463
2022	121	9	1.462
2022	121	10	1.462
2022	121	11	1.461
2022	121	12	1.461
2022	121	13	1.46
2022	121	14	1.459
2022	121	15	1.459
2022	121	16	1.458
2022	121	17	1.457
2022	121	18	1.458
2022	121	19	1.457
2022	121	20	1.457
2022	121	21	1.457
2022	121	22	1.456
2022	121	23	1.456
2022	121	24	1.456
2022	121	25	1.456
2022	121	26	1.454
2022	121	27	1.454
2022	121	28	1.455
2022	121	29	1.453
2022	121	30	1.452
2022	121	31	1.451
2022	121	32	1.452
2022	121	33	1.454
2022	121	34	1.452
2022	121	35	1.453
2022	121	36	1.454
2022	121	37	1.453
2022	121	38	1.453
2022	121	39	1.453
2022	121	40	1.451
2022	121	41	1.45
2022	121	42	1.448
2022	121	43	1.446
2022	121	44	1.445
2022	121	45	1.444
2022	121	46	1.443
2022	121	47	1.443
2022	121	48	1.443
2022	122	1	1.443
2022	122	2	1.442
2022	122	3	1.441
2022	122	4	1.441
2022	122	5	1.44
2022	122	6	1.44
2022	122	7	1.44
2022	122	8	1.439
2022	122	9	1.439
2022	122	10	1.439
2022	122	11	1.439
2022	122	12	1.439
2022	122	13	1.439
2022	122	14	1.44
2022	122	15	1.44
2022	122	16	1.441
2022	122	17	1.442
2022	122	18	1.443
2022	122	19	1.443
2022	122	20	1.443
2022	122	21	1.444
2022	122	22	1.444
2022	122	23	1.443
2022	122	24	1.443
2022	122	25	1.443
2022	122	26	1.444
2022	122	27	1.444
2022	122	28	1.443
2022	122	29	1.444
2022	122	30	1.442
2022	122	31	1.444
2022	122	32	1.442
2022	122	33	1.441
2022	122	34	1.441
2022	122	35	1.439
2022	122	36	1.438
2022	122	37	1.438
2022	122	38	1.438
2022	122	39	1.437
2022	122	40	1.436
2022	122	41	1.435
2022	122	42	1.433
2022	122	43	1.432
2022	122	44	1.431
2022	122	45	1.43
2022	122	46	1.429
2022	122	47	1.428
2022	122	48	1.427
2022	123	1	1.426
2022	123	2	1.425
2022	123	3	1.424
2022	123	4	1.422
2022	123	5	1.421
2022	123	6	1.42
2022	123	7	1.42
2022	123	8	1.419
2022	123	9	1.418
2022	123	10	1.417
2022	123	11	1.416
2022	123	12	1.415
2022	123	13	1.414
2022	123	14	1.413
2022	123	15	1.412
2022	123	16	1.411
2022	123	17	1.41
2022	123	18	1.408
2022	123	19	1.407
2022	123	20	1.406
2022	123	21	1.405
2022	123	22	1.404
2022	123	23	1.402
2022	123	24	1.402
2022	123	25	1.4
2022	123	26	1.399
2022	123	27	1.399
2022	123	28	1.396
2022	123	29	1.394
2022	123	30	1.395
2022	123	31	1.393
2022	123	32	1.394
2022	123	33	1.391
2022	123	34	1.39
2022	123	35	1.389
2022	123	36	1.387
2022	123	37	1.387
2022	123	38	1.385
2022	123	39	1.384
2022	123	40	1.384
2022	123	41	1.382
2022	123	42	1.381
2022	123	43	1.379
2022	123	44	1.378
2022	123	45	1.377
2022	123	46	1.376
2022	123	47	1.375
2022	123	48	1.373
2022	124	1	1.372
2022	124	2	1.371
2022	124	3	1.371
2022	124	4	1.37
2022	124	5	1.369
2022	124	6	1.368
2022	124	7	1.368
2022	124	8	1.367
2022	124	9	1.366
2022	124	10	1.365
2022	124	11	1.364
2022	124	12	1.363
2022	124	13	1.363
2022	124	14	1.362
2022	124	15	1.36
2022	124	16	1.36
2022	124	17	1.359
2022	124	18	1.36
2022	124	19	1.359
2022	124	20	1.359
2022	124	21	1.358
2022	124	22	1.359
2022	124	23	1.358
2022	124	24	1.358
2022	124	25	1.358
2022	124	26	1.358
2022	124	27	1.357
2022	124	28	1.357
2022	124	29	1.359
2022	124	30	1.356
2022	124	31	1.356
2022	124	32	1.357
2022	124	33	1.358
2022	124	34	1.354
2022	124	35	1.354
2022	124	36	1.355
2022	124	37	1.356
2022	124	38	1.357
2022	124	39	1.357
2022	124	40	1.357
2022	124	41	1.357
2022	124	42	1.356
2022	124	43	1.355
2022	124	44	1.354
2022	124	45	1.354
2022	124	46	1.353
2022	124	47	1.352
2022	124	48	1.351
2022	125	1	1.351
2022	125	2	1.35
2022	125	3	1.349
2022	125	4	1.349
2022	125	5	1.348
2022	125	6	1.349
2022	125	7	1.348
2022	125	8	1.348
2022	125	9	1.348
2022	125	10	1.347
2022	125	11	1.348
2022	125	12	1.347
2022	125	13	1.347
2022	125	14	1.347
2022	125	15	1.346
2022	125	16	1.346
2022	125	17	1.345
2022	125	18	1.345
2022	125	19	1.345
2022	125	20	1.345
2022	125	21	1.344
2022	125	22	1.344
2022	125	23	1.344
2022	125	24	1.343
2022	125	25	1.343
2022	125	26	1.343
2022	125	27	1.342
2022	125	28	1.341
2022	125	29	1.342
2022	125	30	1.341
2022	125	31	1.341
2022	125	32	1.341
2022	125	33	1.342
2022	125	34	1.341
2022	125	35	1.34
2022	125	36	1.339
2022	125	37	1.339
2022	125	38	1.339
2022	125	39	1.339
2022	125	40	1.338
2022	125	41	1.337
2022	125	42	1.335
2022	125	43	1.335
2022	125	44	1.334
2022	125	45	1.334
2022	125	46	1.334
2022	125	47	1.334
2022	125	48	1.333
2022	126	1	1.333
2022	126	2	1.332
2022	126	3	1.331
2022	126	4	1.331
2022	126	5	1.331
2022	126	6	1.33
2022	126	7	1.33
2022	126	8	1.33
2022	126	9	1.329
2022	126	10	1.329
2022	126	11	1.328
2022	126	12	1.327
2022	126	13	1.327
2022	126	14	1.326
2022	126	15	1.326
2022	126	16	1.326
2022	126	17	1.325
2022	126	18	1.325
2022	126	19	1.324
2022	126	20	1.324
2022	126	21	1.324
2022	126	22	1.323
2022	126	23	1.324
2022	126	24	1.324
2022	126	25	1.323
2022	126	26	1.322
2022	126	27	1.323
2022	126	28	1.322
2022	126	29	1.323
2022	126	30	1.322
2022	126	31	1.322
2022	126	32	1.322
2022	126	33	1.322
2022	126	34	1.321
2022	126	35	1.322
2022	126	36	1.322
2022	126	37	1.321
2022	126	38	1.322
2022	126	39	1.321
2022	126	40	1.321
2022	126	41	1.32
2022	126	42	1.319
2022	126	43	1.319
2022	126	44	1.318
2022	126	45	1.319
2022	126	46	1.318
2022	126	47	1.318
2022	126	48	1.318
2022	127	1	1.318
2022	127	2	1.318
2022	127	3	1.318
2022	127	4	1.318
2022	127	5	1.318
2022	127	6	1.318
2022	127	7	1.318
2022	127	8	1.318
2022	127	9	1.319
2022	127	10	1.318
2022	127	11	1.318
2022	127	12	1.317
2022	127	13	1.318
2022	127	14	1.318
2022	127	15	1.317
2022	127	16	1.318
2022	127	17	1.317
2022	127	18	1.317
2022	127	19	1.318
2022	127	20	1.318
2022	127	21	1.317
2022	127	22	1.319
2022	127	23	1.317
2022	127	24	1.317
2022	127	25	1.316
2022	127	26	1.316
2022	127	27	1.315
2022	127	28	1.315
2022	127	29	1.315
2022	127	30	1.315
2022	127	31	1.315
2022	127	32	1.316
2022	127	33	1.315
2022	127	34	1.315
2022	127	35	1.315
2022	127	36	1.317
2022	127	37	1.317
2022	127	38	1.317
2022	127	39	1.318
2022	127	40	1.318
2022	127	41	1.319
2022	127	42	1.319
2022	127	43	1.321
2022	127	44	1.323
2022	127	45	1.324
2022	127	46	1.326
2022	127	47	1.327
2022	127	48	1.328
2022	128	1	1.329
2022	128	2	1.329
2022	128	3	1.329
2022	128	4	1.33
2022	128	5	1.331
2022	128	6	1.331
2022	128	7	1.331
2022	128	8	1.331
2022	128	9	1.331
2022	128	10	1.33
2022	128	11	1.33
2022	128	12	1.33
2022	128	13	1.329
2022	128	14	1.328
2022	128	15	1.328
2022	128	16	1.327
2022	128	17	1.327
2022	128	18	1.327
2022	128	19	1.327
2022	128	20	1.326
2022	128	21	1.326
2022	128	22	1.326
2022	128	23	1.326
2022	128	24	1.325
2022	128	25	1.324
2022	128	26	1.323
2022	128	27	1.322
2022	128	28	1.323
2022	128	29	1.323
2022	128	30	1.322
2022	128	31	1.32
2022	128	32	1.319
2022	128	33	1.317
2022	128	34	1.315
2022	128	35	1.316
2022	128	36	1.314
2022	128	37	1.312
2022	128	38	1.311
2022	128	39	1.311
2022	128	40	1.309
2022	128	41	1.308
2022	128	42	1.306
2022	128	43	1.305
2022	128	44	1.303
2022	128	45	1.302
2022	128	46	1.302
2022	128	47	1.301
2022	128	48	1.3
2022	129	1	1.299
2022	129	2	1.299
2022	129	3	1.298
2022	129	4	1.296
2022	129	5	1.295
2022	129	6	1.295
2022	129	7	1.295
2022	129	8	1.295
2022	129	9	1.294
2022	129	10	1.294
2022	129	11	1.293
2022	129	12	1.292
2022	129	13	1.291
2022	129	14	1.291
2022	129	15	1.291
2022	129	16	1.29
2022	129	17	1.29
2022	129	18	1.289
2022	129	19	1.29
2022	129	20	1.29
2022	129	21	1.289
2022	129	22	1.288
2022	129	23	1.29
2022	129	24	1.289
2022	129	25	1.289
2022	129	26	1.289
2022	129	27	1.289
2022	129	28	1.289
2022	129	29	1.288
2022	129	30	1.288
2022	129	31	1.289
2022	129	32	1.288
2022	129	33	1.288
2022	129	34	1.288
2022	129	35	1.292
2022	129	36	1.292
2022	129	37	1.292
2022	129	38	1.293
2022	129	39	1.293
2022	129	40	1.293
2022	129	41	1.292
2022	129	42	1.293
2022	129	43	1.292
2022	129	44	1.292
2022	129	45	1.291
2022	129	46	1.291
2022	129	47	1.29
2022	129	48	1.29
2022	130	1	1.29
2022	130	2	1.289
2022	130	3	1.289
2022	130	4	1.289
2022	130	5	1.289
2022	130	6	1.289
2022	130	7	1.289
2022	130	8	1.29
2022	130	9	1.289
2022	130	10	1.29
2022	130	11	1.29
2022	130	12	1.29
2022	130	13	1.29
2022	130	14	1.289
2022	130	15	1.289
2022	130	16	1.289
2022	130	17	1.289
2022	130	18	1.289
2022	130	19	1.289
2022	130	20	1.289
2022	130	21	1.288
2022	130	22	1.289
2022	130	23	1.287
2022	130	24	1.288
2022	130	25	1.288
2022	130	26	1.287
2022	130	27	1.288
2022	130	28	1.289
2022	130	29	1.29
2022	130	30	1.29
2022	130	31	1.291
2022	130	32	1.292
2022	130	33	1.291
2022	130	34	1.292
2022	130	35	1.293
2022	130	36	1.293
2022	130	37	1.293
2022	130	38	1.293
2022	130	39	1.294
2022	130	40	1.294
2022	130	41	1.293
2022	130	42	1.293
2022	130	43	1.293
2022	130	44	1.292
2022	130	45	1.293
2022	130	46	1.292
2022	130	47	1.293
2022	130	48	1.292
2022	131	1	1.293
2022	131	2	1.294
2022	131	3	1.294
2022	131	4	1.294
2022	131	5	1.294
2022	131	6	1.296
2022	131	7	1.296
2022	131	8	1.297
2022	131	9	1.298
2022	131	10	1.298
2022	131	11	1.297
2022	131	12	1.298
2022	131	13	1.298
2022	131	14	1.297
2022	131	15	1.297
2022	131	16	1.299
2022	131	17	1.303
2022	131	18	1.308
2022	131	19	1.315
2022	131	20	1.328
2022	131	21	1.343
2022	131	22	1.359
2022	131	23	1.372
2022	131	24	1.384
2022	131	25	1.393
2022	131	26	1.402
2022	131	27	1.409
2022	131	28	1.414
2022	131	29	1.419
2022	131	30	1.424
2022	131	31	1.427
2022	131	32	1.431
2022	131	33	1.432
2022	131	34	1.434
2022	131	35	1.437
2022	131	36	1.438
2022	131	37	1.439
2022	131	38	1.439
2022	131	39	1.44
2022	131	40	1.44
2022	131	41	1.441
2022	131	42	1.441
2022	131	43	1.441
2022	131	44	1.441
2022	131	45	1.442
2022	131	46	1.441
2022	131	47	1.441
2022	131	48	1.442
2022	132	1	1.441
2022	132	2	1.442
2022	132	3	1.443
2022	132	4	1.445
2022	132	5	1.444
2022	132	6	1.444
2022	132	7	1.445
2022	132	8	1.444
2022	132	9	1.445
2022	132	10	1.444
2022	132	11	1.444
2022	132	12	1.444
2022	132	13	1.444
2022	132	14	1.443
2022	132	15	1.443
2022	132	16	1.443
2022	132	17	1.443
2022	132	18	1.442
2022	132	19	1.442
2022	132	20	1.442
2022	132	21	1.441
2022	132	22	1.441
2022	132	23	1.44
2022	132	24	1.439
2022	132	25	1.439
2022	132	26	1.439
2022	132	27	1.438
2022	132	28	1.437
2022	132	29	1.436
2022	132	30	1.435
2022	132	31	1.435
2022	132	32	1.434
2022	132	33	1.434
2022	132	34	1.431
2022	132	35	1.43
2022	132	36	1.426
2022	132	37	1.427
2022	132	38	1.427
2022	132	39	1.427
2022	132	40	1.426
2022	132	41	1.426
2022	132	42	1.425
2022	132	43	1.424
2022	132	44	1.424
2022	132	45	1.424
2022	132	46	1.423
2022	132	47	1.423
2022	132	48	1.422
2022	133	1	1.422
2022	133	2	1.42
2022	133	3	1.42
2022	133	4	1.419
2022	133	5	1.419
2022	133	6	1.418
2022	133	7	1.416
2022	133	8	1.415
2022	133	9	1.414
2022	133	10	1.413
2022	133	11	1.412
2022	133	12	1.412
2022	133	13	1.411
2022	133	14	1.41
2022	133	15	1.409
2022	133	16	1.409
2022	133	17	1.407
2022	133	18	1.407
2022	133	19	1.408
2022	133	20	1.405
2022	133	21	1.405
2022	133	22	1.403
2022	133	23	1.403
2022	133	24	1.403
