%global
    time = "2021-01-01/1"

%airchemistry
    id = "0"

%attributes
    co2 = "415.0"
#provide data
%data 
* no3 nh4 co2 ch4
01.01.2021	0.0006000  	0.0005000	413.38	1.740000
02.01.2021	0.0006000  	0.0005000	413.38	1.740000
03.01.2021	0.0006000  	0.0005000	413.38	1.740000
04.01.2021	0.0006000  	0.0005000	413.38	1.740000
05.01.2021	0.0006000  	0.0005000	413.38	1.740000
06.01.2021	0.0006000  	0.0005000	413.38	1.740000
07.01.2021	0.0006000  	0.0005000	413.38	1.740000
08.01.2021	0.0006000  	0.0005000	413.38	1.740000
09.01.2021	0.0006000  	0.0005000	413.38	1.740000
10.01.2021	0.0006000  	0.0005000	413.38	1.740000
11.01.2021	0.0006000  	0.0005000	413.38	1.740000
12.01.2021	0.0006000  	0.0005000	413.38	1.740000
13.01.2021	0.0006000  	0.0005000	413.38	1.740000
14.01.2021	0.0006000  	0.0005000	413.38	1.740000
15.01.2021	0.0006000  	0.0005000	413.38	1.740000
16.01.2021	0.0006000  	0.0005000	413.38	1.740000
17.01.2021	0.0006000  	0.0005000	413.38	1.740000
18.01.2021	0.0006000  	0.0005000	413.38	1.740000
19.01.2021	0.0006000  	0.0005000	413.38	1.740000
20.01.2021	0.0006000  	0.0005000	413.38	1.740000
21.01.2021	0.0006000  	0.0005000	413.38	1.740000
22.01.2021	0.0006000  	0.0005000	413.38	1.740000
23.01.2021	0.0006000  	0.0005000	413.38	1.740000
24.01.2021	0.0006000  	0.0005000	413.38	1.740000
25.01.2021	0.0006000  	0.0005000	413.38	1.740000
26.01.2021	0.0006000  	0.0005000	413.38	1.740000
27.01.2021	0.0006000  	0.0005000	413.38	1.740000
28.01.2021	0.0006000  	0.0005000	413.38	1.740000
29.01.2021	0.0006000  	0.0005000	413.38	1.740000
30.01.2021	0.0006000  	0.0005000	413.38	1.740000
31.01.2021	0.0006000  	0.0005000	413.38	1.740000
01.02.2021	0.0006000  	0.0005000	413.38	1.740000
02.02.2021	0.0006000  	0.0005000	413.38	1.740000
03.02.2021	0.0006000  	0.0005000	413.38	1.740000
04.02.2021	0.0006000  	0.0005000	413.38	1.740000
05.02.2021	0.0006000  	0.0005000	413.38	1.740000
06.02.2021	0.0006000  	0.0005000	413.38	1.740000
07.02.2021	0.0006000  	0.0005000	413.38	1.740000
08.02.2021	0.0006000  	0.0005000	413.38	1.740000
09.02.2021	0.0006000  	0.0005000	413.38	1.740000
10.02.2021	0.0006000  	0.0005000	413.38	1.740000
11.02.2021	0.0006000  	0.0005000	413.38	1.740000
12.02.2021	0.0006000  	0.0005000	413.38	1.740000
13.02.2021	0.0006000  	0.0005000	413.38	1.740000
14.02.2021	0.0006000  	0.0005000	413.38	1.740000
15.02.2021	0.0006000  	0.0005000	413.38	1.740000
16.02.2021	0.0006000  	0.0005000	413.38	1.740000
17.02.2021	0.0006000  	0.0005000	413.38	1.740000
18.02.2021	0.0006000  	0.0005000	413.38	1.740000
19.02.2021	0.0006000  	0.0005000	413.38	1.740000
20.02.2021	0.0006000  	0.0005000	413.38	1.740000
21.02.2021	0.0006000  	0.0005000	413.38	1.740000
22.02.2021	0.0006000  	0.0005000	413.38	1.740000
23.02.2021	0.0006000  	0.0005000	413.38	1.740000
24.02.2021	0.0006000  	0.0005000	413.38	1.740000
25.02.2021	0.0006000  	0.0005000	413.38	1.740000
26.02.2021	0.0006000  	0.0005000	413.38	1.740000
27.02.2021	0.0006000  	0.0005000	413.38	1.740000
28.02.2021	0.0006000  	0.0005000	413.38	1.740000
01.03.2021	0.0006000  	0.0005000	413.38	1.740000
02.03.2021	0.0006000  	0.0005000	413.38	1.740000
03.03.2021	0.0006000  	0.0005000	413.38	1.740000
04.03.2021	0.0006000  	0.0005000	413.38	1.740000
05.03.2021	0.0006000  	0.0005000	413.38	1.740000
06.03.2021	0.0006000  	0.0005000	413.38	1.740000
07.03.2021	0.0006000  	0.0005000	413.38	1.740000
08.03.2021	0.0006000  	0.0005000	413.38	1.740000
09.03.2021	0.0006000  	0.0005000	413.38	1.740000
10.03.2021	0.0006000  	0.0005000	413.38	1.740000
11.03.2021	0.0006000  	0.0005000	413.38	1.740000
12.03.2021	0.0006000  	0.0005000	413.38	1.740000
13.03.2021	0.0006000  	0.0005000	413.38	1.740000
14.03.2021	0.0006000  	0.0005000	413.38	1.740000
15.03.2021	0.0006000  	0.0005000	413.38	1.740000
16.03.2021	0.0006000  	0.0005000	413.38	1.740000
17.03.2021	0.0006000  	0.0005000	413.38	1.740000
18.03.2021	0.0006000  	0.0005000	413.38	1.740000
19.03.2021	0.0006000  	0.0005000	413.38	1.740000
20.03.2021	0.0006000  	0.0005000	413.38	1.740000
21.03.2021	0.0006000  	0.0005000	413.38	1.740000
22.03.2021	0.0006000  	0.0005000	413.38	1.740000
23.03.2021	0.0006000  	0.0005000	413.38	1.740000
24.03.2021	0.0006000  	0.0005000	413.38	1.740000
25.03.2021	0.0006000  	0.0005000	413.38	1.740000
26.03.2021	0.0006000  	0.0005000	413.38	1.740000
27.03.2021	0.0006000  	0.0005000	413.38	1.740000
28.03.2021	0.0006000  	0.0005000	413.38	1.740000
29.03.2021	0.0006000  	0.0005000	413.38	1.740000
30.03.2021	0.0006000  	0.0005000	413.38	1.740000
31.03.2021	0.0006000  	0.0005000	413.38	1.740000
01.04.2021	0.0006000  	0.0005000	413.38	1.740000
02.04.2021	0.0006000  	0.0005000	413.38	1.740000
03.04.2021	0.0006000  	0.0005000	413.38	1.740000
04.04.2021	0.0006000  	0.0005000	413.38	1.740000
05.04.2021	0.0006000  	0.0005000	413.38	1.740000
06.04.2021	0.0006000  	0.0005000	413.38	1.740000
07.04.2021	0.0006000  	0.0005000	413.38	1.740000
08.04.2021	0.0006000  	0.0005000	413.38	1.740000
09.04.2021	0.0006000  	0.0005000	413.38	1.740000
10.04.2021	0.0006000  	0.0005000	413.38	1.740000
11.04.2021	0.0006000  	0.0005000	413.38	1.740000
12.04.2021	0.0006000  	0.0005000	413.38	1.740000
13.04.2021	0.0006000  	0.0005000	413.38	1.740000
14.04.2021	0.0006000  	0.0005000	413.38	1.740000
15.04.2021	0.0006000  	0.0005000	413.38	1.740000
16.04.2021	0.0006000  	0.0005000	413.38	1.740000
17.04.2021	0.0006000  	0.0005000	413.38	1.740000
18.04.2021	0.0006000  	0.0005000	413.38	1.740000
19.04.2021	0.0006000  	0.0005000	413.38	1.740000
20.04.2021	0.0006000  	0.0005000	413.38	1.740000
21.04.2021	0.0006000  	0.0005000	413.38	1.740000
22.04.2021	0.0006000  	0.0005000	413.38	1.740000
23.04.2021	0.0006000  	0.0005000	413.38	1.740000
24.04.2021	0.0006000  	0.0005000	413.38	1.740000
25.04.2021	0.0006000  	0.0005000	413.38	1.740000
26.04.2021	0.0006000  	0.0005000	413.38	1.740000
27.04.2021	0.0006000  	0.0005000	413.38	1.740000
28.04.2021	0.0006000  	0.0005000	413.38	1.740000
29.04.2021	0.0006000  	0.0005000	413.38	1.740000
30.04.2021	0.0006000  	0.0005000	413.38	1.740000
01.05.2021	0.0006000  	0.0005000	413.38	1.740000
02.05.2021	0.0006000  	0.0005000	413.38	1.740000
03.05.2021	0.0006000  	0.0005000	413.38	1.740000
04.05.2021	0.0006000  	0.0005000	413.38	1.740000
05.05.2021	0.0006000  	0.0005000	413.38	1.740000
06.05.2021	0.0006000  	0.0005000	413.38	1.740000
07.05.2021	0.0006000  	0.0005000	413.38	1.740000
08.05.2021	0.0006000  	0.0005000	413.38	1.740000
09.05.2021	0.0006000  	0.0005000	413.38	1.740000
10.05.2021	0.0006000  	0.0005000	413.38	1.740000
11.05.2021	0.0006000  	0.0005000	413.38	1.740000
12.05.2021	0.0006000  	0.0005000	413.38	1.740000
13.05.2021	0.0006000  	0.0005000	413.38	1.740000
14.05.2021	0.0006000  	0.0005000	413.38	1.740000
15.05.2021	0.0006000  	0.0005000	413.38	1.740000
16.05.2021	0.0006000  	0.0005000	413.38	1.740000
17.05.2021	0.0006000  	0.0005000	413.38	1.740000
18.05.2021	0.0006000  	0.0005000	413.38	1.740000
19.05.2021	0.0006000  	0.0005000	413.38	1.740000
20.05.2021	0.0006000  	0.0005000	413.38	1.740000
21.05.2021	0.0006000  	0.0005000	413.38	1.740000
22.05.2021	0.0006000  	0.0005000	413.38	1.740000
23.05.2021	0.0006000  	0.0005000	413.38	1.740000
24.05.2021	0.0006000  	0.0005000	413.38	1.740000
25.05.2021	0.0006000  	0.0005000	413.38	1.740000
26.05.2021	0.0006000  	0.0005000	413.38	1.740000
27.05.2021	0.0006000  	0.0005000	413.38	1.740000
28.05.2021	0.0006000  	0.0005000	413.38	1.740000
29.05.2021	0.0006000  	0.0005000	413.38	1.740000
30.05.2021	0.0006000  	0.0005000	413.38	1.740000
31.05.2021	0.0006000  	0.0005000	413.38	1.740000
01.06.2021	0.0006000  	0.0005000	413.38	1.740000
02.06.2021	0.0006000  	0.0005000	413.38	1.740000
03.06.2021	0.0006000  	0.0005000	413.38	1.740000
04.06.2021	0.0006000  	0.0005000	413.38	1.740000
05.06.2021	0.0006000  	0.0005000	413.38	1.740000
06.06.2021	0.0006000  	0.0005000	413.38	1.740000
