 Wavelength Refl Tran
1395 0.2493 0.2813 
1396 0.2439 0.2735 
1397 0.2378 0.2668 
1398 0.2317 0.2602 
1399 0.2270 0.2544 
1400 0.2223 0.2484 
1401 0.2169 0.2419 
1402 0.2129 0.2366 
1403 0.2082 0.2315 
1404 0.2041 0.2271 
1405 0.2000 0.2237 
1406 0.1961 0.2182 
1407 0.1925 0.2144 
1408 0.1886 0.2104 
1409 0.1857 0.2056 
1410 0.1822 0.2017 
1411 0.1792 0.1984 
1412 0.1764 0.1946 
1413 0.1744 0.1915 
1414 0.1724 0.1891 
1415 0.1702 0.1873 
1416 0.1681 0.1852 
1417 0.1659 0.1829 
1418 0.1638 0.1804 
1419 0.1619 0.1782 
1420 0.1602 0.1768 
1421 0.1589 0.1749 
1422 0.1579 0.1719 
1423 0.1571 0.1709 
1424 0.1550 0.1692 
1425 0.1539 0.1670 
1426 0.1519 0.1663 
1427 0.1518 0.1660 
1428 0.1512 0.1633 
1429 0.1492 0.1623 
1430 0.1490 0.1615 
1431 0.1478 0.1601 
1432 0.1470 0.1599 
1433 0.1466 0.1586 
1434 0.1463 0.1568 
1435 0.1452 0.1561 
1436 0.1447 0.1563 
1437 0.1437 0.1557 
1438 0.1438 0.1542 
1439 0.1436 0.1545 
1440 0.1427 0.1548 
1441 0.1423 0.1539 
1442 0.1427 0.1536 
1443 0.1419 0.1541 
1444 0.1418 0.1538 
1445 0.1418 0.1537 
1446 0.1409 0.1534 
1447 0.1408 0.1524 
1448 0.1409 0.1523 
1449 0.1422 0.1520 
1450 0.1405 0.1526 
1451 0.1409 0.1523 
1452 0.1407 0.1523 
1453 0.1404 0.1515 
1454 0.1405 0.1511 
1455 0.1402 0.1515 
1456 0.1405 0.1512 
1457 0.1412 0.1514 
1458 0.1408 0.1521 
1459 0.1400 0.1528 
1460 0.1402 0.1521 
1461 0.1403 0.1525 
1462 0.1418 0.1537 
1463 0.1415 0.1545 
1464 0.1437 0.1555 
1465 0.1438 0.1565 
1466 0.1445 0.1567 
1467 0.1450 0.1583 
1468 0.1454 0.1588 
1469 0.1467 0.1598 
1470 0.1465 0.1613 
1471 0.1477 0.1625 
1472 0.1480 0.1641 
1473 0.1504 0.1650 
1474 0.1504 0.1659 
1475 0.1508 0.1675 
1476 0.1526 0.1688 
1477 0.1540 0.1711 
1478 0.1540 0.1722 
1479 0.1558 0.1731 
1480 0.1564 0.1743 
1481 0.1589 0.1761 
1482 0.1594 0.1782 
1483 0.1601 0.1784 
1484 0.1615 0.1789 
1485 0.1634 0.1819 
1486 0.1634 0.1834 
1487 0.1647 0.1857 
1488 0.1656 0.1872 
1489 0.1675 0.1889 
1490 0.1685 0.1910 
1491 0.1694 0.1914 
1492 0.1712 0.1939 
1493 0.1723 0.1959 
1494 0.1746 0.1976 
1495 0.1755 0.1990 
1496 0.1762 0.2009 
1497 0.1773 0.2028 
1498 0.1795 0.2038 
1499 0.1808 0.2055 
1500 0.1822 0.2068 
1501 0.1833 0.2099 
1502 0.1850 0.2117 
1503 0.1862 0.2129 
1504 0.1869 0.2147 
1505 0.1884 0.2168 
1506 0.1905 0.2180 
1507 0.1912 0.2189 
1508 0.1923 0.2214 
1509 0.1939 0.2230 
1510 0.1956 0.2250 
1511 0.1974 0.2265 
1512 0.1989 0.2288 
1513 0.2000 0.2307 
1514 0.2022 0.2321 
1515 0.2033 0.2341 
1516 0.2041 0.2353 
1517 0.2056 0.2368 
1518 0.2062 0.2389 
1519 0.2074 0.2413 
1520 0.2092 0.2426 
1521 0.2112 0.2439 
1522 0.2131 0.2457 
1523 0.2149 0.2487 
1524 0.2154 0.2498 
1525 0.2171 0.2512 
1526 0.2186 0.2531 
1527 0.2206 0.2552 
1528 0.2211 0.2563 
1529 0.2228 0.2577 
1530 0.2243 0.2599 
1531 0.2257 0.2622 
1532 0.2279 0.2634 
1533 0.2284 0.2651 
1534 0.2294 0.2659 
1535 0.2297 0.2674 
1536 0.2310 0.2695 
1537 0.2325 0.2716 
1538 0.2340 0.2732 
1539 0.2354 0.2740 
1540 0.2367 0.2751 
1541 0.2374 0.2778 
1542 0.2396 0.2790 
1543 0.2405 0.2807 
1544 0.2421 0.2818 
1545 0.2423 0.2841 
1546 0.2437 0.2854 
1547 0.2452 0.2867 
1548 0.2463 0.2875 
1549 0.2473 0.2896 
1550 0.2487 0.2913 
1551 0.2489 0.2926 
1552 0.2514 0.2946 
1553 0.2521 0.2959 
1554 0.2533 0.2964 
1555 0.2547 0.2981 
1556 0.2554 0.3005 
1557 0.2565 0.3009 
1558 0.2581 0.3018 
1559 0.2589 0.3041 
1560 0.2603 0.3054 
1561 0.2608 0.3060 
1562 0.2608 0.3063 
1563 0.2622 0.3080 
1564 0.2632 0.3095 
1565 0.2645 0.3103 
1566 0.2651 0.3118 
1567 0.2660 0.3129 
1568 0.2673 0.3146 
1569 0.2693 0.3157 
1570 0.2699 0.3166 
1571 0.2705 0.3184 
1572 0.2711 0.3194 
1573 0.2719 0.3199 
1574 0.2718 0.3200 
1575 0.2736 0.3212 
1576 0.2745 0.3227 
1577 0.2755 0.3238 
1578 0.2766 0.3246 
1579 0.2768 0.3259 
1580 0.2774 0.3263 
1581 0.2786 0.3275 
1582 0.2796 0.3287 
1583 0.2802 0.3295 
1584 0.2807 0.3314 
1585 0.2813 0.3326 
1586 0.2830 0.3324 
1587 0.2826 0.3338 
1588 0.2836 0.3346 
1589 0.2837 0.3358 
1590 0.2849 0.3363 
1591 0.2854 0.3377 
1592 0.2868 0.3378 
1593 0.2877 0.3391 
1594 0.2883 0.3393 
1595 0.2885 0.3412 
1596 0.2896 0.3416 
1597 0.2903 0.3432 
1598 0.2902 0.3440 
1599 0.2908 0.3444 
1600 0.2916 0.3452 
1601 0.2930 0.3460 
1602 0.2934 0.3477 
1603 0.2932 0.3474 
1604 0.2936 0.3478 
1605 0.2948 0.3484 
1606 0.2959 0.3486 
1607 0.2959 0.3502 
1608 0.2976 0.3507 
1609 0.2971 0.3516 
1610 0.2972 0.3528 
1611 0.2971 0.3534 
1612 0.2983 0.3539 
1613 0.2986 0.3549 
1614 0.2995 0.3557 
1615 0.2998 0.3563 
1616 0.3005 0.3566 
1617 0.3008 0.3575 
1618 0.3022 0.3579 
1619 0.3024 0.3589 
1620 0.3024 0.3594 
1621 0.3026 0.3599 
1622 0.3032 0.3604 
1623 0.3029 0.3611 
1624 0.3038 0.3618 
1625 0.3051 0.3616 
1626 0.3050 0.3620 
1627 0.3054 0.3629 
1628 0.3052 0.3641 
1629 0.3054 0.3649 
1630 0.3069 0.3647 
1631 0.3064 0.3654 
1632 0.3069 0.3650 
1633 0.3066 0.3664 
1634 0.3084 0.3664 
1635 0.3088 0.3667 
1636 0.3088 0.3673 
1637 0.3083 0.3685 
1638 0.3094 0.3687 
1639 0.3101 0.3694 
1640 0.3093 0.3701 
1641 0.3099 0.3702 
1642 0.3101 0.3699 
1643 0.3110 0.3712 
1644 0.3108 0.3704 
1645 0.3117 0.3710 
1646 0.3116 0.3713 
1647 0.3121 0.3726 
1648 0.3120 0.3726 
1649 0.3127 0.3725 
1650 0.3115 0.3728 
1651 0.3126 0.3744 
1652 0.3127 0.3736 
1653 0.3129 0.3736 
1654 0.3134 0.3733 
1655 0.3139 0.3742 
1656 0.3130 0.3744 
1657 0.3142 0.3748 
1658 0.3142 0.3746 
1659 0.3138 0.3746 
1660 0.3148 0.3744 
1661 0.3141 0.3743 
1662 0.3132 0.3755 
1663 0.3142 0.3748 
1664 0.3137 0.3747 
1665 0.3143 0.3746 
1666 0.3136 0.3739 
1667 0.3143 0.3740 
1668 0.3134 0.3728 
1669 0.3128 0.3732 
1670 0.3132 0.3740 
1671 0.3150 0.3765 
1672 0.3134 0.3756 
1673 0.3143 0.3768 
1674 0.3141 0.3764 
1675 0.3139 0.3765 
1676 0.3141 0.3765 
1677 0.3143 0.3765 
1678 0.3135 0.3772 
1679 0.3132 0.3763 
1680 0.3133 0.3761 
1681 0.3131 0.3767 
1682 0.3127 0.3764 
1683 0.3125 0.3760 
1684 0.3121 0.3754 
1685 0.3124 0.3761 
1686 0.3119 0.3770 
1687 0.3116 0.3760 
1688 0.3119 0.3753 
1689 0.3111 0.3747 
1690 0.3106 0.3748 
1691 0.3101 0.3742 
1692 0.3107 0.3745 
1693 0.3107 0.3751 
1694 0.3105 0.3740 
1695 0.3107 0.3741 
1696 0.3106 0.3742 
1697 0.3103 0.3736 
1698 0.3101 0.3734 
1699 0.3094 0.3736 
1700 0.3086 0.3735 
1701 0.3089 0.3717 
1702 0.3090 0.3719 
1703 0.3073 0.3718 
1704 0.3074 0.3717 
1705 0.3080 0.3723 
1706 0.3071 0.3714 
1707 0.3062 0.3712 
1708 0.3066 0.3712 
1709 0.3059 0.3705 
1710 0.3054 0.3700 
1711 0.3055 0.3695 
1712 0.3051 0.3700 
1713 0.3049 0.3689 
1714 0.3044 0.3688 
1715 0.3041 0.3692 
1716 0.3035 0.3690 
1717 0.3033 0.3688 
1718 0.3029 0.3680 
1719 0.3032 0.3674 
1720 0.3030 0.3670 
1721 0.3029 0.3665 
1722 0.3020 0.3666 
1723 0.3015 0.3667 
1724 0.3003 0.3661 
1725 0.3009 0.3660 
1726 0.3001 0.3645 
1727 0.2998 0.3641 
1728 0.2983 0.3636 
1729 0.2987 0.3630 
1730 0.2987 0.3634 
1731 0.2979 0.3629 
1732 0.2972 0.3621 
1733 0.2972 0.3618 
1734 0.2957 0.3610 
1735 0.2955 0.3605 
1736 0.2954 0.3602 
1737 0.2953 0.3596 
1738 0.2944 0.3586 
1739 0.2938 0.3582 
1740 0.2929 0.3577 
1741 0.2927 0.3573 
1742 0.2923 0.3564 
1743 0.2913 0.3559 
1744 0.2907 0.3545 
1745 0.2908 0.3547 
1746 0.2885 0.3535 
1747 0.2883 0.3525 
1748 0.2882 0.3509 
1749 0.2866 0.3501 
1750 0.2856 0.3498 
1751 0.2851 0.3491 
1752 0.2853 0.3484 
1753 0.2848 0.3479 
1754 0.2836 0.3471 
1755 0.2828 0.3463 
1756 0.2817 0.3454 
1757 0.2807 0.3445 
1758 0.2796 0.3436 
1759 0.2796 0.3433 
1760 0.2789 0.3430 
1761 0.2784 0.3415 
1762 0.2778 0.3404 
1763 0.2781 0.3401 
1764 0.2765 0.3396 
1765 0.2758 0.3381 
1766 0.2754 0.3381 
1767 0.2749 0.3378 
1768 0.2748 0.3366 
1769 0.2737 0.3370 
1770 0.2728 0.3363 
1771 0.2731 0.3356 
1772 0.2725 0.3357 
1773 0.2715 0.3356 
1774 0.2716 0.3358 
1775 0.2712 0.3364 
1776 0.2700 0.3354 
1777 0.2700 0.3352 
1778 0.2691 0.3343 
1779 0.2693 0.3348 
1780 0.2693 0.3356 
1781 0.2700 0.3338 
1782 0.2695 0.3329 
1783 0.2679 0.3324 
1784 0.2673 0.3323 
1785 0.2675 0.3321 
1786 0.2663 0.3313 
1787 0.2671 0.3312 
1788 0.2660 0.3307 
1789 0.2674 0.3314 
1790 0.2675 0.3310 
1791 0.2675 0.3314 
1792 0.2671 0.3309 
1793 0.2673 0.3309 
1794 0.2673 0.3307 
1795 0.2676 0.3314 
1796 0.2678 0.3314 
1797 0.2671 0.3311 
1798 0.2676 0.3312 
1799 0.2678 0.3325 
1800 0.2674 0.3317 
1801 0.2678 0.3316 
1802 0.2682 0.3319 
1803 0.2681 0.3329 
1804 0.2683 0.3323 
1805 0.2676 0.3327 
1806 0.2684 0.3322 
1807 0.2680 0.3336 
1808 0.2673 0.3326 
1809 0.2672 0.3327 
1810 0.2675 0.3333 
1811 0.2678 0.3336 
1812 0.2672 0.3328 
1813 0.2677 0.3329 
1814 0.2688 0.3333 
1815 0.2682 0.3334 
1816 0.2681 0.3342 
1817 0.2684 0.3345 
1818 0.2678 0.3345 
1819 0.2682 0.3341 
1820 0.2677 0.3344 
1821 0.2682 0.3339 
1822 0.2673 0.3347 
1823 0.2678 0.3337 
1824 0.2683 0.3339 
1825 0.2673 0.3342 
1826 0.2671 0.3342 
1827 0.2671 0.3331 
1828 0.2670 0.3331 
1829 0.2668 0.3335 
1830 0.2660 0.3330 
1831 0.2663 0.3326 
1832 0.2656 0.3317 
1833 0.2652 0.3316 
1834 0.2658 0.3316 
1835 0.2640 0.3309 
1836 0.2641 0.3293 
1837 0.2622 0.3297 
1838 0.2627 0.3291 
1839 0.2623 0.3294 
1840 0.2610 0.3291 
1841 0.2602 0.3276 
1842 0.2592 0.3259 
1843 0.2593 0.3247 
1844 0.2577 0.3230 
1845 0.2569 0.3222 
1846 0.2552 0.3207 
1847 0.2538 0.3196 
1848 0.2518 0.3182 
1849 0.2500 0.3154 
1850 0.2484 0.3135 
1851 0.2463 0.3107 
1852 0.2452 0.3086 
1853 0.2420 0.3074 
1854 0.2405 0.3046 
1855 0.2390 0.3018 
1856 0.2365 0.2982 
1857 0.2338 0.2945 
1858 0.2309 0.2918 
1859 0.2274 0.2872 
1860 0.2240 0.2833 
1861 0.2214 0.2794 
1862 0.2186 0.2743 
1863 0.2139 0.2707 
1864 0.2093 0.2661 
1865 0.2067 0.2623 
1866 0.2024 0.2566 
1867 0.1976 0.2514 
1868 0.1934 0.2454 
1869 0.1882 0.2405 
1870 0.1833 0.2351 
1871 0.1774 0.2264 
1872 0.1710 0.2201 
1873 0.1649 0.2123 
1874 0.1592 0.2045 
1875 0.1530 0.1971 
1876 0.1472 0.1887 
1877 0.1426 0.1814 
1878 0.1367 0.1726 
1879 0.1311 0.1650 
1880 0.1266 0.1569 
1881 0.1211 0.1503 
1882 0.1163 0.1434 
1883 0.1122 0.1361 
1884 0.1071 0.1294 
1885 0.1025 0.1222 
1886 0.0974 0.1142 
1887 0.0921 0.1069 
1888 0.0888 0.0998 
1889 0.0851 0.0931 
1890 0.0811 0.0863 
1891 0.0782 0.0811 
1892 0.0733 0.0745 
1893 0.0701 0.0693 
1894 0.0679 0.0636 
1895 0.0656 0.0601 
1896 0.0627 0.0563 
1897 0.0609 0.0520 
1898 0.0587 0.0491 
1899 0.0573 0.0458 
1900 0.0546 0.0431 
1901 0.0526 0.0407 
1902 0.0511 0.0381 
1903 0.0511 0.0350 
1904 0.0490 0.0321 
1905 0.0480 0.0312 
1906 0.0473 0.0287 
1907 0.0460 0.0275 
1908 0.0452 0.0262 
1909 0.0438 0.0245 
1910 0.0430 0.0229 
1911 0.0432 0.0230 
1912 0.0425 0.0218 
1913 0.0418 0.0200 
1914 0.0416 0.0208 
1915 0.0416 0.0190 
1916 0.0411 0.0186 
1917 0.0401 0.0182 
1918 0.0409 0.0186 
1919 0.0393 0.0186 
1920 0.0394 0.0185 
1921 0.0394 0.0182 
1922 0.0408 0.0173 
1923 0.0401 0.0180 
1924 0.0402 0.0167 
1925 0.0397 0.0173 
1926 0.0398 0.0178 
1927 0.0386 0.0170 
1928 0.0383 0.0166 
1929 0.0388 0.0161 
1930 0.0390 0.0159 
1931 0.0393 0.0166 
1932 0.0392 0.0162 
1933 0.0384 0.0168 
1934 0.0396 0.0174 
1935 0.0388 0.0174 
1936 0.0393 0.0175 
1937 0.0381 0.0175 
1938 0.0390 0.0172 
1939 0.0401 0.0177 
1940 0.0385 0.0169 
1941 0.0386 0.0167 
1942 0.0395 0.0184 
1943 0.0390 0.0188 
1944 0.0392 0.0188 
1945 0.0397 0.0201 
1946 0.0392 0.0198 
1947 0.0393 0.0203 
1948 0.0396 0.0203 
1949 0.0403 0.0207 
1950 0.0402 0.0211 
1951 0.0408 0.0217 
1952 0.0402 0.0217 
1953 0.0410 0.0217 
1954 0.0406 0.0222 
1955 0.0420 0.0227 
1956 0.0422 0.0242 
1957 0.0419 0.0244 
1958 0.0421 0.0251 
1959 0.0418 0.0246 
1960 0.0426 0.0258 
1961 0.0424 0.0263 
1962 0.0426 0.0276 
1963 0.0434 0.0281 
1964 0.0431 0.0280 
1965 0.0443 0.0280 
1966 0.0453 0.0294 
1967 0.0453 0.0314 
1968 0.0455 0.0315 
1969 0.0451 0.0320 
1970 0.0460 0.0321 
1971 0.0458 0.0327 
1972 0.0462 0.0337 
1973 0.0465 0.0342 
1974 0.0476 0.0344 
1975 0.0472 0.0358 
1976 0.0480 0.0380 
1977 0.0497 0.0390 
1978 0.0482 0.0384 
1979 0.0488 0.0398 
1980 0.0502 0.0404 
1981 0.0486 0.0413 
1982 0.0494 0.0421 
1983 0.0510 0.0429 
1984 0.0518 0.0430 
1985 0.0520 0.0461 
1986 0.0524 0.0467 
1987 0.0527 0.0478 
1988 0.0532 0.0468 
1989 0.0542 0.0490 
1990 0.0544 0.0495 
1991 0.0546 0.0493 
1992 0.0549 0.0509 
1993 0.0569 0.0527 
1994 0.0567 0.0523 
1995 0.0574 0.0535 
1996 0.0582 0.0552 
1997 0.0582 0.0555 
1998 0.0593 0.0572 
1999 0.0588 0.0572 
2000 0.0589 0.0579 
2001 0.0601 0.0597 
2002 0.0610 0.0601 
2003 0.0620 0.0609 
2004 0.0617 0.0629 
2005 0.0624 0.0644 
2006 0.0623 0.0652 
2007 0.0627 0.0656 
2008 0.0637 0.0664 
2009 0.0637 0.0672 
2010 0.0639 0.0690 
2011 0.0653 0.0692 
2012 0.0658 0.0714 
2013 0.0672 0.0713 
2014 0.0673 0.0734 
2015 0.0678 0.0736 
2016 0.0684 0.0740 
2017 0.0690 0.0767 
2018 0.0705 0.0773 
2019 0.0705 0.0779 
2020 0.0710 0.0791 
2021 0.0712 0.0809 
2022 0.0721 0.0814 
2023 0.0731 0.0828 
2024 0.0737 0.0834 
2025 0.0745 0.0847 
2026 0.0743 0.0862 
2027 0.0753 0.0877 
2028 0.0761 0.0875 
2029 0.0763 0.0884 
2030 0.0767 0.0901 
2031 0.0770 0.0908 
2032 0.0778 0.0918 
2033 0.0781 0.0929 
2034 0.0791 0.0943 
2035 0.0799 0.0950 
2036 0.0805 0.0957 
2037 0.0814 0.0967 
2038 0.0810 0.0982 
2039 0.0820 0.0995 
2040 0.0826 0.1004 
2041 0.0835 0.1011 
2042 0.0833 0.1017 
2043 0.0851 0.1037 
2044 0.0845 0.1039 
2045 0.0855 0.1053 
2046 0.0860 0.1064 
2047 0.0862 0.1070 
2048 0.0868 0.1082 
2049 0.0878 0.1096 
2050 0.0895 0.1104 
2051 0.0900 0.1121 
2052 0.0897 0.1134 
2053 0.0897 0.1139 
2054 0.0900 0.1146 
2055 0.0906 0.1163 
2056 0.0921 0.1167 
2057 0.0921 0.1172 
2058 0.0935 0.1190 
2059 0.0951 0.1205 
2060 0.0950 0.1215 
2061 0.0951 0.1222 
2062 0.0964 0.1230 
2063 0.0963 0.1244 
2064 0.0972 0.1245 
2065 0.0976 0.1256 
2066 0.0983 0.1277 
2067 0.0998 0.1290 
2068 0.0999 0.1300 
2069 0.0997 0.1311 
2070 0.1011 0.1325 
2071 0.1017 0.1328 
2072 0.1016 0.1341 
2073 0.1032 0.1350 
2074 0.1037 0.1354 
2075 0.1046 0.1377 
2076 0.1044 0.1391 
2077 0.1051 0.1398 
2078 0.1065 0.1407 
2079 0.1073 0.1413 
2080 0.1079 0.1431 
2081 0.1083 0.1438 
2082 0.1081 0.1451 
2083 0.1092 0.1463 
2084 0.1098 0.1481 
2085 0.1104 0.1491 
2086 0.1118 0.1506 
2087 0.1130 0.1510 
2088 0.1138 0.1511 
2089 0.1135 0.1525 
2090 0.1150 0.1537 
2091 0.1144 0.1543 
2092 0.1160 0.1558 
2093 0.1164 0.1566 
2094 0.1177 0.1578 
2095 0.1174 0.1589 
2096 0.1182 0.1597 
2097 0.1188 0.1608 
2098 0.1200 0.1626 
2099 0.1202 0.1634 
2100 0.1206 0.1632 
2101 0.1215 0.1646 
2102 0.1227 0.1656 
2103 0.1224 0.1675 
2104 0.1233 0.1688 
2105 0.1243 0.1702 
2106 0.1247 0.1705 
2107 0.1255 0.1706 
2108 0.1261 0.1724 
2109 0.1269 0.1734 
2110 0.1269 0.1744 
2111 0.1281 0.1757 
2112 0.1287 0.1767 
2113 0.1292 0.1780 
2114 0.1303 0.1787 
2115 0.1307 0.1795 
2116 0.1312 0.1804 
2117 0.1326 0.1815 
2118 0.1330 0.1820 
2119 0.1327 0.1838 
2120 0.1330 0.1848 
2121 0.1345 0.1856 
2122 0.1355 0.1863 
2123 0.1352 0.1870 
2124 0.1359 0.1881 
2125 0.1367 0.1889 
2126 0.1375 0.1896 
2127 0.1378 0.1905 
2128 0.1378 0.1919 
2129 0.1396 0.1928 
2130 0.1395 0.1933 
2131 0.1398 0.1946 
2132 0.1408 0.1949 
2133 0.1414 0.1958 
2134 0.1417 0.1960 
2135 0.1425 0.1970 
2136 0.1427 0.1974 
2137 0.1432 0.1987 
2138 0.1433 0.1998 
2139 0.1443 0.2001 
2140 0.1452 0.2009 
2141 0.1451 0.2013 
2142 0.1453 0.2015 
2143 0.1459 0.2027 
2144 0.1457 0.2035 
2145 0.1467 0.2036 
2146 0.1468 0.2046 
2147 0.1476 0.2047 
2148 0.1481 0.2061 
2149 0.1487 0.2068 
2150 0.1488 0.2065 
2151 0.1489 0.2075 
2152 0.1483 0.2079 
2153 0.1488 0.2082 
2154 0.1494 0.2083 
2155 0.1509 0.2093 
2156 0.1517 0.2103 
2157 0.1515 0.2098 
2158 0.1509 0.2109 
2159 0.1515 0.2120 
2160 0.1517 0.2123 
2161 0.1515 0.2133 
2162 0.1513 0.2140 
2163 0.1522 0.2135 
2164 0.1523 0.2138 
2165 0.1528 0.2145 
2166 0.1529 0.2149 
2167 0.1529 0.2158 
2168 0.1539 0.2162 
2169 0.1539 0.2160 
2170 0.1547 0.2167 
2171 0.1545 0.2167 
2172 0.1543 0.2177 
2173 0.1548 0.2185 
2174 0.1550 0.2185 
2175 0.1551 0.2185 
2176 0.1551 0.2191 
2177 0.1554 0.2198 
2178 0.1555 0.2197 
2179 0.1550 0.2204 
2180 0.1555 0.2211 
2181 0.1570 0.2210 
2182 0.1586 0.2218 
2183 0.1580 0.2222 
2184 0.1570 0.2225 
2185 0.1572 0.2230 
2186 0.1574 0.2233 
2187 0.1579 0.2240 
2188 0.1582 0.2248 
2189 0.1594 0.2249 
2190 0.1594 0.2250 
2191 0.1585 0.2249 
2192 0.1594 0.2258 
2193 0.1598 0.2268 
2194 0.1599 0.2266 
2195 0.1600 0.2265 
2196 0.1605 0.2272 
2197 0.1606 0.2273 
2198 0.1606 0.2287 
2199 0.1605 0.2281 
2200 0.1602 0.2286 
2201 0.1607 0.2292 
2202 0.1610 0.2289 
2203 0.1612 0.2297 
2204 0.1616 0.2303 
2205 0.1614 0.2306 
2206 0.1623 0.2302 
2207 0.1625 0.2309 
2208 0.1621 0.2306 
2209 0.1624 0.2310 
2210 0.1623 0.2313 
2211 0.1622 0.2311 
2212 0.1620 0.2320 
2213 0.1619 0.2318 
2214 0.1629 0.2327 
2215 0.1632 0.2328 
2216 0.1630 0.2329 
2217 0.1627 0.2323 
2218 0.1631 0.2320 
2219 0.1630 0.2321 
2220 0.1639 0.2320 
2221 0.1631 0.2323 
2222 0.1629 0.2319 
2223 0.1637 0.2324 
2224 0.1633 0.2330 
2225 0.1633 0.2327 
2226 0.1623 0.2326 
2227 0.1625 0.2319 
2228 0.1628 0.2314 
2229 0.1623 0.2321 
2230 0.1634 0.2313 
2231 0.1629 0.2309 
2232 0.1619 0.2307 
2233 0.1629 0.2315 
2234 0.1615 0.2309 
2235 0.1614 0.2298 
2236 0.1604 0.2292 
2237 0.1605 0.2289 
2238 0.1595 0.2287 
2239 0.1589 0.2287 
2240 0.1580 0.2276 
2241 0.1578 0.2272 
2242 0.1572 0.2264 
2243 0.1566 0.2261 
2244 0.1553 0.2253 
2245 0.1546 0.2240 
2246 0.1543 0.2237 
2247 0.1532 0.2237 
2248 0.1528 0.2228 
2249 0.1526 0.2222 
2250 0.1516 0.2205 
2251 0.1510 0.2198 
2252 0.1513 0.2197 
2253 0.1508 0.2188 
2254 0.1500 0.2184 
2255 0.1498 0.2174 
2256 0.1496 0.2166 
2257 0.1497 0.2158 
2258 0.1472 0.2150 
2259 0.1475 0.2143 
2260 0.1467 0.2142 
2261 0.1463 0.2136 
2262 0.1458 0.2132 
2263 0.1453 0.2115 
2264 0.1446 0.2108 
2265 0.1447 0.2100 
2266 0.1440 0.2099 
2267 0.1435 0.2086 
2268 0.1427 0.2082 
2269 0.1424 0.2071 
2270 0.1416 0.2079 
2271 0.1415 0.2065 
2272 0.1404 0.2055 
2273 0.1397 0.2051 
2274 0.1397 0.2050 
2275 0.1398 0.2038 
2276 0.1397 0.2034 
2277 0.1390 0.2031 
2278 0.1375 0.2026 
2279 0.1380 0.2019 
2280 0.1379 0.2007 
2281 0.1368 0.2007 
2282 0.1360 0.1995 
2283 0.1369 0.1992 
2284 0.1352 0.1986 
2285 0.1338 0.1983 
2286 0.1331 0.1982 
2287 0.1320 0.1980 
2288 0.1319 0.1965 
2289 0.1330 0.1954 
2290 0.1320 0.1945 
2291 0.1297 0.1946 
2292 0.1309 0.1940 
2293 0.1305 0.1925 
2294 0.1317 0.1921 
2295 0.1290 0.1920 
2296 0.1290 0.1914 
2297 0.1288 0.1901 
2298 0.1285 0.1882 
2299 0.1265 0.1892 
2300 0.1263 0.1879 
2301 0.1265 0.1873 
2302 0.1256 0.1860 
2303 0.1260 0.1864 
2304 0.1248 0.1854 
2305 0.1232 0.1837 
2306 0.1238 0.1842 
2307 0.1227 0.1830 
2308 0.1215 0.1834 
2309 0.1212 0.1828 
2310 0.1199 0.1814 
2311 0.1184 0.1802 
2312 0.1201 0.1796 
2313 0.1197 0.1795 
2314 0.1191 0.1772 
2315 0.1178 0.1772 
2316 0.1169 0.1752 
2317 0.1170 0.1758 
2318 0.1168 0.1760 
2319 0.1149 0.1750 
2320 0.1145 0.1730 
2321 0.1149 0.1710 
2322 0.1150 0.1718 
2323 0.1133 0.1706 
2324 0.1127 0.1701 
2325 0.1123 0.1691 
2326 0.1119 0.1684 
2327 0.1119 0.1669 
2328 0.1113 0.1660 
2329 0.1098 0.1661 
2330 0.1103 0.1637 
2331 0.1100 0.1632 
2332 0.1086 0.1616 
2333 0.1088 0.1627 
2334 0.1071 0.1609 
2335 0.1070 0.1590 
2336 0.1067 0.1598 
2337 0.1056 0.1583 
2338 0.1044 0.1572 
2339 0.1030 0.1564 
2340 0.1029 0.1548 
2341 0.1028 0.1537 
2342 0.1011 0.1530 
2343 0.1015 0.1526 
2344 0.1022 0.1511 
2345 0.1002 0.1512 
2346 0.0991 0.1505 
2347 0.1003 0.1502 
2348 0.1014 0.1483 
2349 0.1009 0.1478 
2350 0.1005 0.1462 
2351 0.0975 0.1470 
2352 0.0993 0.1465 
2353 0.0972 0.1449 
2354 0.0973 0.1437 
2355 0.0959 0.1423 
2356 0.0954 0.1414 
2357 0.0943 0.1418 
2358 0.0948 0.1409 
2359 0.0954 0.1405 
2360 0.0932 0.1401 
2361 0.0929 0.1400 
2362 0.0916 0.1378 
2363 0.0911 0.1371 
2364 0.0921 0.1348 
2365 0.0917 0.1348 
2366 0.0908 0.1341 
2367 0.0898 0.1325 
2368 0.0898 0.1332 
2369 0.0885 0.1305 
2370 0.0897 0.1315 
2371 0.0885 0.1291 
2372 0.0872 0.1290 
2373 0.0873 0.1281 
2374 0.0868 0.1268 
2375 0.0846 0.1258 
2376 0.0848 0.1255 
2377 0.0866 0.1241 
2378 0.0833 0.1232 
2379 0.0843 0.1228 
2380 0.0831 0.1236 
2381 0.0835 0.1214 
2382 0.0835 0.1212 
2383 0.0817 0.1190 
2384 0.0816 0.1187 
2385 0.0814 0.1178 
2386 0.0804 0.1181 
2387 0.0799 0.1173 
2388 0.0784 0.1154 
2389 0.0775 0.1135 
2390 0.0790 0.1146 
2391 0.0785 0.1115 
2392 0.0765 0.1123 
2393 0.0754 0.1111 
