".id","id","citation_id","site_id","treatment_id","name","date","time","cultivar_id","specie_id","mean","statname","stat","n","vname","month","lon","lat","control","greenhouse","mean_unconverted","stat_unconverted"
"Amax",38723,415,625,1316,"Observational",NA,"00:00:00",NA,1017,8.5,NA,NA,NA,"Amax",NA,-91.03,43.85,TRUE,FALSE,8.5,NA
"Amax",38738,415,626,1316,"Observational",NA,"00:00:00",NA,1013,5,NA,NA,NA,"Amax",NA,-89.81,44.11,TRUE,FALSE,5,NA
"root_respiration_rate",22153,233,305,745,"Observational - Sowell (1986)",1982-08-31 05:00:00,"17:11:00",NA,970,21.4,"SE",2.1,8,"root_respiration_rate",8,-109.1,45.28,TRUE,TRUE,21.4,2.1
"root_respiration_rate",22236,250,325,775,"Total plant anaerobic",1991-08-01 05:00:00,"18:36:00",NA,973,3.50477496190997,NA,NA,NA,"root_respiration_rate",8,-113.52,53.52,FALSE,TRUE,1.7,NA
"root_respiration_rate",22237,250,325,775,"Total plant anaerobic",1991-08-01 05:00:00,"00:00:00",NA,984,4.12326466107055,NA,NA,NA,"root_respiration_rate",8,-113.52,53.52,FALSE,TRUE,2,NA
"root_respiration_rate",22238,250,325,775,"Total plant anaerobic",1991-08-01 05:00:00,"18:38:00",NA,984,8.6,NA,NA,NA,"root_respiration_rate",8,-113.52,53.52,FALSE,TRUE,8.6,NA
"root_respiration_rate",22239,250,325,775,"Total plant anaerobic",1991-08-01 05:00:00,"18:38:00",NA,989,5.36024405939172,NA,NA,NA,"root_respiration_rate",8,-113.52,53.52,FALSE,TRUE,2.6,NA
"root_respiration_rate",22240,250,325,775,"Total plant anaerobic",1991-08-01 05:00:00,"18:39:00",NA,989,10.9,NA,NA,NA,"root_respiration_rate",8,-113.52,53.52,FALSE,TRUE,10.9,NA
"root_respiration_rate",22243,251,300,778,"Elevated CO2",2010-10-04 05:00:00,"19:10:00",NA,1019,6.91,NA,0.6,3,"root_respiration_rate",10,-79.015,35.97,FALSE,FALSE,6.91,0.6
"root_respiration_rate",22244,251,300,1177,"Ambient CO2",2010-10-04 05:00:00,"19:11:00",NA,1019,8.93,NA,1.3,3,"root_respiration_rate",10,-79.015,35.97,TRUE,FALSE,8.93,1.3
"root_respiration_rate",22251,256,332,783,"Mycorrhizal",1986-01-01 06:00:00,"16:35:00",NA,1008,0.6,NA,NA,NA,"root_respiration_rate",1,-123.26,44.57,TRUE,TRUE,0.6,NA
"root_respiration_rate",22252,256,332,783,"Mycorrhizal",1986-01-01 06:00:00,"16:37:00",NA,1008,0.9,NA,NA,NA,"root_respiration_rate",1,-123.26,44.57,TRUE,TRUE,0.9,NA
"root_respiration_rate",22261,261,337,791,"Ambient CO2",1996-10-01 05:00:00,"18:35:00",NA,1018,3.4,NA,NA,10,"root_respiration_rate",10,4.41,51.22,TRUE,TRUE,3.4,NA
"root_respiration_rate",22262,261,337,791,"Ambient CO2",1996-10-01 05:00:00,"18:37:00",NA,1018,5,NA,NA,10,"root_respiration_rate",10,4.41,51.22,TRUE,TRUE,5,NA
"root_respiration_rate",22270,265,342,798,"Control",1987-01-15 06:00:00,"19:44:00",NA,1107,0.102,NA,NA,NA,"root_respiration_rate",1,-123.6,43.61,TRUE,TRUE,0.102,NA
"root_respiration_rate",22271,265,342,799,"Freezing",1987-01-15 06:00:00,"19:47:00",NA,1107,0.091,NA,NA,NA,"root_respiration_rate",1,-123.6,43.61,FALSE,TRUE,0.091,NA
"root_respiration_rate",22303,233,305,745,"Observational - Sowell (1986)",1982-08-31 05:00:00,"17:45:00",NA,970,33.7,"SE",1.3,8,"root_respiration_rate",8,-109.1,45.28,TRUE,TRUE,33.7,1.3
"root_respiration_rate",35789,233,305,745,"Observational - Sowell (1986)",1982-08-31 05:00:00,"00:00:00",NA,969,54.8,"SE",3.2,8,"root_respiration_rate",8,-109.1,45.28,TRUE,TRUE,54.8,3.2
"root_respiration_rate",35791,233,305,745,"Observational - Sowell (1986)",1982-08-31 05:00:00,"00:00:00",NA,970,79.8,"SE",4.9,8,"root_respiration_rate",8,-109.1,45.28,TRUE,TRUE,79.8,4.9
"root_respiration_rate",36364,242,282,763,"Dry",NA,"00:00:00",NA,1017,8.67,NA,NA,10,"root_respiration_rate",NA,-80.42,37.18,FALSE,FALSE,8.67,NA
"root_respiration_rate",36958,380,596,1221,"WG",NA,"00:00:00",NA,1004,1.234,"SE",0.098,5,"root_respiration_rate",NA,-84.3357,31.313,FALSE,FALSE,1.234,0.098
"root_respiration_rate",36959,380,596,1222,"KS (Soil from tallgrass prairie in Kansas )",NA,"00:00:00",NA,1004,0.446,"SE",0.187,5,"root_respiration_rate",NA,-84.3357,31.313,TRUE,FALSE,0.446,0.187
"root_respiration_rate",36960,380,596,1223,"SV (sand vermiculite)",NA,"00:00:00",NA,1004,0.207,"SE",0.056,5,"root_respiration_rate",NA,-84.3357,31.313,FALSE,FALSE,0.207,0.056
"root_respiration_rate",36961,380,597,1222,"KS (Soil from tallgrass prairie in Kansas )",NA,"00:00:00",NA,1107,0.544,"SE",0.061,5,"root_respiration_rate",NA,-122.06,36.99,TRUE,FALSE,0.544,0.061
"root_respiration_rate",36962,380,597,1223,"SV (sand vermiculite)",NA,"00:00:00",NA,1107,0.697,"SE",0.034,5,"root_respiration_rate",NA,-122.06,36.99,FALSE,FALSE,0.697,0.034
"root_respiration_rate",36963,380,598,1222,"KS (Soil from tallgrass prairie in Kansas )",NA,"00:00:00",NA,1008,0.558,"SE",0.031,5,"root_respiration_rate",NA,-122.06,36.99,TRUE,TRUE,0.558,0.031
"root_respiration_rate",36964,380,598,1223,"SV (sand vermiculite)",NA,"00:00:00",NA,1008,1.085,"SE",0.148,5,"root_respiration_rate",NA,-122.06,36.99,FALSE,TRUE,1.085,0.148
"root_respiration_rate",36980,264,341,795,"Sub-ambient O3",1988-11-30 06:00:00,"00:00:00",NA,1019,1.39,"SE",0.139,3,"root_respiration_rate",11,-84.269314,36.012811,FALSE,TRUE,1.39,0.139
"root_respiration_rate",36981,264,341,797,"Twice-ambient O3",1988-11-30 06:00:00,"00:00:00",NA,1019,2.19,"SE",0.209,3,"root_respiration_rate",11,-84.269314,36.012811,FALSE,TRUE,2.19,0.209
"root_respiration_rate",36982,264,341,795,"Sub-ambient O3",1989-02-28 06:00:00,"00:00:00",NA,1019,7.11,"SE",1.25,12,"root_respiration_rate",2,-84.269314,36.012811,FALSE,TRUE,7.11,1.25
"root_respiration_rate",36983,264,341,796,"Ambient O3",1989-02-28 06:00:00,"00:00:00",NA,1019,2.4,"SE",0.244,12,"root_respiration_rate",2,-84.269314,36.012811,TRUE,TRUE,2.4,0.244
"root_respiration_rate",36984,264,341,797,"Twice-ambient O3",1989-02-28 06:00:00,"00:00:00",NA,1019,2.37,"SE",0.279,12,"root_respiration_rate",2,-84.269314,36.012811,FALSE,TRUE,2.37,0.279
"root_respiration_rate",36985,264,341,796,"Ambient O3",1989-04-30 05:00:00,"00:00:00",NA,1019,6.17,"SE",0.697,12,"root_respiration_rate",4,-84.269314,36.012811,TRUE,TRUE,6.17,0.697
"root_respiration_rate",36986,264,341,795,"Sub-ambient O3",1989-04-30 05:00:00,"00:00:00",NA,1019,1.92,"SE",0.279,12,"root_respiration_rate",4,-84.269314,36.012811,FALSE,TRUE,1.92,0.279
"root_respiration_rate",36987,264,341,797,"Twice-ambient O3",1989-04-30 05:00:00,"00:00:00",NA,1019,1.05,"SE",0.174,12,"root_respiration_rate",4,-84.269314,36.012811,FALSE,TRUE,1.05,0.174
"root_respiration_rate",36988,264,341,795,"Sub-ambient O3",1989-07-31 05:00:00,"00:00:00",NA,1019,2.96,"SE",0.592,12,"root_respiration_rate",7,-84.269314,36.012811,FALSE,TRUE,2.96,0.592
"root_respiration_rate",36989,264,341,796,"Ambient O3",1989-07-31 05:00:00,"00:00:00",NA,1019,1.78,"SE",0.139,12,"root_respiration_rate",7,-84.269314,36.012811,TRUE,TRUE,1.78,0.139
"root_respiration_rate",36990,264,341,797,"Twice-ambient O3",1989-07-31 05:00:00,"00:00:00",NA,1019,5.47,"SE",0.557,12,"root_respiration_rate",7,-84.269314,36.012811,FALSE,TRUE,5.47,0.557
"root_respiration_rate",37832,260,336,1256,"CO2s",1996-05-01 00:00:00,"00:00:00",NA,1017,2.617,"SE",0.544,NA,"root_respiration_rate",5,-83.444109,35.120512,TRUE,FALSE,2.617,0.544
"root_respiration_rate",37833,260,336,790,"CO2a",1996-05-01 00:00:00,"00:00:00",NA,1017,2.378,"SE",0.2382,NA,"root_respiration_rate",5,-83.444109,35.120512,FALSE,FALSE,2.378,0.2382
"root_respiration_rate",37834,260,336,1256,"CO2s",1996-06-01 00:00:00,"00:00:00",NA,1017,1.25,"SE",0.13,NA,"root_respiration_rate",6,-83.444109,35.120512,TRUE,FALSE,1.25,0.13
"root_respiration_rate",37835,260,336,790,"CO2a",1996-06-01 00:00:00,"00:00:00",NA,1017,1.761,"SE",0.203,NA,"root_respiration_rate",6,-83.444109,35.120512,FALSE,FALSE,1.761,0.203
"root_respiration_rate",37836,260,336,1256,"CO2s",1996-07-01 00:00:00,"00:00:00",NA,1017,1.451,"SE",0.374,NA,"root_respiration_rate",7,-83.444109,35.120512,TRUE,FALSE,1.451,0.374
"root_respiration_rate",37837,260,336,790,"CO2a",1996-07-01 00:00:00,"00:00:00",NA,1017,5.807,"SE",1.061,NA,"root_respiration_rate",7,-83.444109,35.120512,FALSE,FALSE,5.807,1.061
"root_respiration_rate",37838,260,336,1256,"CO2s",1996-08-01 00:00:00,"00:00:00",NA,1017,2.434,"SE",0.85,NA,"root_respiration_rate",8,-83.444109,35.120512,TRUE,FALSE,2.434,0.85
"root_respiration_rate",37839,260,336,790,"CO2a",1996-08-01 00:00:00,"00:00:00",NA,1017,5.973,"SE",1.22,NA,"root_respiration_rate",8,-83.444109,35.120512,FALSE,FALSE,5.973,1.22
"root_respiration_rate",37840,260,336,1256,"CO2s",1996-09-01 00:00:00,"00:00:00",NA,1017,0.149,"SE",0.068,NA,"root_respiration_rate",9,-83.444109,35.120512,TRUE,FALSE,0.149,0.068
"root_respiration_rate",37841,260,336,790,"CO2a",1996-09-01 00:00:00,"00:00:00",NA,1017,3.927,"SE",0.4766,NA,"root_respiration_rate",9,-83.444109,35.120512,FALSE,FALSE,3.927,0.4766
"root_respiration_rate",37842,260,336,1256,"CO2s",1996-11-01 00:00:00,"00:00:00",NA,1017,1.575,"SE",0.783,NA,"root_respiration_rate",11,-83.444109,35.120512,TRUE,FALSE,1.575,0.783
"root_respiration_rate",37843,260,336,790,"CO2a",1996-11-01 00:00:00,"00:00:00",NA,1017,5.0121,"SE",0.9869,NA,"root_respiration_rate",11,-83.444109,35.120512,FALSE,FALSE,5.0121,0.9869
"root_respiration_rate",37844,260,336,1256,"CO2s",1996-02-01 00:00:00,"00:00:00",NA,1017,4.055,"SE",0.612,NA,"root_respiration_rate",2,-83.444109,35.120512,TRUE,FALSE,4.055,0.612
"root_respiration_rate",37845,260,336,790,"CO2a",1996-02-01 00:00:00,"00:00:00",NA,1017,4.054,"SE",0.612,NA,"root_respiration_rate",2,-83.444109,35.120512,FALSE,FALSE,4.054,0.612
"root_respiration_rate",38021,263,340,794,"Observational - Drew (1981)",1974-07-15 05:00:00,"00:00:00",NA,1019,15.93,"SE",2.94,6,"root_respiration_rate",7,-72.928476,41.310347,TRUE,TRUE,15.93,2.94
"root_respiration_rate",38022,263,340,794,"Observational - Drew (1981)",1975-05-15 05:00:00,"00:00:00",NA,1019,6.13,"SE",0.49,6,"root_respiration_rate",5,-72.928476,41.310347,TRUE,TRUE,6.13,0.49
"root_respiration_rate",38025,263,340,794,"Observational - Drew (1981)",1974-10-25 05:00:00,"00:00:00",NA,1019,18.99,NA,NA,6,"root_respiration_rate",10,-72.928476,41.310347,TRUE,TRUE,18.99,NA
"root_respiration_rate",38026,263,340,794,"Observational - Drew (1981)",1974-11-25 06:00:00,"00:00:00",NA,1019,16.09,NA,NA,6,"root_respiration_rate",11,-72.928476,41.310347,TRUE,TRUE,16.09,NA
"root_respiration_rate",38027,263,340,794,"Observational - Drew (1981)",1974-08-15 05:00:00,"00:00:00",NA,1019,15.93,"SE",15.44,6,"root_respiration_rate",8,-72.928476,41.310347,TRUE,TRUE,15.93,15.44
"root_respiration_rate",38028,263,340,794,"Observational - Drew (1981)",1975-06-15 05:00:00,"00:00:00",NA,1019,5.64,"SE",0.98,6,"root_respiration_rate",6,-72.928476,41.310347,TRUE,TRUE,5.64,0.98
"root_respiration_rate",38031,263,340,794,"Observational - Drew (1981)",1974-11-25 06:00:00,"00:00:00",NA,1019,17.89,NA,NA,6,"root_respiration_rate",11,-72.928476,41.310347,TRUE,TRUE,17.89,NA
"root_respiration_rate",38033,263,340,794,"Observational - Drew (1981)",1974-09-15 05:00:00,"00:00:00",NA,1019,16.42,"SE",1.47,6,"root_respiration_rate",9,-72.928476,41.310347,TRUE,TRUE,16.42,1.47
"root_respiration_rate",38034,263,340,794,"Observational - Drew (1981)",1975-07-15 05:00:00,"00:00:00",NA,1019,2.94,"SE",0.49,6,"root_respiration_rate",7,-72.928476,41.310347,TRUE,TRUE,2.94,0.49
"root_respiration_rate",38038,263,340,794,"Observational - Drew (1981)",1974-07-24 05:00:00,"00:00:00",NA,1019,9.99,NA,NA,6,"root_respiration_rate",7,-72.928476,41.310347,TRUE,TRUE,9.99,NA
"root_respiration_rate",38039,263,340,794,"Observational - Drew (1981)",1974-10-15 05:00:00,"00:00:00",NA,1019,16.91,"SE",0.98,6,"root_respiration_rate",10,-72.928476,41.310347,TRUE,TRUE,16.91,0.98
"root_respiration_rate",38040,263,340,794,"Observational - Drew (1981)",1975-08-15 05:00:00,"00:00:00",NA,1019,11.52,"SE",6.86,6,"root_respiration_rate",8,-72.928476,41.310347,TRUE,TRUE,11.52,6.86
"root_respiration_rate",38043,263,340,794,"Observational - Drew (1981)",1974-07-25 05:00:00,"00:00:00",NA,1019,13.73,NA,NA,6,"root_respiration_rate",7,-72.928476,41.310347,TRUE,TRUE,13.73,NA
"root_respiration_rate",38044,263,340,794,"Observational - Drew (1981)",1974-08-25 05:00:00,"00:00:00",NA,1019,10.68,NA,NA,6,"root_respiration_rate",8,-72.928476,41.310347,TRUE,TRUE,10.68,NA
"root_respiration_rate",38045,263,340,794,"Observational - Drew (1981)",1974-11-15 06:00:00,"00:00:00",NA,1019,15.93,"SE",1.96,6,"root_respiration_rate",11,-72.928476,41.310347,TRUE,TRUE,15.93,1.96
"root_respiration_rate",38049,263,340,794,"Observational - Drew (1981)",1974-08-25 05:00:00,"00:00:00",NA,1019,14.28,NA,NA,6,"root_respiration_rate",8,-72.928476,41.310347,TRUE,TRUE,14.28,NA
"root_respiration_rate",38050,263,340,794,"Observational - Drew (1981)",1974-09-25 05:00:00,"00:00:00",NA,1019,11.37,NA,NA,6,"root_respiration_rate",9,-72.928476,41.310347,TRUE,TRUE,11.37,NA
"root_respiration_rate",38051,263,340,794,"Observational - Drew (1981)",1975-03-15 05:00:00,"00:00:00",NA,1019,12.01,"SE",0.49,6,"root_respiration_rate",3,-72.928476,41.310347,TRUE,TRUE,12.01,0.49
"root_respiration_rate",38052,263,340,794,"Observational - Drew (1981)",1975-12-15 06:00:00,"00:00:00",NA,1019,5.64,"SE",0.74,6,"root_respiration_rate",12,-72.928476,41.310347,TRUE,TRUE,5.64,0.74
"root_respiration_rate",38056,263,340,794,"Observational - Drew (1981)",1974-09-25 05:00:00,"00:00:00",NA,1019,14.84,NA,NA,6,"root_respiration_rate",9,-72.928476,41.310347,TRUE,TRUE,14.84,NA
"root_respiration_rate",38057,263,340,794,"Observational - Drew (1981)",1974-10-25 05:00:00,"00:00:00",NA,1019,13.59,NA,NA,6,"root_respiration_rate",10,-72.928476,41.310347,TRUE,TRUE,13.59,NA
"root_respiration_rate",38058,263,340,794,"Observational - Drew (1981)",1975-04-15 05:00:00,"00:00:00",NA,1019,11.52,"SE",1.23,6,"root_respiration_rate",4,-72.928476,41.310347,TRUE,TRUE,11.52,1.23
"root_respiration_rate",38062,263,340,794,"Observational - Drew (1981)",1974-10-15 05:00:00,"00:00:00",NA,1019,15.95,NA,NA,6,"root_respiration_rate",10,-72.928476,41.310347,TRUE,TRUE,15.95,NA
"root_respiration_rate",38063,263,340,794,"Observational - Drew (1981)",1974-12-01 06:00:00,"00:00:00",NA,1019,14.28,NA,NA,6,"root_respiration_rate",12,-72.928476,41.310347,TRUE,TRUE,14.28,NA
"root_respiration_rate",38065,263,340,794,"Observational - Drew (1981)",1974-07-25 05:00:00,"00:00:00",NA,1019,5.27,NA,NA,6,"root_respiration_rate",7,-72.928476,41.310347,TRUE,TRUE,5.27,NA
"root_respiration_rate",38067,263,340,794,"Observational - Drew (1981)",1974-08-25 05:00:00,"00:00:00",NA,1019,6.79,NA,NA,6,"root_respiration_rate",8,-72.928476,41.310347,TRUE,TRUE,6.79,NA
"root_respiration_rate",38068,263,340,794,"Observational - Drew (1981)",1974-09-25 05:00:00,"00:00:00",NA,1019,10.54,NA,NA,6,"root_respiration_rate",9,-72.928476,41.310347,TRUE,TRUE,10.54,NA
"root_respiration_rate",38069,263,340,794,"Observational - Drew (1981)",1974-11-25 06:00:00,"00:00:00",NA,1019,12.34,NA,NA,NA,"root_respiration_rate",11,-72.928476,41.310347,TRUE,TRUE,12.34,NA
"root_respiration_rate",38070,263,340,794,"Observational - Drew (1981)",1974-09-25 05:00:00,"00:00:00",NA,1019,8.18,NA,NA,6,"root_respiration_rate",9,-72.928476,41.310347,TRUE,TRUE,8.18,NA
"root_respiration_rate",38075,249,320,773,"Ambient CO2",1996-08-01 00:00:00,"00:00:00",NA,1018,8.728,"SE",0.666,24,"root_respiration_rate",8,-0.84,51.14,TRUE,NA,8.728,0.666
"root_respiration_rate",38076,249,320,774,"Elevated CO2",1996-08-01 00:00:00,"00:00:00",NA,1018,9.044,"SE",0.666,24,"root_respiration_rate",8,-0.84,51.14,FALSE,NA,9.044,0.666
"root_respiration_rate",38082,257,333,785,"35 Pa",1995-01-01 00:00:00,"00:00:00",NA,1008,50,"SE",2,6,"root_respiration_rate",1,-149.605322,68.633132,TRUE,TRUE,50,2
"root_respiration_rate",38589,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,2.583,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,2.583,NA
"root_respiration_rate",38590,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,3.512,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,3.512,NA
"root_respiration_rate",38591,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.039,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,4.039,NA
"root_respiration_rate",38592,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.864,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,4.864,NA
"root_respiration_rate",38593,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.395,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,4.395,NA
"root_respiration_rate",38595,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,3.741,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,3.741,NA
"root_respiration_rate",38596,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,5.326,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,5.326,NA
"root_respiration_rate",38597,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,6.214,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,6.214,NA
"root_respiration_rate",38598,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,8.264,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,8.264,NA
"root_respiration_rate",38599,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,9.201,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,9.201,NA
"root_respiration_rate",38603,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,10.174,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,10.174,NA
"root_respiration_rate",38609,259,334,787,"Control (C)",1993-03-15 00:00:00,"00:00:00",NA,1012,8.303,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,TRUE,FALSE,8.303,NA
"root_respiration_rate",38610,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,2.684,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,2.684,NA
"root_respiration_rate",38611,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,2.071,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,2.071,NA
"root_respiration_rate",38612,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,3.192,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,3.192,NA
"root_respiration_rate",38613,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,3.239,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,3.239,NA
"root_respiration_rate",38616,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,3.287,"SE",0.327,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,3.287,0.327
"root_respiration_rate",38634,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.315,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,4.315,NA
"root_respiration_rate",38636,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.267,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,4.267,NA
"root_respiration_rate",38637,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.546,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,4.546,NA
"root_respiration_rate",38638,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.734,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,4.734,NA
"root_respiration_rate",38644,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.076,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,4.076,NA
"root_respiration_rate",38646,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,3.982,"SE",0.385,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,3.982,0.385
"root_respiration_rate",38647,259,334,788,"Irrigated (I)",1993-09-15 00:00:00,"00:00:00",NA,1014,3.888,"SE",NA,NA,"root_respiration_rate",9,148.933,-35.42,FALSE,FALSE,3.888,NA
"root_respiration_rate",38648,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,3.7952,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,3.7952,NA
"root_respiration_rate",38649,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,3.842,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,3.842,NA
"root_respiration_rate",38650,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.029,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,4.029,NA
"root_respiration_rate",38651,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,5.617,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,5.617,NA
"root_respiration_rate",38652,259,334,788,"Irrigated (I)",1993-03-15 00:00:00,"00:00:00",NA,1012,8.143,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,8.143,NA
"root_respiration_rate",38653,259,334,788,"Irrigated (I)",1993-03-12 06:00:00,"00:00:00",NA,1012,10.4,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,10.4,NA
"root_respiration_rate",38654,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,5.502,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,5.502,NA
"root_respiration_rate",38655,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,9.2501,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,9.2501,NA
"root_respiration_rate",38656,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,7.042,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,7.042,NA
"root_respiration_rate",38657,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,4.743,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,4.743,NA
"root_respiration_rate",38659,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,6.521,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,6.521,NA
"root_respiration_rate",38660,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,6.559,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,6.559,NA
"root_respiration_rate",38661,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,7.2601,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,7.2601,NA
"root_respiration_rate",38662,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,7.4407,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,7.4407,NA
"root_respiration_rate",38663,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,8.756,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,8.756,NA
"root_respiration_rate",38664,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,8.466,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,8.466,NA
"root_respiration_rate",38665,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,10.302,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,10.302,NA
"root_respiration_rate",38666,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,10.68,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,10.68,NA
"root_respiration_rate",38667,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,13.982,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,13.982,NA
"root_respiration_rate",38711,259,334,789,"Irrigated + Liquid Fertilized (IF)",1993-03-15 00:00:00,"00:00:00",NA,1012,5.225,"SE",NA,NA,"root_respiration_rate",3,148.933,-35.42,FALSE,FALSE,5.225,NA
