"STATECD","FUZZED_LAT","FUZZED_LON","PLT_TREE_BIO"
55,45.2200486189258,-87.1973163246913,10.746
55,44.8142533324222,-87.4421889897868,176.707
55,43.801909138759,-87.6788857129136,20.944
55,43.0861340802138,-88.1069946020937,34.845
55,42.6519007771815,-88.0312154603417,35.074
55,45.0379251615882,-87.4165585698599,34.702
55,44.9193539052428,-87.4436672371634,39.648
55,44.7166104705129,-87.51278628474,14.55
55,44.4680221351653,-87.8773497000596,43.33
55,43.9074331612844,-87.9091501886451,45.835
55,44.0031221168451,-88.0055464498219,83.749
55,43.8273453236411,-88.0490667642721,83.426
55,43.5637089419458,-88.082011400917,21.953
55,42.6958240112822,-88.2010084357937,28.212
55,45.2183990918143,-87.5719994924884,18.406
55,44.9493816390985,-87.8702298547849,66.344
55,44.8543339736901,-87.9038232915779,113.129
55,44.4140226210685,-87.944693605081,33.204
55,44.0792051195098,-88.1755843492763,42.124
55,43.1139711321217,-88.524842393425,21.12
55,45.6397807371608,-87.5750998647059,95.325
55,45.4012136300731,-87.945373725035,69.597
55,45.1810894983365,-88.1850226862773,130.008
55,44.6421338304137,-88.1833044036479,133.785
55,44.7470185747895,-88.178383585021,86.155
55,44.6245261260471,-87.999058308081,44.215
55,45.7138734493295,-87.8266247608702,89.975
55,45.5707327616101,-88.0132204510661,63.181
55,45.7477129944891,-88.2552667174254,82.742
55,45.68866615602,-87.9568189582823,44.768
55,45.6914759551529,-88.2251759467375,36.577
55,45.4774182272657,-88.011625747842,74.109
55,45.4456031611559,-87.748519295175,12.249
55,45.4774634959417,-88.2250001666553,29.335
55,45.2647940443171,-88.2799461582673,79.374
55,45.28361154367,-88.2274759888005,57.182
55,45.129763004629,-88.1114268021763,136.535
55,45.2407356603289,-88.3204952071384,5.964
55,45.4299195371984,-88.4820140253253,81.587
55,45.2322615748458,-88.3289720056331,47.53
55,44.8459666403746,-88.1710081547334,52.017
55,44.7364968319864,-88.4607435512672,15.856
55,44.9205293375405,-88.3933967265758,84.117
55,44.2929993198674,-88.2845313983431,154.06
55,43.829485430545,-88.9002896731963,16.567
55,42.9632224843038,-89.115069280545,19.671
55,42.8348221962137,-89.016182832203,3.538
55,42.7188422924515,-89.1025348232834,1.168
55,42.564893378785,-89.055894244603,24.904
55,46.0270827726454,-88.293864820878,49.187
55,45.9265605880367,-88.2741560926262,50.397
55,45.8770193606749,-88.6113991931375,119.813
55,45.8155559691424,-88.5503740152593,33.928
55,45.5237856903919,-88.2292077928572,74.091
55,45.7696633701701,-88.3166050321109,8.883
55,45.8806789898506,-88.5132706960121,124.279
55,45.5013358523533,-88.5660528136884,123.797
55,45.3660505373683,-88.7205920214225,105.607
55,45.4439909627442,-88.6614676333748,22.753
55,45.4548865396119,-88.8777620066069,11.137
55,45.5465677760505,-88.3994119679555,75.781
55,45.2305759997267,-88.3420112548792,14.139
55,45.2310299362451,-88.4702175102221,0.462
55,45.2566062158781,-88.7297028323031,58.313
55,44.8538286791118,-88.5897224965174,38.899
55,45.0227542299514,-88.6656132650806,78.465
55,44.8050461371109,-88.9702477309522,73.478
55,44.8366944861563,-88.5419687549624,79.496
55,44.7776033338212,-88.8708720025024,196.847
55,44.7989081670362,-88.9358577404227,60.047
55,44.35713395289,-88.7103562646453,45.806
55,44.2154493569078,-89.2074674034532,42.069
55,43.8777666353489,-89.3114990548501,74.993
55,43.3393402368356,-89.3193114286698,39.068
55,42.7364696599761,-89.7731775012669,18.179
55,45.8808666235517,-88.5262445546218,71.856
55,45.7362268126782,-88.6292348062987,41.949
55,45.9519435351632,-88.6235715232002,96.886
55,45.8683231324152,-88.9221918760762,63.643
55,45.5664699053812,-88.8144410705472,96.867
55,45.6281941267181,-88.6102917022966,72.931
55,45.6014431384876,-88.7209278580424,109.775
55,45.6645116996573,-88.8372837131339,218.302
55,45.239746319957,-88.6765280258895,128.285
55,45.3775866187628,-88.7820226110854,53.2
55,45.4937510371213,-88.7075601489165,125.907
55,45.4061989837276,-88.9242622033223,70.395
55,45.1257816076366,-88.8380013583781,129.132
55,45.1259408809916,-88.740121871022,81.764
55,44.8530988790772,-88.8235051939578,37.04
55,44.8657479969008,-89.1106980269114,31.239
55,44.9672037805983,-89.0538248463165,84.756
55,44.7139572615695,-89.0454440036363,177.607
55,44.7397153649515,-89.1362503134806,126.67
55,44.7522663454541,-89.2595907395622,62.558
55,44.5583766425565,-89.2190092308988,120.363
55,44.0883127791542,-89.2525052293847,1.926
55,44.0627294585763,-89.2355141878803,75.145
55,44.1460997385102,-89.3844635057358,120.994
55,43.8422429363561,-89.1087641705796,35.877
55,43.9629913322776,-89.4328459568413,4.211
55,43.8848225873144,-89.5244153411423,93.693
55,43.7068518351448,-89.3921779423219,8.326
55,43.5794858772404,-89.6274286774448,8.98
55,42.5669305356081,-89.9582333558018,47.524
55,46.1744227269373,-89.0139535752525,87.197
55,45.9370317476017,-88.8577398538903,89.287
55,45.8572674229495,-88.6513503135198,23.584
55,45.8102515357826,-89.047777308572,28.738
55,45.8579396080519,-89.0599999460092,55.743
55,45.4749073546051,-88.7696448472183,2.413
55,45.5550855269639,-88.9048424552629,85.343
55,45.6029502238542,-89.0952437663543,53.18
55,45.310177364669,-89.1666772151689,22.756
55,45.2753449256398,-89.0946378709092,1.508
55,45.2594332070558,-89.3108951267505,8.474
55,45.1670617131452,-89.2567500630939,105.582
55,45.0079496697023,-89.3701980458519,77.475
55,44.8541128331268,-89.1334609748094,60.296
55,44.873238951773,-89.4351798320722,66.738
55,44.6117372537886,-89.3662078144479,158.16
55,44.875220882517,-89.41326258016,21.271
55,44.5620140591453,-89.3126467555431,61.81
55,44.6373503469957,-89.526272807204,33.322
55,44.5657309258786,-89.2781306918456,68.354
55,44.1726276307051,-89.6592626832465,7.161
55,44.1575935595874,-89.7991724147878,93.752
55,44.0257285828533,-89.7428658966157,38.007
55,43.8067339521244,-89.7885587498949,25.283
55,43.6748399727754,-89.8019015670873,83.043
55,43.6289880440434,-89.8006637109146,75.475
55,43.568721551374,-89.8951780293905,82.616
55,43.6095386192633,-89.8276303580614,39.273
55,43.2362715918213,-89.7837744171071,178.682
55,43.248627786079,-90.057060582336,113.128
55,43.0219380176462,-90.1696807056471,69.843
55,43.2152913873163,-90.1649832101874,43.965
55,43.1045890095555,-90.0520477300461,58.564
55,43.0071795219319,-89.9267832973188,64.71
55,43.0683383222153,-90.1367969359859,79.569
55,42.565236057432,-90.0262331310917,32.038
55,46.1060503312019,-89.0934925303859,118.382
55,45.5797527563788,-89.5561117431493,1.935
55,45.5353969598528,-89.4135500396202,25.049
55,45.3925749894957,-89.5276460858596,12.083
55,45.2821960998807,-89.4136501448972,30.91
55,45.4987726545628,-89.3601368115835,2.538
55,45.2726005619693,-89.5737017332222,147.912
55,44.8963979469566,-89.6955404393753,15.599
55,44.6298564465581,-89.5687214625502,122.967
55,44.8510747101273,-89.6952716623573,2.618
55,44.6615880167285,-89.6351778762598,1.639
55,44.5491651625456,-89.8684503002873,8.064
55,44.2378997852546,-89.8963408012965,24.858
55,44.1029899689859,-89.8643920277264,14.128
55,44.0431087703384,-89.9571049008668,49.223
55,44.1976448803714,-89.9681482605347,10.348
55,44.0436453305203,-90.22142524768,67.055
55,43.7260933152616,-90.0007842706732,44.744
55,43.5682460622424,-90.2522503473413,49.348
55,46.1916210377372,-89.4786374190511,36.477
55,46.0362462899087,-89.0786464364241,44.673
55,46.2280983048709,-89.4128465692167,9.041
55,46.3049202651375,-89.6264891278561,90.841
55,46.0125756951769,-89.2546464491365,60.452
55,46.194204246454,-89.3736984335677,57.978
55,45.8768362969859,-89.4141123524766,96.886
55,45.7449675349787,-89.5659709135908,77.785
55,45.9514130398046,-89.6869210007978,50.458
55,45.7561978339232,-89.5799932296566,123.82
55,45.8886588399059,-89.7198679163602,31.494
55,45.5893862367894,-89.8411433756756,76.587
55,45.3798668805423,-89.6746098245388,0.417
55,45.4082567064643,-89.8388870710144,70.481
55,45.4524329157633,-89.8858006188443,21.87
55,45.3625023971689,-89.8250727279815,5.89
55,45.270596960563,-89.6896375178077,43.371
55,45.3315135008652,-89.800892708254,23.082
55,45.1222952438764,-89.8009453378622,70.037
55,44.9991518398387,-89.719074100306,56.087
55,44.5275346578442,-89.9734115896727,30.503
55,44.8646955570053,-90.2263914081918,11.045
55,44.5613564803661,-90.569946211262,64.561
55,44.1133689970908,-90.1262155821869,160.603
55,44.2113582742648,-90.1461291296083,130.902
55,44.2248325395284,-90.0665972970915,35.588
55,44.290250731197,-89.9743106409457,58.48
55,43.8530418000395,-90.0147964203442,18.605
55,43.6357258246071,-90.1673112050652,5.134
55,43.4319860502623,-90.3443966842058,32.585
55,43.4253956038563,-90.4939539417257,100.413
55,43.6321731779486,-90.6794664192895,176.941
55,43.372014182688,-90.7146670981749,61.77
55,43.3765063167982,-90.3381111711702,47.004
55,43.1540727213696,-90.6131378747269,21.78
55,43.1003265587192,-90.5876141897081,37.671
55,43.2190297706844,-90.5731472593433,104.148
55,42.9476212534695,-90.8499443177612,11.842
55,42.6071754712318,-90.4230168324635,22.87
55,46.1361983948891,-89.7583379706478,43.334
55,46.0777731839651,-89.9174608461898,84.63
55,46.0251093286204,-89.8205841387075,62.373
55,45.9527418433442,-89.8419190619396,4.683
55,45.8348952199317,-90.2253237701531,59.383
55,45.4391154464708,-89.9514718138021,26.015
55,45.8110441589834,-89.8440904830551,97.558
55,45.6235956166765,-89.8498651440827,5.163
55,45.6871887335964,-90.0992435005754,14.35
55,45.4819770476854,-89.9524314265717,32.284
55,45.3847328422953,-90.0056952478378,25.445
55,45.387862416823,-90.2717522902047,117.121
55,45.4489804643255,-90.1531934564062,18.249
55,45.1969693256022,-90.1081738659145,11.261
55,45.0378682122453,-89.9972022864729,42.68
55,45.0152278267455,-90.4182869295666,45.82
55,44.68306850255,-90.4083231298942,113.431
55,44.3533009430774,-90.4121936649457,5.882
55,44.2690460244392,-90.4531274522765,10.741
55,44.5130051305678,-90.5176859631967,28.45
55,44.2850460863106,-90.4904969021569,65.406
