,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,grass
20331008010478,0,0,0,0,0,0,64.47023897,0,0,5.755561834,0,0,0,0,0,0,0,13.27904904,0,0,0
20359517010478,0,0,0,0,0,0,22.11227002,0,0,9.368147828,0,0,0,0,0,0,0,15.85310527,30.61401933,0,0
90823204010478,0,0,0,0,0,0,6.892742111,0,0,0,0,0,0,0,0,0,0,0,67.93376257,0,25.17349531
20266951010478,0,0,0,0,0,0,97.51451491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140541195010478,0,0,0,0,0,0,83.38094272,0,0,0,13.30767385,0,0,0,0,0,0,3.108788795,0,0,0
140541136010478,0,0,0,0,0,0,89.87980267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20283117010478,0,0,0,0,0,0,72.65780098,0,0,0,0,0,0,0,0,0,0,0,11.78692789,0,0
90823672010478,0,0,0,0,0,0,0,0,0,0,12.40567841,0,0,0,0,0,0,73.23035775,5.912478831,6.644916592,0
20250873010478,0,0,0,0,0,0,98.41384152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
