Datum,n_obs,observed,n_pred,predicted,risingTime,fallingTime,year,station_id,station_name
HHA,1,0.602,1,0.4871125695148909,8,-7,1980,1611400,Nawiliwili
HOT,1,0.602,NA,NA,NA,NA,1980,1611400,Nawiliwili
MSL,8241,0.02262965659507329,8784,0.02035019088134357,NA,NA,1980,1611400,Nawiliwili
LLA,1,-0.382,1,-0.36295791785697823,6,-7,1980,1611400,Nawiliwili
LOT,1,-0.428,NA,NA,NA,NA,1980,1611400,Nawiliwili
HOT,1,0.584,NA,NA,NA,NA,1981,1611400,Nawiliwili
HHA,1,0.529,1,0.5716000340652324,8,-7,1981,1611400,Nawiliwili
HHS,24,0.4665416666666667,24,0.458523694146042,7.25,-6.83333333333333,1981,1611400,Nawiliwili
HH,328,0.3605,328,0.36057857694671475,7.29573170731707,-6.82874617737003,1981,1611400,Nawiliwili
LH,352,0.09798295454545455,352,0.099200189110332,4.98011363636364,-5.73011363636364,1981,1611400,Nawiliwili
MSL,8760,0.05694337899543382,8760,0.05755307361791141,NA,NA,1981,1611400,Nawiliwili
HL,352,-0.0689375,352,-0.06786821519062274,6.39772727272727,-5.11931818181818,1981,1611400,Nawiliwili
LL,330,-0.19026060606060607,330,-0.18958607822212953,6.18237082066869,-7.15151515151515,1981,1611400,Nawiliwili
LLS,22,-0.26454545454545453,22,-0.2605885254319183,5.86363636363636,-7.22727272727273,1981,1611400,Nawiliwili
LLA,1,-0.373,1,-0.4061408355032131,6,-7,1981,1611400,Nawiliwili
LOT,1,-0.446,NA,NA,NA,NA,1981,1611400,Nawiliwili
HOT,1,0.566,NA,NA,NA,NA,1982,1611400,Nawiliwili
HHA,1,0.52,1,0.5158979315795844,8,-7,1982,1611400,Nawiliwili
HHS,23,0.35356521739130436,23,0.359083699810401,7.52173913043478,-7.08695652173913,1982,1611400,Nawiliwili
HH,329,0.25242857142857145,329,0.25414296876632986,7.3951367781155,-7.06990881458967,1982,1611400,Nawiliwili
LH,348,-0.01873563218390804,348,-0.01705702042485202,4.79310344827586,-5.6867816091954,1982,1611400,Nawiliwili
MSL,8760,-0.04303310502283101,8760,-0.04047179135223742,NA,NA,1982,1611400,Nawiliwili
HL,350,-0.15800285714285714,350,-0.15453582060354276,6.44,-4.92263610315186,1982,1611400,Nawiliwili
LL,327,-0.28396024464831804,327,-0.28202011859461656,6.36196319018405,-7.28134556574924,1982,1611400,Nawiliwili
LLS,24,-0.356375,24,-0.3503194598400325,5.875,-7.29166666666667,1982,1611400,Nawiliwili
LLA,1,-0.464,1,-0.4753143694375474,6,-8,1982,1611400,Nawiliwili
LOT,1,-0.501,NA,NA,NA,NA,1982,1611400,Nawiliwili
HOT,1,0.581,NA,NA,NA,NA,1983,1611400,Nawiliwili
HHA,1,0.529,1,0.5426581863656663,7,-7,1983,1611400,Nawiliwili
HHS,23,0.42395652173913045,23,0.41453743651827313,7.56521739130435,-6.95652173913043,1983,1611400,Nawiliwili
HH,329,0.31740425531914895,329,0.3098196204743901,7.46808510638298,-7.13373860182371,1983,1611400,Nawiliwili
LH,350,0.03756285714285715,350,0.0299655741251459,4.68767908309456,-5.64183381088825,1983,1611400,Nawiliwili
MSL,8760,0.01586906392694088,8760,0.0093757938640724,NA,NA,1983,1611400,Nawiliwili
HL,349,-0.10053581661891116,349,-0.10562492724180218,6.46991404011461,-4.86532951289398,1983,1611400,Nawiliwili
LL,330,-0.22883636363636364,330,-0.23578245513460527,6.32424242424242,-7.28787878787879,1983,1611400,Nawiliwili
LLS,22,-0.2973181818181818,22,-0.30441157872495983,6,-7.40909090909091,1983,1611400,Nawiliwili
LLA,1,-0.474,1,-0.42379690430347017,6,-8,1983,1611400,Nawiliwili
LOT,1,-0.474,NA,NA,NA,NA,1983,1611400,Nawiliwili
HOT,1,0.621,NA,NA,NA,NA,1984,1611400,Nawiliwili
HHA,1,0.56,1,0.5858817650123234,7,-8,1984,1611400,Nawiliwili
HHS,22,0.4431818181818182,22,0.44825988094423447,7.72727272727273,-7.18181818181818,1984,1611400,Nawiliwili
HH,328,0.33072256097560976,328,0.3342678834616137,7.51524390243902,-7.47256097560976,1984,1611400,Nawiliwili
LH,343,0.04112827988338191,343,0.04401172806787167,4.66180758017493,-5.60526315789474,1984,1611400,Nawiliwili
MSL,8784,0.02365676229508051,8784,0.02674020624019996,NA,NA,1984,1611400,Nawiliwili
HL,343,-0.09295626822157436,343,-0.0906696517810268,6.46064139941691,-4.82798833819242,1984,1611400,Nawiliwili
LL,326,-0.22422699386503067,326,-0.2212778234177311,6.69230769230769,-7.34662576687117,1984,1611400,Nawiliwili
LLS,24,-0.29162499999999997,24,-0.29460032382340834,5.75,-7.58333333333333,1984,1611400,Nawiliwili
LLA,1,-0.413,1,-0.39903203708713175,5,-8,1984,1611400,Nawiliwili
LOT,1,-0.467,NA,NA,NA,NA,1984,1611400,Nawiliwili
HOT,1,0.682,NA,NA,NA,NA,1985,1611400,Nawiliwili
HHA,1,0.605,1,0.5394709474073048,7,-7,1985,1611400,Nawiliwili
HHS,24,0.4399166666666667,24,0.4398189682030511,7.79166666666667,-7.16666666666667,1985,1611400,Nawiliwili
HH,324,0.3326604938271605,324,0.3319242651731354,7.59876543209877,-7.87925696594427,1985,1611400,Nawiliwili
LH,328,0.04503963414634145,328,0.04415107504785693,4.54268292682927,-5.73170731707317,1985,1611400,Nawiliwili
MSL,8760,0.02815068493150663,8760,0.02677895473919917,NA,NA,1985,1611400,Nawiliwili
HL,328,-0.0850609756097561,328,-0.08545937434354764,6.53048780487805,-4.6890243902439,1985,1611400,Nawiliwili
LL,324,-0.22355246913580248,324,-0.22467192730825244,7.1578947368421,-7.46913580246914,1985,1611400,Nawiliwili
LLS,24,-0.29504166666666665,24,-0.29874732075691046,6,-7.5,1985,1611400,Nawiliwili
LLA,1,-0.446,1,-0.410030887441336,6,-8,1985,1611400,Nawiliwili
LOT,1,-0.477,NA,NA,NA,NA,1985,1611400,Nawiliwili
HOT,1,0.532,NA,NA,NA,NA,1986,1611400,Nawiliwili
HHA,1,0.42,1,0.4632207444271022,8,-7,1986,1611400,Nawiliwili
HHS,24,0.37695833333333334,24,0.3660665829790381,7.58333333333333,-7.45833333333333,1986,1611400,Nawiliwili
HH,323,0.264328173374613,323,0.26054428831869636,7.58204334365325,-8.01857585139319,1986,1611400,Nawiliwili
LH,326,-0.03418711656441719,326,-0.03881109814819789,4.45398773006135,-5.80061349693251,1986,1611400,Nawiliwili
MSL,8760,-0.04556586757990873,8760,-0.04890880076150162,NA,NA,1986,1611400,Nawiliwili
HL,327,-0.15875229357798165,327,-0.16263798887728226,6.57668711656442,-4.57055214723926,1986,1611400,Nawiliwili
LL,324,-0.29545679012345677,324,-0.29892499021891467,7.33333333333333,-7.46296296296296,1986,1611400,Nawiliwili
LLS,23,-0.3745217391304348,23,-0.3769258900282825,6.08695652173913,-7.60869565217391,1986,1611400,Nawiliwili
LLA,1,-0.467,1,-0.48814245980140114,7,-8,1986,1611400,Nawiliwili
LOT,1,-0.51,NA,NA,NA,NA,1986,1611400,Nawiliwili
HOT,1,0.605,NA,NA,NA,NA,1987,1611400,Nawiliwili
HHA,1,0.593,1,0.4738697727520873,8,-7,1987,1611400,Nawiliwili
HHS,24,0.3278333333333333,24,0.3399328310935016,7.66666666666667,-7.41666666666667,1987,1611400,Nawiliwili
HH,325,0.24056923076923076,325,0.24314067437365283,7.54769230769231,-7.73846153846154,1987,1611400,Nawiliwili
LH,334,-0.06817365269461077,334,-0.06546840360529524,4.49249249249249,-5.75075075075075,1987,1611400,Nawiliwili
MSL,8760,-0.07650194063926939,8760,-0.0738085481418495,NA,NA,1987,1611400,Nawiliwili
HL,333,-0.19008108108108107,333,-0.18755910845394944,6.60960960960961,-4.6006006006006,1987,1611400,Nawiliwili
LL,326,-0.3326411042944785,326,-0.3304553271830884,6.96319018404908,-7.44478527607362,1987,1611400,Nawiliwili
LLS,23,-0.4123478260869565,23,-0.4050645743509894,6,-7.56521739130435,1987,1611400,Nawiliwili
LLA,1,-0.51,1,-0.4730033419223592,6,-8,1987,1611400,Nawiliwili
LOT,1,-0.513,NA,NA,NA,NA,1987,1611400,Nawiliwili
HOT,1,0.624,NA,NA,NA,NA,1988,1611400,Nawiliwili
HHA,1,0.584,1,0.5900028040651348,8,-7,1988,1611400,Nawiliwili
HHS,23,0.45969565217391306,23,0.464837555489453,7.60869565217391,-7.39130434782609,1988,1611400,Nawiliwili
HH,326,0.3569079754601227,326,0.35421117044904465,7.48159509202454,-7.41846153846154,1988,1611400,Nawiliwili
LH,349,0.05014326647564469,349,0.04678044363102125,4.53295128939828,-5.67908309455587,1988,1611400,Nawiliwili
MSL,8784,0.03221209016393502,8784,0.02928754932009294,NA,NA,1988,1611400,Nawiliwili
HL,349,-0.08612034383954155,349,-0.09002830132068676,6.73638968481375,-4.64756446991404,1988,1611400,Nawiliwili
LL,326,-0.22801533742331287,326,-0.2300468447664119,6.40307692307692,-7.3680981595092,1988,1611400,Nawiliwili
LLS,23,-0.29378260869565215,23,-0.30499009039945635,5.73913043478261,-7.52173913043478,1988,1611400,Nawiliwili
LLA,1,-0.4,1,-0.4179849394701507,6,-7,1988,1611400,Nawiliwili
LOT,1,-0.443,NA,NA,NA,NA,1988,1611400,Nawiliwili
HOT,1,0.56,NA,NA,NA,NA,1989,1611400,Nawiliwili
HHA,1,0.538,1,0.5058560720652867,8,-7,1989,1611400,Nawiliwili
HHS,23,0.4187391304347826,23,0.41989837633477983,7.65217391304348,-7.34782608695652,1989,1611400,Nawiliwili
HH,325,0.3154523076923077,325,0.31263490575860464,7.54461538461538,-7.73148148148148,1989,1611400,Nawiliwili
LH,335,0.01672835820895522,335,0.01572798284282614,4.46268656716418,-5.78507462686567,1989,1611400,Nawiliwili
MSL,8760,5.931506849311817e-4,8760,-0.00161774387676024,NA,NA,1989,1611400,Nawiliwili
HL,335,-0.11475522388059702,335,-0.11675881011784532,6.68955223880597,-4.53731343283582,1989,1611400,Nawiliwili
LL,324,-0.2569814814814815,324,-0.25941520797479856,6.91021671826625,-7.47222222222222,1989,1611400,Nawiliwili
LLA,1,-0.321,1,-0.4220437221880719,6,-8,1989,1611400,Nawiliwili
LLS,24,-0.332625,24,-0.33293442471265894,5.83333333333333,-7.58333333333333,1989,1611400,Nawiliwili
LOT,1,-0.477,NA,NA,NA,NA,1989,1611400,Nawiliwili
HOT,1,0.578,NA,NA,NA,NA,1990,1611400,Nawiliwili
HHA,1,0.572,1,0.5784896049010734,8,-7,1990,1611400,Nawiliwili
HHS,24,0.3880416666666667,24,0.38845053571875815,7.75,-7.29166666666667,1990,1611400,Nawiliwili
HH,323,0.27939628482972134,323,0.27818005273258284,7.58204334365325,-7.96904024767802,1990,1611400,Nawiliwili
LH,325,-0.00756,325,-0.00888713226422912,4.54012345679012,-5.79384615384615,1990,1611400,Nawiliwili
MSL,8760,-0.02615273972602714,8760,-0.02637611237468943,NA,NA,1990,1611400,Nawiliwili
HL,325,-0.1369815384615385,325,-0.1360140329148974,6.55692307692308,-4.59567901234568,1990,1611400,Nawiliwili
LL,324,-0.27991666666666665,324,-0.27907635127310404,7.30246913580247,-7.54012345679012,1990,1611400,Nawiliwili
LLS,23,-0.3548695652173913,23,-0.34847285310014725,5.91304347826087,-7.60869565217391,1990,1611400,Nawiliwili
LLA,1,-0.41,1,-0.4828198636355935,6,-7,1990,1611400,Nawiliwili
LOT,1,-0.538,NA,NA,NA,NA,1990,1611400,Nawiliwili
HOT,1,0.569,NA,NA,NA,NA,1991,1611400,Nawiliwili
HHA,1,0.557,1,0.5455430845625063,8,-7,1991,1611400,Nawiliwili
HHS,22,0.40054545454545454,22,0.3960145244089282,7.54545454545455,-7.04545454545455,1991,1611400,Nawiliwili
HH,324,0.29011419753086426,324,0.2912975081215333,7.59567901234568,-8.00617283950617,1991,1611400,Nawiliwili
LH,323,0.01917337461300311,323,0.01744387921780084,4.7111801242236,-5.73913043478261,1991,1611400,Nawiliwili
MSL,8760,-0.00418059360730524,8760,-0.00374683293762786,NA,NA,1991,1611400,Nawiliwili
HL,322,-0.11372360248447204,322,-0.11331559596193858,6.42857142857143,-4.8167701863354,1991,1611400,Nawiliwili
LL,323,-0.25257275541795665,323,-0.25011668552748245,7.39318885448916,-7.4922600619195,1991,1611400,Nawiliwili
LLS,23,-0.31830434782608696,23,-0.3233628967956319,6.08695652173913,-7.52173913043478,1991,1611400,Nawiliwili
LLA,1,-0.48,1,-0.47200333548614937,6,-8,1991,1611400,Nawiliwili
LOT,1,-0.501,NA,NA,NA,NA,1991,1611400,Nawiliwili
HOT,1,1.27,NA,NA,NA,NA,1992,1611400,Nawiliwili
HHA,1,0.496,1,0.550532629968404,8,-7,1992,1611400,Nawiliwili
HHS,24,0.4157916666666666,24,0.4200433232222683,7.5,-7.125,1992,1611400,Nawiliwili
HH,325,0.3234246153846154,325,0.32153159834755335,7.50153846153846,-7.48456790123457,1992,1611400,Nawiliwili
LH,340,0.04719411764705884,340,0.05024259945024104,4.73235294117647,-5.69411764705882,1992,1611400,Nawiliwili
MSL,8784,0.02567896174863417,8784,0.0261936781422268,NA,NA,1992,1611400,Nawiliwili
HL,341,-0.08590615835777124,341,-0.0835690634139306,6.49560117302053,-4.85043988269795,1992,1611400,Nawiliwili
LL,325,-0.21526153846153848,325,-0.21756096590955248,6.74074074074074,-7.38461538461539,1992,1611400,Nawiliwili
LLS,23,-0.29743478260869566,23,-0.2865639844302324,5.8695652173913,-7.52173913043478,1992,1611400,Nawiliwili
LLA,1,-0.467,1,-0.4015584240351724,5,-8,1992,1611400,Nawiliwili
LOT,1,-0.467,NA,NA,NA,NA,1992,1611400,Nawiliwili
HOT,1,0.562,NA,NA,NA,NA,1993,1611400,Nawiliwili
HHA,1,0.53,1,0.4955863820851624,7,-7,1993,1611400,Nawiliwili
HHS,23,0.4023913043478261,23,0.40383287202277174,7.47826086956522,-6.8695652173913,1993,1611400,Nawiliwili
HH,329,0.3045714285714286,329,0.3028524141360849,7.46808510638298,-7.00303951367781,1993,1611400,Nawiliwili
LH,347,0.04506051873198846,347,0.04312396053711796,4.72334293948127,-5.80403458213256,1993,1611400,Nawiliwili
MSL,8760,0.01384383561643827,8760,0.01317034027506661,NA,NA,1993,1611400,Nawiliwili
HL,348,-0.09420402298850576,348,-0.09418652452656116,6.41666666666667,-4.82132564841499,1993,1611400,Nawiliwili
LL,330,-0.2318636363636364,330,-0.23201425792484423,6.42857142857143,-7.35757575757576,1993,1611400,Nawiliwili
LLS,22,-0.30422727272727274,22,-0.308474641962391,5.86363636363636,-7.54545454545455,1993,1611400,Nawiliwili
LLA,1,-0.471,1,-0.4212570321464683,6,-8,1993,1611400,Nawiliwili
LOT,1,-0.474,NA,NA,NA,NA,1993,1611400,Nawiliwili
HOT,1,0.569,NA,NA,NA,NA,1994,1611400,Nawiliwili
HHA,1,0.566,1,0.5060921104825655,7,-7,1994,1611400,Nawiliwili
MSL,8652,-0.00438106796116443,8760,-0.00599520915156006,NA,NA,1994,1611400,Nawiliwili
LLA,1,-0.419,1,-0.42056403113502144,6,-7,1994,1611400,Nawiliwili
LOT,1,-0.474,NA,NA,NA,NA,1994,1611400,Nawiliwili
HOT,1,0.605,NA,NA,NA,NA,1995,1611400,Nawiliwili
HHA,1,0.56,1,0.5742782050873352,7,-7,1995,1611400,Nawiliwili
HHS,23,0.42730434782608695,23,0.4239506832634023,7.34782608695652,-6.73913043478261,1995,1611400,Nawiliwili
MSL,8598,0.03610188415910684,8760,0.03930338850070567,NA,NA,1995,1611400,Nawiliwili
LLA,1,-0.413,1,-0.34108418976464316,5,-8,1995,1611400,Nawiliwili
LOT,1,-0.422,NA,NA,NA,NA,1995,1611400,Nawiliwili
HOT,1,0.571,NA,NA,NA,NA,1996,1611400,Nawiliwili
HHS,24,0.4460833333333334,24,0.4367816104796645,7.33333333333333,-6.83333333333333,1996,1611400,Nawiliwili
HHA,1,0.442,1,0.5349136775602743,7,-7,1996,1611400,Nawiliwili
HH,329,0.342,329,0.3440240306350595,7.27051671732523,-6.79878048780488,1996,1611400,Nawiliwili
LH,353,0.10495184135977335,353,0.10675530595094944,5.04815864022663,-5.70821529745042,1996,1611400,Nawiliwili
MSL,8784,0.06041234061930786,8784,0.06167870295835089,NA,NA,1996,1611400,Nawiliwili
HL,353,-0.05610481586402265,353,-0.05525683789437784,6.3257790368272,-5.1671388101983,1996,1611400,Nawiliwili
LL,330,-0.17785151515151515,330,-0.17411090210249586,6.20364741641337,-7.15151515151515,1996,1611400,Nawiliwili
LLS,23,-0.23695652173913043,23,-0.23948138738696845,5.91304347826087,-7.21739130434783,1996,1611400,Nawiliwili
LLA,1,-0.256,1,-0.34867780775112334,6,-7,1996,1611400,Nawiliwili
LOT,1,-0.378,NA,NA,NA,NA,1996,1611400,Nawiliwili
HHA,1,0.544,1,0.5035495103617402,8,-7,1997,1611400,Nawiliwili
HOT,1,0.544,NA,NA,NA,NA,1997,1611400,Nawiliwili
HHS,22,0.4148181818181818,22,0.4133284605381198,7.31818181818182,-6.81818181818182,1997,1611400,Nawiliwili
HH,330,0.29922424242424245,330,0.3009434912066289,7.27878787878788,-6.71818181818182,1997,1611400,Nawiliwili
LH,352,0.0661875,352,0.06804028993966742,5.19602272727273,-5.63352272727273,1997,1611400,Nawiliwili
MSL,8760,0.01815673515981733,8760,0.01993473360237132,NA,NA,1997,1611400,Nawiliwili
HL,353,-0.09589235127478754,353,-0.09399424715679738,6.28895184135977,-5.27272727272727,1997,1611400,Nawiliwili
LL,328,-0.21727743902439023,328,-0.21663757446907597,6.09174311926605,-7.19817073170732,1997,1611400,Nawiliwili
LLS,24,-0.2915,24,-0.28403552793044595,5.79166666666667,-7.33333333333333,1997,1611400,Nawiliwili
LLA,1,-0.415,1,-0.3635198936035389,6,-7,1997,1611400,Nawiliwili
LOT,1,-0.415,NA,NA,NA,NA,1997,1611400,Nawiliwili
HOT,1,0.443,NA,NA,NA,NA,1998,1611400,Nawiliwili
HHA,1,0.367,1,0.44639416460282577,7,-7,1998,1611400,Nawiliwili
HHS,23,0.31156521739130433,23,0.31413432624249293,7.47826086956522,-6.69565217391304,1998,1611400,Nawiliwili
HH,328,0.21956402439024392,328,0.22010778734290923,7.32621951219512,-6.82317073170732,1998,1611400,Nawiliwili
LH,352,-0.01772727272727272,352,-0.01737890569497109,4.96581196581197,-5.76420454545454,1998,1611400,Nawiliwili
MSL,8760,-0.05486849315068494,8760,-0.05473266995096765,NA,NA,1998,1611400,Nawiliwili
HL,352,-0.16251136363636365,352,-0.1623608265097748,6.28125,-5.07407407407407,1998,1611400,Nawiliwili
LL,328,-0.2883871951219512,328,-0.2887111452910992,6.32621951219512,-7.22256097560976,1998,1611400,Nawiliwili
LLS,23,-0.355,23,-0.3569747942281966,5.91304347826087,-7.30434782608696,1998,1611400,Nawiliwili
LLA,1,-0.411,1,-0.4158463926265779,6,-7,1998,1611400,Nawiliwili
LOT,1,-0.46,NA,NA,NA,NA,1998,1611400,Nawiliwili
HHA,1,0.618,1,0.49514722377165254,8,-7,1999,1611400,Nawiliwili
HOT,1,0.618,NA,NA,NA,NA,1999,1611400,Nawiliwili
HHS,24,0.3852083333333333,24,0.38540562823238406,7.375,-6.875,1999,1611400,Nawiliwili
HH,328,0.28248170731707317,328,0.27979645787958507,7.43292682926829,-7.01829268292683,1999,1611400,Nawiliwili
LH,348,0.03233908045977012,348,0.02911118054805248,5.02305475504323,-5.52449567723343,1999,1611400,Nawiliwili
MSL,8760,8.286529680365083e-4,8760,-0.00237563570002568,NA,NA,1999,1611400,Nawiliwili
HL,347,-0.11140345821325648,347,-0.11412232777206928,6.27665706051873,-5.19020172910663,1999,1611400,Nawiliwili
LL,328,-0.2330121951219512,328,-0.23712121519926224,6.30182926829268,-7.2530487804878,1999,1611400,Nawiliwili
LLS,24,-0.31124999999999997,24,-0.3055891712545318,5.83333333333333,-7.41666666666667,1999,1611400,Nawiliwili
LLA,1,-0.313,1,-0.4000236586538109,6,-8,1999,1611400,Nawiliwili
LOT,1,-0.443,NA,NA,NA,NA,1999,1611400,Nawiliwili
HOT,1,0.512,NA,NA,NA,NA,2000,1611400,Nawiliwili
HHA,1,0.483,1,0.49849585775712335,7,-8,2000,1611400,Nawiliwili
HHS,24,0.377125,24,0.3768896137865695,7.33333333333333,-6.95833333333333,2000,1611400,Nawiliwili
HH,329,0.26996960486322186,329,0.2719051779286999,7.44072948328267,-6.94817073170732,2000,1611400,Nawiliwili
LH,353,0.00151558073654391,353,0.00404562728613447,4.86685552407932,-5.58356940509915,2000,1611400,Nawiliwili
MSL,8784,-0.01905282331511843,8784,-0.01679800271607244,NA,NA,2000,1611400,Nawiliwili
HL,353,-0.13462889518413598,353,-0.132663201707139,6.38526912181303,-5.05382436260623,2000,1611400,Nawiliwili
LL,329,-0.25351671732522796,329,-0.24965816238531888,6.17378048780488,-7.23404255319149,2000,1611400,Nawiliwili
LLS,24,-0.3120833333333333,24,-0.31415774168668864,5.83333333333333,-7.375,2000,1611400,Nawiliwili
LLA,1,-0.458,1,-0.4060889000771763,6,-8,2000,1611400,Nawiliwili
LOT,1,-0.482,NA,NA,NA,NA,2000,1611400,Nawiliwili
HOT,1,0.534,NA,NA,NA,NA,2001,1611400,Nawiliwili
HHA,1,0.487,1,0.503218681242672,7,-7,2001,1611400,Nawiliwili
MSL,7918,-0.02495516544581962,8760,-0.025163732609259,NA,NA,2001,1611400,Nawiliwili
LOT,1,-0.458,NA,NA,NA,NA,2001,1611400,Nawiliwili
HOT,1,0.55,NA,NA,NA,NA,2002,1611400,Nawiliwili
HHA,1,0.544,1,0.5201698772006281,8,-7,2002,1611400,Nawiliwili
HHS,23,0.3863913043478261,23,0.395106393692186,7.60869565217391,-7.1304347826087,2002,1611400,Nawiliwili
HH,328,0.2910121951219512,328,0.2912359485723704,7.52134146341463,-7.40548780487805,2002,1611400,Nawiliwili
LH,343,0.00728862973760932,343,0.00758350548367091,4.69005847953216,-5.56432748538012,2002,1611400,Nawiliwili
MSL,8760,-0.01065890410958904,8760,-0.00943816285387187,NA,NA,2002,1611400,Nawiliwili
HL,342,-0.1273187134502924,342,-0.12626335674836703,6.5233918128655,-4.87719298245614,2002,1611400,Nawiliwili
LL,328,-0.25375000000000003,328,-0.25173108365853913,6.5030487804878,-7.34451219512195,2002,1611400,Nawiliwili
LLS,23,-0.3318260869565217,23,-0.32480632068030996,5.78260869565217,-7.34782608695652,2002,1611400,Nawiliwili
LLA,1,-0.337,1,-0.4059958479468271,6,-8,2002,1611400,Nawiliwili
LOT,1,-0.478,NA,NA,NA,NA,2002,1611400,Nawiliwili
HOT,1,0.628,NA,NA,NA,NA,2003,1611400,Nawiliwili
HHA,1,0.545,1,0.5700649320164303,7,-7,2003,1611400,Nawiliwili
HHS,23,0.4514782608695652,23,0.4464585108205224,7.73913043478261,-7.30434782608696,2003,1611400,Nawiliwili
HH,325,0.3467107692307692,325,0.3440577524548804,7.62153846153846,-7.69538461538462,2003,1611400,Nawiliwili
LH,336,0.05736011904761903,336,0.05335260599960377,4.58928571428571,-5.58507462686567,2003,1611400,Nawiliwili
MSL,8760,0.04259977168949778,8760,0.03986249062525024,NA,NA,2003,1611400,Nawiliwili
HL,336,-0.07512797619047619,336,-0.07616920338647849,6.58333333333333,-4.76190476190476,2003,1611400,Nawiliwili
LL,325,-0.20060307692307697,325,-0.20368763417485644,6.77469135802469,-7.44923076923077,2003,1611400,Nawiliwili
LLS,23,-0.2887826086956522,23,-0.2873722583664968,5.82608695652174,-7.60869565217391,2003,1611400,Nawiliwili
LLA,1,-0.428,1,-0.432223929738091,6,-8,2003,1611400,Nawiliwili
LOT,1,-0.444,NA,NA,NA,NA,2003,1611400,Nawiliwili
HOT,1,0.669,NA,NA,NA,NA,2004,1611400,Nawiliwili
HHA,1,0.618,1,0.6024099416238968,8,-7,2004,1611400,Nawiliwili
HHS,24,0.446875,24,0.4502576977536216,7.66666666666667,-7.20833333333333,2004,1611400,Nawiliwili
HH,324,0.3480679012345679,324,0.34893751128383466,7.63271604938272,-7.73065015479876,2004,1611400,Nawiliwili
LH,338,0.04881360946745564,338,0.04957997798567382,4.50591715976331,-5.64792899408284,2004,1611400,Nawiliwili
MSL,8784,0.03450239071038254,8784,0.03552838656491074,NA,NA,2004,1611400,Nawiliwili
HL,338,-0.0812603550295858,338,-0.08046940832147116,6.67455621301775,-4.63905325443787,2004,1611400,Nawiliwili
LL,325,-0.21549846153846153,325,-0.21363463504880056,6.75308641975309,-7.49230769230769,2004,1611400,Nawiliwili
LLS,23,-0.2881739130434783,23,-0.28609157906605065,5.91304347826087,-7.69565217391304,2004,1611400,Nawiliwili
LLA,1,-0.376,1,-0.3628337525387284,6,-8,2004,1611400,Nawiliwili
LOT,1,-0.439,NA,NA,NA,NA,2004,1611400,Nawiliwili
HOT,1,0.649,NA,NA,NA,NA,2005,1611400,Nawiliwili
HHA,1,0.644,1,0.5782684683241354,8,-8,2005,1611400,Nawiliwili
MSL,8115,0.02983524337646336,8760,0.03156750645954017,NA,NA,2005,1611400,Nawiliwili
LLA,1,-0.342,1,-0.3811994202960004,6,-8,2005,1611400,Nawiliwili
LOT,1,-0.39,NA,NA,NA,NA,2005,1611400,Nawiliwili
HHA,1,0.676,1,0.6186189032523983,7,-7,2006,1611400,Nawiliwili
HOT,1,0.676,NA,NA,NA,NA,2006,1611400,Nawiliwili
HHS,23,0.4763478260869565,23,0.4837137220003686,7.69565217391304,-7.30434782608696,2006,1611400,Nawiliwili
HH,322,0.3848354037267081,322,0.3837033372437914,7.67701863354037,-8.20186335403727,2006,1611400,Nawiliwili
LH,324,0.09389506172839508,324,0.09271394198498388,4.44891640866873,-5.71826625386997,2006,1611400,Nawiliwili
MSL,8760,0.07786689497716895,8760,0.07684646075537603,NA,NA,2006,1611400,Nawiliwili
HL,324,-0.03548456790123457,324,-0.03646398205457175,6.62037037037037,-4.60493827160494,2006,1611400,Nawiliwili
LL,322,-0.17374844720496893,322,-0.17484056563241826,7.39751552795031,-7.53726708074534,2006,1611400,Nawiliwili
LLS,22,-0.24254545454545456,22,-0.24585603009157836,5.95454545454545,-7.54545454545455,2006,1611400,Nawiliwili
LLA,1,-0.348,1,-0.35072496319219426,5,-8,2006,1611400,Nawiliwili
LOT,1,-0.385,NA,NA,NA,NA,2006,1611400,Nawiliwili
HOT,1,0.641,NA,NA,NA,NA,2007,1611400,Nawiliwili
HHS,24,0.4362916666666667,24,0.4461145638467849,7.66666666666667,-7.29166666666667,2007,1611400,Nawiliwili
MSL,8108,0.02665281203749385,8760,0.03039654177531218,NA,NA,2007,1611400,Nawiliwili
LLA,1,-0.415,1,-0.4192240185725371,6,-8,2007,1611400,Nawiliwili
LOT,1,-0.428,NA,NA,NA,NA,2007,1611400,Nawiliwili
HOT,1,0.643,NA,NA,NA,NA,2008,1611400,Nawiliwili
HHA,1,0.578,1,0.5785405021164101,8,-7,2008,1611400,Nawiliwili
MSL,8566,0.04533142657016111,8784,0.04247079192359875,NA,NA,2008,1611400,Nawiliwili
LLA,1,-0.365,1,-0.39019861938553585,6,-8,2008,1611400,Nawiliwili
LOT,1,-0.467,NA,NA,NA,NA,2008,1611400,Nawiliwili
HOT,1,0.572,NA,NA,NA,NA,2009,1611400,Nawiliwili
HHA,1,0.502,1,0.5148058908473153,8,-7,2009,1611400,Nawiliwili
HHS,24,0.4035416666666667,24,0.3976300425123313,7.625,-7.08333333333333,2009,1611400,Nawiliwili
HH,324,0.2829320987654321,324,0.2842812063041276,7.66975308641975,-8.15123456790123,2009,1611400,Nawiliwili
LH,319,0.00545141065830718,319,0.00635878282531159,4.63836477987421,-5.59247648902821,2009,1611400,Nawiliwili
