X20070515_HH	X20070515_HV	X20070630_HH	X20070630_HV	X20070815_HH	X20070815_HV	X20080517_HH	X20080517_HV	X20080817_HH	X20080817_HV	X20081002_HH	X20081002_HV	X20090820_HH	X20090820_HV	X20100523_HH	X20100523_HV	X20100708_HH	X20100708_HV	X20100823_HH	X20100823_HV	X20101008_HH	X20101008_HV	X20101123_HH	X20101123_HV
0.141657656058669	0.0694276187568903	0.18431631103158	0.0544424569234252	0.196410049285207	0.0436490859304156	0.285725861787796	0.0749894473701715	0.189931746572256	0.0672836774028838	0.197330877184868	0.0643798531964421	0.192453669384122	0.0817508078180254	0.196454565439905	0.072953533913408	0.337123118340969	0.0682280510663986	0.369643643498421	0.0746328081004322	0.43975018709898	0.0844525927677751	0.207935033099992	0.051119546272925
0.198691934347153	0.0784588102251291	0.200402508888926	0.0663159643965108	0.161553972400725	0.061903637368232	0.192184837535024	0.0557598895393312	0.154187953099608	0.061342800501734	0.221284796794256	0.0584097276959154	0.147400327854686	0.0638538561761379	0.204115804284811	0.0623903353698552	0.210275075501866	0.0940604839060042	0.245037268315043	0.106857163565499	0.247986901551485	0.0903735994361341	0.123984699137509	0.0373798243235797
0.280950764194131	0.0628206739202142	0.25683500058949	0.0788869373500347	0.183624256402254	0.0520879942923784	0.360551929101348	0.0607575681060553	0.198745001107454	0.0484976023435593	0.22598542438613	0.0786744260953532	0.267827823758125	0.0791895799338818	0.220583027228713	0.0862925052642822	0.2978991303179	0.0610672897762722	0.25417685136199	0.0584550686180592	0.330908508971334	0.0828113695606589	0.189305206760764	0.0394503267016262
0.168606739491224	0.0469602134544402	0.142916054464877	0.054411796387285	0.199754644185305	0.0284126524347812	0.150826644152403	0.0485323020257056	0.153880587778986	0.0537484898231924	0.1614286955446	0.0560484807938337	0.179917310364544	0.0406002372037619	0.151461796036788	0.046304995992354	0.188378928229213	0.0688257734291255	0.185837788507342	0.0661523728631437	0.251803966239095	0.0750042777508497	0.1438150161079	0.0355077157063144
0.149594333954155	0.0555286081507802	0.158971326691764	0.0503548750919955	0.12807075958699	0.0474914950318635	0.175996754318476	0.0555634372867644	0.232419727104051	0.0616828378822122	0.214118721229689	0.0472828415887696	0.16771525144577	0.0524017914301819	0.155943254008889	0.062076898291707	0.2359258298363	0.0504308034266744	0.21374657843262	0.052926343632862	0.223061148609434	0.0713559793574469	0.101471278284277	0.0314806729022946
0.1476587979123	0.0611525806598365	0.207117093726993	0.0619325237348676	0.136502759797233	0.0533545485564641	0.208845310741001	0.0528164866069953	0.210119836032391	0.0542890159413218	0.319757768086025	0.0539506338536739	0.194972733967006	0.0576513665728271	0.172069714301162	0.0691847515602906	0.263720240443945	0.0533290281891823	0.304736303165555	0.0662771477364004	0.261011991649866	0.072450514882803	0.131405297666788	0.0300624137744308
0.159536776798112	0.0415038615465164	0.267331355384418	0.054094022405999	0.1766197970137	0.0558945834636688	0.170686142519116	0.0635953862220049	0.179416006164891	0.044625814471926	0.244846263900399	0.0551965511403978	0.170485204085708	0.0692887282930315	0.217795023694634	0.0867044469341636	0.251219771802425	0.0435623358935118	0.270131791010499	0.0870518451556563	0.251213872805238	0.0922992425039411	0.146584670059383	0.0292882169596851
0.176044995896518	0.0558172762393951	0.203441856162889	0.0540572250527995	0.185952268540859	0.0441991705447435	0.160674108192325	0.0763867977075279	0.177086779847741	0.0597828133031726	0.202240655819575	0.0486999000940058	0.194766842656665	0.0702891871333122	0.251822961494327	0.0558713441714644	0.32703073322773	0.0567885351677736	0.299227612093091	0.0489273029379547	0.291990717872977	0.0755252465605736	0.0716615784913301	0.0280826662201434
0.194040858319827	0.0564119299607618	0.160792992450297	0.0499847214668989	0.201631709933281	0.0670229208966096	0.160644730553031	0.0827161194756627	0.162958045800527	0.0495057217776775	0.169613532721996	0.0626554563641548	0.19439990259707	0.0637918533757329	0.220255652442575	0.046359573258087	0.220526348799467	0.0539067387580872	0.270473511889577	0.0801966390572488	0.300619589164853	0.0856086937710643	0.184247456490993	0.0465303130913526
0.245296723076275	0.0733769051730633	0.237853676080704	0.0557670928537846	0.232421247288585	0.0628694673068821	0.255709376186132	0.0688121300190687	0.218940932835851	0.0513405507164342	0.270694376900792	0.0718452255241573	0.212746324017644	0.0856128195300698	0.312057692557573	0.0619552154093981	0.301329931244254	0.0725192637182772	0.36312766931951	0.0677998564206064	0.292728865519166	0.0752940345555544	0.159483129158616	0.048145929351449
