20070515_HH	20070515_HV	20070630_HH	20070630_HV	20070815_HH	20070815_HV	20080517_HH	20080517_HV	20080817_HH	20080817_HV	20081002_HH	20081002_HV	20090820_HH	20090820_HV	20100523_HH	20100523_HV	20100708_HH	20100708_HV	20100823_HH	20100823_HV	20100921_HH	20100921_HV	20101008_HH	20101008_HV	20101106_HH	20101106_HV	20101123_HH	20101123_HV
0.0102121926223238	0.00293132975800998	0.00745663105044514	0.00278877560049295	0.00402887245374067	0.00201742889891778	0.0198466842994094	0.00443158822599798	0.00464774423744529	0.00195303114014678	0.0161277852021158	0.00303022950538434	0.0181437603896484	0.00267249115859158	0.0173616370884702	0.00353294442174956	0.0147891870001331	0.00278702325886115	0.00802811287576333	0.00369574330397882	NA	NA	0.00913734439139565	0.00263886227427671	NA	NA	0.0170563622377813	0.0033939557033591
0.00665549241239205	0.00297679516370408	0.00509575771866366	0.00294316159852315	0.00584985071327537	0.00283787838998251	0.0132779582507081	0.00299031287431717	0.0048148189089261	0.00321450017509051	0.00869285328579801	0.00256967403194202	0.0176020610379055	0.002293593774084	0.0158221302554011	0.00295688230835367	0.0223917280090973	0.00301263920846395	0.00887201650766656	0.00198793160961941	NA	NA	0.00953126625557031	0.00235455938880997	NA	NA	0.015094656846486	0.00184549929690547
0.00535647006472573	0.00274535897187889	0.00567095022415742	0.00287814039620571	0.00806956889573485	0.00257439204142429	0.00670440075919032	0.00402534281602129	0.0113523468109114	0.00205377677255975	0.00618274800945073	0.00246152027102653	0.01626536502902	0.00266454761315669	0.0150270426113691	0.00264927365684084	0.0322840311564505	0.00242400525894482	0.00835993798682466	0.00348912930348888	NA	NA	0.009771000710316	0.00331791717326269	NA	NA	0.016626332753471	0.00211282145963716
0.0095329316229456	0.00280685797851119	0.00720239360816777	0.00292065285611898	0.00660771776789001	0.00273705087602139	0.0136605420460304	0.00236991353126036	0.00680451054358855	0.00254415851668455	0.0112782614305615	0.00293689288082533	0.0136912796879187	0.00426934871939011	0.0147034855326638	0.00315643721842207	0.0210260825697333	0.00400010973680764	0.00670015148352832	0.00334993057185784	NA	NA	0.00708711077459157	0.00300045308540575	NA	NA	0.0111204332206398	0.00168069775099866
0.00690115982433781	0.00221482495544478	0.00697110925102606	0.00242728913144674	0.00525304733309895	0.0023713052214589	0.0176185616292059	0.0033216307638213	0.0113994895170132	0.00243012212579035	0.023560773814097	0.00231074781913776	0.0144768698373809	0.00338310125516728	0.0164064090931788	0.00280488262069412	0.00851027469616383	0.00413156926515512	0.00872650276869535	0.00367635759175755	NA	NA	0.00844973977655172	0.00289729060023092	NA	NA	0.0169534243436323	0.00211058123709841
0.00821696767317397	0.00279627510878657	0.00490459347409861	0.00198394918282117	0.0113087311619893	0.00212758110137656	0.0106330819544382	0.00390132490429096	0.00692952499957755	0.00201880815438926	0.0102284997701645	0.00298244864097796	0.0136430156417191	0.00374281650874764	0.0172688452294096	0.00428328130510636	0.011156051652506	0.00356246906449087	0.0125136614660732	0.00449188964557834	0.0309518823134048	0.00450722653684872	0.00913869572104886	0.00323945170384832	0.0173317980952561	0.00283774023409933	0.0169085187039205	0.0024081866722554
0.00707764428807423	0.00286234356462955	0.00776075851172209	0.00297291124505656	0.0106219674926251	0.00262775272130966	0.014425156172365	0.00311607684125192	0.00933070026803762	0.00302897272922564	0.0175016464199871	0.00223616547009442	0.0208956361748278	0.00270164868561551	0.0109792763832957	0.00399027348612435	0.0099522287491709	0.00377221658709459	0.013352989917621	0.00205168132379185	0.0166317448019981	0.00295557554012963	0.0120416690479033	0.0024249980924651	0.0104032188343505	0.00227275172558924	0.0131744105601683	0.00167843853705563
0.00649870577035472	0.00274636203539558	0.00791184231638908	0.00294794139335863	0.00845411373302341	0.00317984190769494	0.0183072183281183	0.00321816033101641	0.0109278244199231	0.0023265132040251	0.0104568341048434	0.00363619942800142	0.0126981507055461	0.0018075997941196	0.0149881244869903	0.0030366116843652	0.0153353589453868	0.00304983496399862	0.0136926763557962	0.00334653351455927	0.0191138337055842	0.00354625507154399	0.0135338380932808	0.00464218371780589	0.00915328027414424	0.00241709616966546	0.0108272873912938	0.00211374521313701
0.0116904282476753	0.00337160710478202	0.00698875787202269	0.00237267288321164	0.0137434110511094	0.00263126372010447	0.0139649211196229	0.00252462518983521	0.0197412328561768	0.00240641075652093	0.0172887935768813	0.00193672813475132	0.0121277570059257	0.00286066582027291	0.00916406797477975	0.00441536429570988	0.0185808370717698	0.00288328590492407	0.0113704783531527	0.00280500970418668	0.0186612887773663	0.00534398818854243	0.00978161464445293	0.00470371803385206	0.0147813174407929	0.00277982524130493	0.0189759290078655	0.00194815962458961
0.00673927941049139	0.00274271300683419	0.00620030358226763	0.0027647478143788	0.01012210481401	0.00263237537417029	0.00816857763048675	0.00280939456489351	0.00653680664254352	0.00199894669640344	0.022039805771783	0.00263012197683565	0.00795320315020425	0.00319845458891775	0.0124170818598941	0.00284554448444396	0.0212799881119281	0.0038532102771569	0.00953582488000393	0.00306016192512794	0.0151193090714514	0.00401252385927364	0.00963518244680017	0.00337956889416091	0.00539058676804416	0.00172248631133698	0.0120723361615092	0.00206639306270517
