20070515_HH	20070515_HV	20070630_HH	20070630_HV	20070815_HH	20070815_HV	20080517_HH	20080517_HV	20080817_HH	20080817_HV	20081002_HH	20081002_HV	20090820_HH	20090820_HV	20100523_HH	20100523_HV	20100708_HH	20100708_HV	20100823_HH	20100823_HV	20100921_HH	20100921_HV	20101008_HH	20101008_HV	20101106_HH	20101106_HV	20101123_HH	20101123_HV
0.0066217179927561	0.00308146770112216	0.00734924036078155	0.00257373349450063	0.00480873952619731	0.00262713768253369	0.00516729129271375	0.00316936789183981	0.0048143262101803	0.00253563484875485	0.00910552643472329	0.00293916759255808	0.0135060375323519	0.00352986165671609	0.0103350364370272	0.00344047305407003	0.011517683044076	0.00351067737210542	0.00868316303240135	0.00381417607422918	0.0159489625237054	0.00601186784398225	0.0113994323182851	0.0046108920359984	0.0196972114499658	0.0020776722667506	0.00736618170049042	0.00281800146331079
0.00914072338491678	0.0031579299538862	0.00500319572165608	0.00305795230087824	0.0117325520841405	0.00239049385709222	0.0136471186997369	0.00342640216695145	0.00514935178216547	0.00311603068257682	0.011877316981554	0.00291780312545598	0.0111923004151322	0.00365593278547749	0.0110055087651643	0.00344777433201671	0.00542144197970629	0.00267731380881742	0.00693831759105836	0.00377375057100185	0.0181287480518222	0.00367831795786818	0.00716299780954917	0.00302285439748731	0.0115432929014787	0.00186662437045015	0.00852371560176834	0.0017755140142981
0.00480169913498685	0.00253882464312483	0.0111281733843498	0.00287227323860861	0.0105958356289193	0.00399075582390651	0.0144962911726907	0.00243957531347405	0.00826269279544552	0.00254800936414136	0.00864406462226595	0.00244573954426284	0.0145682876463979	0.00366465272963978	0.0149994749808684	0.00332243824959733	0.00791250495240092	0.00416727580263146	0.0064141983166337	0.0020158094848739	0.0220082141458988	0.00396338876453228	0.00632603553822264	0.0038573871133849	0.0186635835561901	0.00251997864688747	0.0145174213685095	0.00264224721468054
0.00539163171197288	0.0030912408255972	0.00687088693181674	0.00258557475171983	0.0103176096454263	0.00246703490847722	0.0142787604127079	0.00261568653513677	0.0247099960688502	0.00193921021127608	0.0122805444730653	0.0030422551660902	0.0151763817827616	0.0037099339200982	0.0171003915602341	0.00234657214605249	0.00794128671986982	0.00343028485076502	0.0107377622690466	0.00341360545199778	NA	NA	0.010809076949954	0.00473003255319782	NA	NA	0.0150460352888331	0.001892029933515
0.00688200222793967	0.0022199501254363	0.00487729933229275	0.00217147570219822	0.0107981115579605	0.00221386289922521	0.0111965594281043	0.00269764571982835	0.0102292199486068	0.0025676629406267	0.009723543189466	0.00191068967978936	0.0177175406133756	0.00296924181748182	0.0183690633857623	0.00202378464746289	0.00575712908591543	0.00300018848585231	0.0125774843618274	0.00319155538454652	NA	NA	0.0151485806563869	0.00293865479761735	NA	NA	0.00992096562145485	0.00268335679235558
0.00864440313307568	0.00285099053871818	0.00438918118985991	0.00207752209260232	0.0102832138072699	0.00181161033106036	0.0191688034683466	0.00290269922697917	0.013081691312519	0.00195182957263155	0.0149171585217118	0.00190597930590489	0.0127048403290766	0.00363737464483295	0.0192827422999673	0.00406375837822755	0.00712072913302109	0.00336095932289027	0.00984805880580097	0.0034936226438731	NA	NA	0.00802943984874421	0.00333304390207761	NA	NA	0.0109871321668228	0.00235796981077227
0.00530216115294024	0.00210743250499945	0.00643469848566585	0.00329653872177005	0.0136498808860779	0.00200507364287559	0.0118022483075038	0.0026552033086773	0.01143018135594	0.00235051320244869	0.00983760703820735	0.00238635108689778	0.0131001938134432	0.00471671819104813	0.0134549352806062	0.00232686272647697	0.00743173973427879	0.00431552156805992	0.0146217079212268	0.00358787248842418	0.0170886029178898	0.00374751243119439	0.00580552191240713	0.00384046524413861	0.0175256601401738	0.00471686292439699	0.0123536722320649	0.0022670545666996
0.0104833339573815	0.00297110249812249	0.00662430888041854	0.00285339847739254	0.00875158904818818	0.00210334097209852	0.0128897692775354	0.00237362971529365	0.00813444994855672	0.00257998192682862	0.00870691932504997	0.00296756999159697	0.0112746015398039	0.00366819743067026	0.0147672438761219	0.00477668570238166	0.008244965173718	0.00320717777746419	0.0140548023794379	0.00455287514653589	0	0	0.00723595084855333	0.00323553761700168	0	0	0.010182693367824	0.00162277689378243
0.00534074864117429	0.00264597794739529	0.00769799936097115	0.00245446850021835	0.00527545443037525	0.00229531605145894	0.00561102404026315	0.00290268214303069	0.0147312701576286	0.00270441472012964	0.0142833041027188	0.00200717335974332	0.0187031886307523	0.00313797951093875	0.0114028168842196	0.0030464694253169	0.00823232921538875	0.00302479165839031	0.00731375062605366	0.00396085699321702	NA	NA	0.00955707236425951	0.00414748719776981	NA	NA	0.0121255901176482	0.00246119122311939
0.00705306860618293	0.00300512762623839	0.00683712985898767	0.00357523899791496	0.00400237611029297	0.00432872099918313	0.0124419340863824	0.00436911219730973	0.00706866121618077	0.00485323049360886	0.0128379940288141	0.00405679471441545	0.0144248529104516	0.00522229625494219	0.0127430204302073	0.00324978330172598	0.0135912320110947	0.00344833140843548	0.0095848897472024	0.0050190514108787	0.0170545540750027	0.00367720660869963	0.00963835703441873	0.00481192499864846	0.00595910870470107	0.00238540025020484	0.0125605278881267	0.00291117193410173
0.00745680596446618	0.00365340407006443	0.00623703858582303	0.00367847256711684	0.00788905413355678	0.00414385815383866	0.0147417243570089	0.00378123059635982	0.00757923215860501	0.00439048404223286	0.0111480278687345	0.00326630436918802	0.013876533950679	0.0044709027861245	0.00821890553925186	0.00317430953145958	0.0124536629559265	0.0038052876221223	0.00722327668012844	0.00366894942190912	0.0127213930245489	0.004035410907818	0.00974500528536737	0.00401047372724861	0.00732341856928542	0.0035697108542081	0.00776567059801891	0.00189422721450683
0.00625401808481131	0.00244637753348798	0.0074667070293799	0.00388723384821787	0.00774985575117171	0.00290684384526685	0.0140673981513828	0.00496307967114262	0.00777244690107182	0.00523341383086517	0.0150830579093761	0.00429911078471277	0.0129034555284306	0.00295354257104918	0.00729436782421544	0.00340088916709647	0.022217506956723	0.00451091084525817	0.0112504624994472	0.00440601832815446	0.015603449428454	0.00284289213595912	0.00794654909987003	0.00557662130449899	0.00744277675403282	0.00220997557335068	0.00799580634338781	0.00311660690931603
0.00674061314202845	0.00392231307341717	0.00865286382447396	0.00342293329803007	0.00572856940561906	0.00275011606572662	0.00741097086574882	0.00343306743889116	0.00749056244967505	0.00338280232972465	0.0141135025769472	0.00239544099248532	0.00786586871577634	0.00350261932342417	0.00856924889376387	0.0025394725962542	0.0103924583850635	0.00456733292796546	0.0111562218517065	0.00529305636882782	0.0152914735954255	0.00357036749483086	0.0105365561321378	0.0047334257978946	0.00996745776917253	0.00199411917544369	0.0163080743514001	0.002809197147144
0.00885614461731166	0.00310051714768633	0.00663332262774929	0.00299785597599111	0.00551366317085922	0.00285431180964224	0.00689309364598658	0.00309421520473229	0.00815399117501719	0.00273542019671627	0.0148432863643393	0.00325549795525149	0.0129072645213455	0.00336269577383064	0.0106526662711985	0.00295410203398205	0.00788537925109267	0.0043908010369965	0.0108493921579793	0.00435960059985518	0.0118458273096217	0.00264734403592431	0.0107074521365575	0.00478775834199041	0.00996037723962218	0.0034875531855505	0.0197520651854575	0.00234589746105485
0.00837570644216612	0.00315412739291787	0.0065517658367753	0.0039976469706744	0.00714797805994749	0.0026778488245327	0.0112923365086317	0.00274576048832387	0.00783579501633843	0.00385673261351056	0.0156190906418487	0.00452631714870222	0.0146207182801196	0.00389579118096403	0.00930079619865865	0.00306337248184718	0.00805383239639923	0.00417806603945792	0.00983085124088185	0.00376045973306256	0.0126317489193752	0.00274453802558128	0.0126998691121116	0.00517245661467314	0.00861398823326454	0.00234403429203667	0.0148970791035228	0.00296608881197042
