1 -0.705 1.481 -2.886 3.2215 -1.0318 355 1.0607 2.7
2 -2.39 -1.65 -3.126 3.2651 -1.0317 355 1.0607 2.7
3 2.145 6.218 -1.932 2.4883 -1.0316 355 1.0607 2.7
4 2.325 6.127 -1.482 3.1372 -1.1957 355 1.0607 2.7
5 -0.895 1.847 -3.644 5.8294 -1.1982 355 1.0607 2.7
6 -0.555 4.613 -5.719 2.607 -1.0792 355 1.0607 2.7
7 3.425 5.532 1.32 5.4238 -1.0336 355 1.0607 2.7
8 2.5 4.888 0.107 5.5015 -1.1313 355 1.0607 2.7
9 0.62 2.552 -1.311 1.7513 -1.1375 355 1.0607 2.7
10 -1.18 0.068 -2.431 0.1454 -1.1319 355 1.0607 2.7
11 -3.09 -0.787 -5.394 0.5733 -1.1432 355 1.0607 2.7
12 -3.705 -1.704 -5.713 0.6119 -1.1432 355 1.0607 2.7
13 -0.26 1.648 -2.169 0.3311 -1.1432 355 1.0607 2.7
14 1.775 6.295 -2.75 5.6611 -1.1452 355 1.0607 2.7
15 -3.58 -1.27 -5.888 2.0159 -1.1431 355 1.0607 2.7
16 -0.895 3.357 -5.146 3.6743 -1.1448 355 1.0607 2.7
17 0.065 4.851 -4.723 7.2508 -1.1465 355 1.0607 2.7
18 -2.11 1.053 -5.27 3.8961 -1.1431 355 1.0607 2.7
19 -3.305 -1.27 -5.337 1.994 -1.1431 355 1.0607 2.7
20 -0.62 4.544 -5.785 5.6702 -1.1659 355 1.0607 2.7
21 2.375 5.218 -0.468 4.5408 -1.1653 355 1.0607 2.7
22 0.115 4.174 -3.942 4.9128 -1.1651 355 1.0607 2.7
23 -4.375 -3.053 -5.696 1.7146 -1.1651 355 1.0607 2.7
24 -4.465 -2.927 -5.996 0.5949 -1.1651 355 1.0607 2.7
25 0.3 5.196 -4.599 5.0115 -1.165 355 1.0607 2.7
26 -3.005 0.018 -6.026 5.0213 -1.1644 355 1.0607 2.7
27 -2.295 2.714 -7.3 7.9634 -1.164 355 1.0607 2.7
28 -2.895 2.972 -8.76 8.1233 -1.1634 355 1.0607 2.7
29 -7.02 -0.669 -13.37 7.6105 -1.1627 355 1.0607 2.7
30 -6.8 -4.693 -8.91 1.516 -1.1627 355 1.0607 2.7
31 0.205 6.679 -6.267 5.0987 -1.1619 355 1.0607 2.7
32 6.24 10.28 2.205 6.4414 -1.0163 355 1.0607 2.7
33 4.56 8.62 0.501 8.2538 -1.1612 355 1.0607 2.7
34 -0.755 0.563 -2.07 1.8557 -1.1612 355 1.0607 2.7
35 0.735 3.927 -2.458 4.0238 -1.161 355 1.0607 2.7
36 0.07 1.039 -0.904 2.0366 -1.161 355 1.0607 2.7
37 1.13 5.833 -3.574 5.4799 -1.1605 355 1.0607 2.7
38 3.935 9.08 -1.213 5.1668 -1.1594 355 1.0607 2.7
39 5.855 8.89 2.817 5.0483 -1.1578 355 1.0607 2.7
40 3.015 7.14 -1.114 7.2055 -1.1559 355 1.0607 2.7
41 -0.805 1.274 -2.882 3.9225 -1.1558 355 1.0607 2.7
42 0.575 2.357 -1.211 2.5313 -1.1557 355 1.0607 2.7
43 -0.595 1.496 -2.687 4.1999 -1.1555 355 1.0607 2.7
44 -1.625 -0.109 -3.137 0.5404 -1.1555 355 1.0607 2.7
45 -0.745 1.729 -3.22 2.2855 -1.1555 355 1.0607 2.7
46 0.34 2.919 -2.237 4.6394 -1.1551 355 1.0607 2.7
47 -1.94 -0.691 -3.187 3.0164 -1.1551 355 1.0607 2.7
48 1.87 6.316 -2.584 9.393 -1.1529 355 1.0607 2.7
49 2.115 8.02 -3.788 10.6574 -1.1493 355 1.0607 2.7
50 -0.645 5.201 -6.495 10.456 -1.1468 355 1.0607 2.7
51 -2.09 -0.068 -4.112 1.5917 -1.1468 355 1.0607 2.7
