time,leaf.temp,leaf.par,leaf.vpd,leaf.atm_press,leaf.ca_conc,leaf.wind,A,cc,ci,rd,lim,ri,rs,rb
2005-01-01 00:00:00, 7.570001e+00,      0.0000,  0.16892374,   101325.00,    396.7669,  1.38200004,-0.295502173,   40.202407,   40.202407, 0.295502173,           0,           0, 1.934485e+02,           0
2005-01-01 00:30:00, 7.309991e+00,      0.0000,  0.15262476,   101325.00,    397.0764,  1.12500002,-0.285727694,   40.233766,   40.233766, 0.285727694,           0,           0, 1.901048e+02,           0
2005-01-01 01:00:00, 7.230005e+00,      0.0000,  0.14873322,   101325.00,    397.0563,  1.52100001,-0.282781330,   40.231731,   40.231731, 0.282781330,           0,           0, 1.889526e+02,           0
2005-01-01 01:30:00, 6.856989e+00,      0.0000,  0.12808806,   101325.00,    397.1498,  1.71099998,-0.269408145,   40.241206,   40.241206, 0.269408145,           0,           0, 1.842760e+02,           0
2005-01-01 02:00:00, 6.637994e+00,      0.0000,  0.11932309,   101325.00,    397.3823,  1.69099998,-0.261832097,   40.264762,   40.264762, 0.261832097,           0,           0, 1.810906e+02,           0
2005-01-01 02:30:00, 6.321008e+00,      0.0000,  0.10429977,   101325.00,    397.3710,  1.62799995,-0.251215401,   40.263621,   40.263621, 0.251215401,           0,           0, 1.773096e+02,           0
2005-01-01 03:00:00, 6.183008e+00,      0.0000,  0.09762185,   101325.00,    397.1360,  1.76100005,-0.246719472,   40.239808,   40.239808, 0.246719472,           0,           0, 1.758562e+02,           0
2005-01-01 03:30:00, 6.038995e+00,      0.0000,  0.09196085,   101325.00,    397.2994,  1.79299999,-0.242107498,   40.256363,   40.256363, 0.242107498,           0,           0, 1.740576e+02,           0
2005-01-01 04:00:00, 5.821008e+00,      0.0000,  0.08503467,   101325.00,    397.2996,  1.61299995,-0.235278836,   40.256384,   40.256384, 0.235278836,           0,           0, 1.713005e+02,           0
2005-01-01 04:30:00, 5.498010e+00,      0.0000,  0.07320464,   101325.00,    396.8987,  1.50100001,-0.225489694,   40.215762,   40.215762, 0.225489694,           0,           0, 1.678299e+02,           0
2005-01-01 05:00:00, 5.481012e+00,      0.0000,  0.07221536,   101325.00,    396.8987,  1.83900004,-0.224985191,   40.215762,   40.215762, 0.224985191,           0,           0, 1.676990e+02,           0
2005-01-01 05:30:00, 5.247003e+00,      0.0000,  0.06927074,   101325.00,    397.1512,  1.85600005,-0.218146042,   40.241350,   40.241350, 0.218146042,           0,           0, 1.644804e+02,           0
2005-01-01 06:00:00, 5.360986e+00,      0.0000,  0.07071878,   101325.00,    397.2777,  1.92000002,-0.221452718,   40.254166,   40.254166, 0.221452718,           0,           0, 1.659498e+02,           0
2005-01-01 06:30:00, 5.628015e+00,      0.0000,  0.08298974,   101325.00,    397.0134,  1.86000004,-0.229383216,   40.227384,   40.227384, 0.229383216,           0,           0, 1.685038e+02,           0
2005-01-01 07:00:00, 5.704004e+00,      0.0000,  0.08434620,   101325.00,    397.0134,  1.99400001,-0.231687926,   40.227384,   40.227384, 0.231687926,           0,           0, 1.695415e+02,           0
2005-01-01 07:30:00, 5.844995e+00,     59.8000,  0.08332479,   101325.00,    389.1188,  1.59399999, 3.636386085,   31.652919,   31.652919, 0.236021373,           3,           0, 1.318767e+01,           0
2005-01-01 08:00:00, 7.020013e+00,    178.8000,  0.12852873,   101325.00,    388.5195,  1.57000000, 7.116657388,   30.733099,   30.733099, 0.275179188,           3,           0, 7.483094e+00,           0
2005-01-01 08:30:00, 8.649988e+00,    330.1000,  0.21100526,   101325.00,    386.9183,  1.35599995, 8.361904228,   29.907689,   29.907689, 0.339482586,           2,           0, 6.857918e+00,           0
2005-01-01 09:00:00, 1.014999e+01,    458.9000,  0.29803467,   101325.00,    389.0935,  1.71200003, 9.454097816,   29.400796,   29.400796, 0.410480858,           2,           0, 6.540167e+00,           0
2005-01-01 09:30:00, 1.158999e+01,    585.8000,  0.38407935,   101325.00,    389.0935,  1.92799996,10.512821617,   28.793544,   28.793544, 0.490855887,           2,           0, 6.237818e+00,           0
2005-01-01 10:00:00, 1.358999e+01,    697.1000,  0.53604742,   101325.00,    386.7582,  1.80299998,11.867440506,   27.579723,   27.579723, 0.624901340,           2,           0, 6.033711e+00,           0
2005-01-01 10:30:00, 1.552999e+01,    786.0000,  0.74656781,   101325.00,    387.2587,  2.70899999,12.894143182,   26.066371,   26.066371, 0.781986072,           2,           0, 6.301485e+00,           0
2005-01-01 11:00:00, 1.624001e+01,    845.0000,  0.84967560,   101325.00,    383.2105,  2.99700003,12.965486844,   24.944039,   24.944039, 0.846225033,           2,           0, 6.605612e+00,           0
2005-01-01 11:30:00, 1.692999e+01,    880.0000,  0.94962543,   101325.00,    380.9785,  3.58400002,12.993281793,   23.980007,   23.980007, 0.911943977,           2,           0, 6.941772e+00,           0
2005-01-01 12:00:00, 1.705999e+01,    888.0000,  1.00521344,   101325.00,    378.0075,  4.70299998,12.690817564,   23.127233,   23.127233, 0.924672354,           2,           0, 7.375385e+00,           0
2005-01-01 12:30:00, 1.735000e+01,    861.0000,  1.05022607,   101325.00,    389.0935,  3.26100005,12.970148522,   23.404776,   23.404776, 0.953441196,           2,           0, 7.618760e+00,           0
2005-01-01 13:00:00, 1.739001e+01,    800.0000,  1.06442297,   101325.00,    389.2170,  3.91799988,12.912496724,   23.233028,   23.233028, 0.957449644,           2,           0, 7.740797e+00,           0
2005-01-01 13:30:00, 1.733001e+01,    719.0000,  1.08516418,   101325.00,    389.4940,  3.83799994,12.708847088,   22.857779,   22.857779, 0.951442040,           2,           0, 8.060588e+00,           0
2005-01-01 14:00:00, 1.761999e+01,    605.9000,  1.14215771,   101325.00,    389.0935,  3.05000008,12.541956464,   22.208685,   22.208685, 0.980670993,           2,           0, 8.467121e+00,           0
2005-01-01 14:30:00, 1.742001e+01,    454.1000,  1.15632629,   101325.00,    390.0054,  3.32599993,12.235421235,   21.764924,   21.764924, 0.960461374,           2,           0, 8.949543e+00,           0
2005-01-01 15:00:00, 1.724999e+01,    334.6000,  1.13272339,   101325.00,    386.9183,  2.72700005,11.743272162,   21.860211,   21.860211, 0.943463124,           3,           0, 9.110261e+00,           0
2005-01-01 15:30:00, 1.711001e+01,    221.6000,  1.11022168,   101325.00,    389.8945,  2.01099992, 9.429332396,   22.651217,   22.651217, 0.929597573,           3,           0, 1.102573e+01,           0
2005-01-01 16:00:00, 1.642001e+01,     81.0000,  1.07233923,   101325.00,    390.9057,  1.64100001, 3.773828198,   24.980542,   24.980542, 0.863064061,           3,           0, 2.390922e+01,           0
2005-01-01 16:30:00, 1.485000e+01,      0.0000,  0.87123999,   101325.00,    387.0638,  1.99399999,-0.723826460,   39.219243,   39.219243, 0.723826460,           0,           0, 3.343265e+02,           0
2005-01-01 17:00:00, 1.310000e+01,      0.0000,  0.68523267,   101325.00,    388.5869,  2.05200007,-0.589508543,   39.373570,   39.373570, 0.589508543,           0,           0, 2.782540e+02,           0
2005-01-01 17:30:00, 1.161001e+01,      0.0000,  0.57387225,   101325.00,    389.3684,  1.18399997,-0.492064471,   39.452749,   39.452749, 0.492064471,           0,           0, 2.312588e+02,           0
2005-01-01 18:00:00, 1.058001e+01,      0.0000,  0.51121948,   101325.00,    390.0070,  1.63399998,-0.433162683,   39.517455,   39.517455, 0.433162683,           0,           0, 2.063831e+02,           0
2005-01-01 18:30:00, 9.909998e+00,      0.0000,  0.52154199,   101325.00,    398.7039,  1.96099995,-0.398289851,   40.398671,   40.398671, 0.398289851,           0,           0, 1.794989e+02,           0
2005-01-01 19:00:00, 9.330011e+00,      0.0000,  0.55046594,   101325.00,    401.3583,  1.80800003,-0.370162101,   40.667629,   40.667629, 0.370162101,           0,           0, 1.610758e+02,           0
2005-01-01 19:30:00, 8.399988e+00,      0.0000,  0.52172302,   101325.00,    396.2270,  1.74400000,-0.328799373,   40.147704,   40.147704, 0.328799373,           0,           0, 1.511398e+02,           0
2005-01-01 20:00:00, 7.309991e+00,      0.0000,  0.48174103,   101325.00,    397.0764,  2.06600001,-0.285727694,   40.233766,   40.233766, 0.285727694,           0,           0, 1.418096e+02,           0
2005-01-01 20:30:00, 6.839990e+00,      0.0000,  0.48219812,   101325.00,    397.1498,  2.18400006,-0.268812903,   40.241206,   40.241206, 0.268812903,           0,           0, 1.367984e+02,           0
2005-01-01 21:00:00, 6.214014e+00,      0.0000,  0.45686401,   101325.00,    397.3710,  2.18200000,-0.247723053,   40.263621,   40.263621, 0.247723053,           0,           0, 1.333835e+02,           0
2005-01-01 21:30:00, 5.662988e+00,      0.0000,  0.43104349,   101325.00,    397.0134,  2.13799997,-0.230441272,   40.227384,   40.227384, 0.230441272,           0,           0, 1.311160e+02,           0
2005-01-01 22:00:00, 4.883997e+00,      0.0000,  0.38841583,   101325.00,    397.0863,  1.67000000,-0.207919734,   40.234765,   40.234765, 0.207919734,           0,           0, 1.287647e+02,           0
2005-01-01 22:30:00, 4.212000e+00,      0.0000,  0.35193723,   101325.00,    395.8345,  1.61199997,-0.190161483,   40.107928,   40.107928, 0.190161483,           0,           0, 1.271201e+02,           0
2005-01-01 23:00:00, 3.455011e+00,      0.0000,  0.31224490,   101325.00,    396.5479,  1.36399996,-0.171862784,   40.180219,   40.180219, 0.171862784,           0,           0, 1.252574e+02,           0
2005-01-01 23:30:00, 2.666010e+00,      0.0000,  0.27197333,   101325.00,    394.2442,  1.22300000,-0.154557810,   39.946798,   39.946798, 0.154557810,           0,           0, 1.237541e+02,           0
2005-01-02 00:00:00, 1.946985e+00,      0.0000,  0.23506532,   101325.00,    394.2998,  1.21199999,-0.140227149,   39.952430,   39.952430, 0.140227149,           0,           0, 1.224364e+02,           0
2005-01-02 00:30:00, 1.446008e+00,      0.0000,  0.20931763,   101325.00,    392.8205,  1.15700001,-0.130992275,   39.802532,   39.802532, 0.130992275,           0,           0, 1.217238e+02,           0
2005-01-02 01:00:00, 1.046991e+00,      0.0000,  0.18320961,   101325.00,    392.7061,  1.14600001,-0.124050154,   39.790949,   39.790949, 0.124050154,           0,           0, 1.214399e+02,           0
2005-01-02 01:30:00, 9.869934e-01,      0.0000,  0.16338742,   101325.00,    392.7061,  1.32700001,-0.123036815,   39.790949,   39.790949, 0.123036815,           0,           0, 1.222704e+02,           0
2005-01-02 02:00:00, 7.870117e-01,      0.0000,  0.15133797,   101325.00,    392.5986,  1.01499997,-0.119715276,   39.780053,   39.780053, 0.119715276,           0,           0, 1.220725e+02,           0
2005-01-02 02:30:00, 3.709961e-01,      0.0000,  0.13177644,   101325.00,    391.1108,  1.19399997,-0.113074670,   39.629303,   39.629303, 0.113074670,           0,           0, 1.214786e+02,           0
2005-01-02 03:00:00, 6.005859e-03,      0.0000,  0.11304381,   101325.00,    390.7872,  1.22500001,-0.107536328,   39.596516,   39.596516, 0.107536328,           0,           0, 1.210093e+02,           0
2005-01-02 03:30:00,-1.669983e-01,      0.0000,  0.10498813,   101325.00,    390.1636,  1.42699998,-0.105001580,   39.533326,   39.533326, 0.105001580,           0,           0, 1.207858e+02,           0
2005-01-02 04:00:00,-1.600098e-01,      0.0000,  0.10383434,   101325.00,    390.1636,  1.29299997,-0.105102868,   39.533326,   39.533326, 0.105102868,           0,           0, 1.208710e+02,           0
2005-01-02 04:30:00,-2.210144e-01,      0.0000,  0.10217059,   101325.00,    390.2576,  1.57700004,-0.104221799,   39.542848,   39.542848, 0.104221799,           0,           0, 1.207141e+02,           0
2005-01-02 05:00:00,-2.479919e-01,      0.0000,  0.10376881,   101325.00,    390.3192,  1.38499998,-0.103834399,   39.549094,   39.549094, 0.103834399,           0,           0, 1.205275e+02,           0
2005-01-02 05:30:00,-4.799866e-01,      0.0000,  0.09789416,   101325.00,    389.2880,  1.42099996,-0.100558619,   39.444607,   39.444607, 0.100558619,           0,           0, 1.200162e+02,           0
2005-01-02 06:00:00,-6.699890e-01,      0.0000,  0.09246926,   101325.00,    388.5687,  1.47400003,-0.097948737,   39.371724,   39.371724, 0.097948737,           0,           0, 1.196341e+02,           0
2005-01-02 06:30:00,-6.380066e-01,      0.0000,  0.09152055,   101325.00,    388.4115,  1.48999999,-0.098383523,   39.355797,   39.355797, 0.098383523,           0,           0, 1.198042e+02,           0
2005-01-02 07:00:00,-6.609863e-01,      0.0000,  0.08671083,   101325.00,    388.4115,  1.81499999,-0.098070940,   39.355797,   39.355797, 0.098070940,           0,           0, 1.199535e+02,           0
2005-01-02 07:30:00,-4.989990e-01,     51.9500,  0.08774659,   101325.00,    390.8412,  1.55999999, 2.677257846,   31.728709,   31.728709, 0.100294535,           3,           0, 1.813963e+01,           0
2005-01-02 08:00:00, 3.699890e-01,    171.8000,  0.10666837,   101325.00,    386.8865,  1.41800001, 3.605062872,   30.836624,   30.836624, 0.113059025,           2,           0, 1.431194e+01,           0
2005-01-02 08:30:00, 2.192010e+00,    326.7000,  0.16315994,   101325.00,    385.6455,  1.34800005, 4.384217961,   29.955606,   29.955606, 0.144963973,           2,           0, 1.283106e+01,           0
2005-01-02 09:00:00, 3.928003e+00,    470.5000,  0.23073152,   101325.00,    389.0935,  1.79299997, 5.243008803,   29.373940,   29.373940, 0.183092241,           2,           0, 1.182471e+01,           0
2005-01-02 09:30:00, 4.997003e+00,    541.3000,  0.27298434,   101325.00,    389.0935,  1.82399998, 5.814715572,   28.889455,   28.889455, 0.211054225,           2,           0, 1.117604e+01,           0
2005-01-02 10:00:00, 6.321985e+00,    598.2000,  0.32555203,   101325.00,    389.0935,  1.81000000, 6.576565529,   28.352875,   28.352875, 0.251247486,           2,           0, 1.038464e+01,           0
2005-01-02 10:30:00, 7.279993e+00,    606.3000,  0.35041745,   101325.00,    389.0935,  2.66800003, 7.185992379,   28.213984,   28.213984, 0.284619362,           2,           0, 9.623160e+00,           0
2005-01-02 11:00:00, 7.969995e+00,    726.0000,  0.39961172,   101325.00,    393.1012,  3.07800009, 7.624931568,   27.957326,   27.957326, 0.311141781,           2,           0, 9.605318e+00,           0
2005-01-02 11:30:00, 8.129999e+00,    472.8000,  0.41829523,   101325.00,    391.9226,  2.57999996, 7.693612434,   27.629341,   27.629341, 0.317608126,           2,           0, 9.686786e+00,           0
2005-01-02 12:00:00, 8.010004e+00,    432.6000,  0.40876291,   101325.00,    387.4775,  2.37800006, 7.583998025,   27.418897,   27.418897, 0.312747245,           2,           0, 9.631632e+00,           0
2005-01-02 12:30:00, 8.110010e+00,    389.3000,  0.39900885,   101325.00,    386.9183,  2.68599990, 7.671100504,   27.562223,   27.562223, 0.316793609,           2,           0, 9.361463e+00,           0
2005-01-02 13:00:00, 7.959985e+00,    291.7000,  0.37642166,   101325.00,    388.1442,  2.13399999, 7.616346953,   27.943959,   27.943959, 0.310741294,           2,           0, 9.220196e+00,           0
2005-01-02 13:30:00, 7.740015e+00,    302.8000,  0.34148257,   101325.00,    387.4098,  2.34800008, 7.511606264,   28.329110,   28.329110, 0.302059067,           2,           0, 8.971384e+00,           0
2005-01-02 14:00:00, 7.320001e+00,    120.3000,  0.30135901,   101325.00,    388.7035,  1.94000001, 6.122411809,   29.051717,   29.051717, 0.286098400,           3,           0, 1.041107e+01,           0
2005-01-02 14:30:00, 7.230005e+00,     98.7000,  0.28931671,   101325.00,    388.8906,  1.82399996, 5.411073388,   29.332135,   29.332135, 0.282781330,           3,           0, 1.148166e+01,           0
2005-01-02 15:00:00, 7.270013e+00,    121.6000,  0.27581085,   101325.00,    388.5558,  1.66000003, 6.156497520,   29.340380,   29.340380, 0.284251550,           3,           0, 1.004921e+01,           0
2005-01-02 15:30:00, 7.320001e+00,     70.5000,  0.26958307,   101325.00,    388.2991,  2.42000003, 4.173500318,   29.855100,   29.855100, 0.286098400,           3,           0, 1.402482e+01,           0
2005-01-02 16:00:00, 7.249994e+00,     35.1800,  0.25502982,   101325.00,    396.1139,  2.12100003, 2.139187370,   31.748256,   31.748256, 0.283514999,           3,           0, 2.418645e+01,           0
2005-01-02 16:30:00, 7.240015e+00,      0.0000,  0.24364160,   101325.00,    397.0563,  1.81600001,-0.283148505,   40.231731,   40.231731, 0.283148505,           0,           0, 1.724109e+02,           0
2005-01-02 17:00:00, 7.140009e+00,      0.0000,  0.22375037,   101325.00,    397.0563,  1.69099997,-0.279499812,   40.231731,   40.231731, 0.279499812,           0,           0, 1.737309e+02,           0
2005-01-02 17:30:00, 7.170007e+00,      0.0000,  0.21305197,   101325.00,    397.0563,  1.44100004,-0.280589721,   40.231731,   40.231731, 0.280589721,           0,           0, 1.760796e+02,           0
2005-01-02 18:00:00, 7.159998e+00,      0.0000,  0.20885022,   101325.00,    397.0563,  0.83400003,-0.280225613,   40.231731,   40.231731, 0.280225613,           0,           0, 1.765854e+02,           0
2005-01-02 18:30:00, 7.230005e+00,      0.0000,  0.20680035,   101325.00,    397.0563,  0.96700000,-0.282781330,   40.231731,   40.231731, 0.282781330,           0,           0, 1.783523e+02,           0
2005-01-02 19:00:00, 7.260004e+00,      0.0000,  0.20212244,   101325.00,    397.0563,  1.13100001,-0.283883054,   40.231731,   40.231731, 0.283883054,           0,           0, 1.797892e+02,           0
2005-01-02 19:30:00, 7.300012e+00,      0.0000,  0.18732362,   101325.00,    397.0764,  1.64399995,-0.285358560,   40.233766,   40.233766, 0.285358560,           0,           0, 1.832943e+02,           0
2005-01-02 20:00:00, 7.459985e+00,      0.0000,  0.17593529,   101325.00,    397.0764,  1.51500001,-0.291329346,   40.233766,   40.233766, 0.291329346,           0,           0, 1.891527e+02,           0
2005-01-02 20:30:00, 7.629999e+00,      0.0000,  0.17380679,   101325.00,    397.0508,  1.37299994,-0.297800978,   40.231176,   40.231176, 0.297800978,           0,           0, 1.938552e+02,           0
2005-01-02 21:00:00, 7.860010e+00,      0.0000,  0.16698807,   101325.00,    399.2376,  1.06900003,-0.306767217,   40.452748,   40.452748, 0.306767217,           0,           0, 2.005425e+02,           0
2005-01-02 21:30:00, 8.360010e+00,      0.0000,  0.17057439,   101325.00,    396.4307,  1.88899999,-0.327119793,   40.168340,   40.168340, 0.327119793,           0,           0, 2.172376e+02,           0
2005-01-02 22:00:00, 8.610010e+00,      0.0000,  0.17797318,   101325.00,    392.3523,  1.79599995,-0.337753187,   39.755099,   39.755099, 0.337753187,           0,           0, 2.274478e+02,           0
2005-01-02 22:30:00, 8.719995e+00,      0.0000,  0.17479498,   101325.00,    392.3523,  1.94199995,-0.342530490,   39.755099,   39.755099, 0.342530490,           0,           0, 2.330836e+02,           0
2005-01-02 23:00:00, 8.640009e+00,      0.0000,  0.15702521,   101325.00,    392.3523,  2.06800011,-0.339050141,   39.755099,   39.755099, 0.339050141,           0,           0, 2.354125e+02,           0
2005-01-02 23:30:00, 8.839990e+00,      0.0000,  0.15575755,   101325.00,    393.4444,  1.49799998,-0.347812804,   39.865755,   39.865755, 0.347812804,           0,           0, 2.441977e+02,           0
2005-01-03 00:00:00, 8.909998e+00,      0.0000,  0.15421304,   101325.00,    393.4444,  1.66800005,-0.350928772,   39.865755,   39.865755, 0.350928772,           0,           0, 2.482422e+02,           0
2005-01-03 00:30:00, 8.510004e+00,      0.0000,  0.12562830,   101325.00,    391.9052,  1.23899998,-0.333462227,   39.709794,   39.709794, 0.333462227,           0,           0, 2.404905e+02,           0
2005-01-03 01:00:00, 8.209985e+00,      0.0000,  0.11546616,   101325.00,    399.5059,  0.81299998,-0.320886689,   40.479938,   40.479938, 0.320886689,           0,           0, 2.251320e+02,           0
2005-01-03 01:30:00, 7.399988e+00,      0.0000,  0.08554543,   101325.00,    397.0764,  0.76200002,-0.289076639,   40.233766,   40.233766, 0.289076639,           0,           0, 2.069364e+02,           0
2005-01-03 02:00:00, 7.240015e+00,      0.0000,  0.07441776,   101325.00,    397.0563,  1.15999995,-0.283148505,   40.231731,   40.231731, 0.283148505,           0,           0, 2.047982e+02,           0
2005-01-03 02:30:00, 7.659998e+00,      0.0000,  0.07659015,   101325.00,    397.0508,  1.59200000,-0.298956547,   40.231176,   40.231176, 0.298956547,           0,           0, 2.175279e+02,           0
2005-01-03 03:00:00, 7.929987e+00,      0.0000,  0.07587847,   101325.00,    400.2814,  1.45100001,-0.309543890,   40.558509,   40.558509, 0.309543890,           0,           0, 2.252787e+02,           0
2005-01-03 03:30:00, 8.140009e+00,      0.0000,  0.08347757,   101325.00,    400.0825,  1.43399997,-0.318016727,   40.538359,   40.538359, 0.318016727,           0,           0, 2.314356e+02,           0
2005-01-03 04:00:00, 7.719995e+00,      0.0000,  0.07058398,   101325.00,    397.5563,  1.18999998,-0.301280078,   40.282397,   40.282397, 0.301280078,           0,           0, 2.209061e+02,           0
2005-01-03 04:30:00, 7.390009e+00,      0.0000,  0.05458805,   101325.00,    397.0764,  1.21000003,-0.288703514,   40.233766,   40.233766, 0.288703514,           0,           0, 2.141301e+02,           0
2005-01-03 05:00:00, 7.550012e+00,      0.0000,  0.05102438,   101325.00,    396.7669,  1.43500006,-0.294739932,   40.202407,   40.202407, 0.294739932,           0,           0, 2.206847e+02,           0
2005-01-03 05:30:00, 7.700006e+00,      0.0000,  0.06312324,   101325.00,    397.2511,  1.35100005,-0.300504121,   40.251468,   40.251468, 0.300504121,           0,           0, 2.224357e+02,           0
2005-01-03 06:00:00, 7.839990e+00,      0.0000,  0.07116505,   101325.00,    398.5654,  1.35799999,-0.305977066,   40.384640,   40.384640, 0.305977066,           0,           0, 2.244386e+02,           0
2005-01-03 06:30:00, 7.929987e+00,      0.0000,  0.08122203,   101325.00,    400.2814,  1.24600002,-0.309543890,   40.558509,   40.558509, 0.309543890,           0,           0, 2.237683e+02,           0
2005-01-03 07:00:00, 7.890009e+00,      0.0000,  0.08526392,   101325.00,    399.5079,  1.04500002,-0.307954750,   40.480135,   40.480135, 0.307954750,           0,           0, 2.217029e+02,           0
2005-01-03 07:30:00, 7.629999e+00,     46.5200,  0.08062120,   101325.00,    396.2985,  1.11299997, 2.852355070,   32.626552,   32.626552, 0.297800978,           3,           0, 1.628030e+01,           0
2005-01-03 08:00:00, 7.929987e+00,    187.5000,  0.08870306,   101325.00,    389.5265,  1.43599996, 7.713883396,   31.163008,   31.163008, 0.309543890,           3,           0, 6.641554e+00,           0
2005-01-03 08:30:00, 8.529993e+00,    263.3000,  0.13247852,   101325.00,    391.8313,  1.66199998, 8.403139271,   30.983081,   30.983081, 0.334315891,           2,           0, 6.400294e+00,           0
2005-01-03 09:00:00, 9.089990e+00,    303.8000,  0.16650887,   101325.00,    387.4098,  1.02800000, 8.759146131,   30.367810,   30.367810, 0.359057040,           2,           0, 6.257945e+00,           0
2005-01-03 09:30:00, 9.550012e+00,    270.6000,  0.20515468,   101325.00,    392.2167,  1.29300004, 9.132537272,   30.442166,   30.442166, 0.380613201,           2,           0, 6.280829e+00,           0
2005-01-03 10:00:00, 9.510004e+00,    318.7000,  0.20579227,   101325.00,    387.4098,  1.67399997, 9.045829869,   30.057047,   30.057047, 0.378692986,           2,           0, 6.271522e+00,           0
2005-01-03 10:30:00, 9.879999e+00,    334.6000,  0.23536803,   101325.00,    387.4098,  1.08400001, 9.305450643,   29.826499,   29.826499, 0.396789062,           2,           0, 6.249370e+00,           0
2005-01-03 11:00:00, 1.045999e+01,    377.4000,  0.27638962,   101325.00,    386.9183,  1.27399998, 9.716072073,   29.479278,   29.479278, 0.426722058,           2,           0, 6.174080e+00,           0
2005-01-03 11:30:00, 1.130001e+01,    621.4000,  0.33788226,   101325.00,    389.0935,  1.18899994,10.351616973,   29.191252,   29.191252, 0.473638100,           2,           0, 6.097975e+00,           0
2005-01-03 12:00:00, 1.351000e+01,    957.0000,  0.49930130,   101325.00,    391.3413,  1.41599995,11.983597459,   28.265875,   28.265875, 0.619007424,           2,           0, 5.861076e+00,           0
2005-01-03 12:30:00, 1.455999e+01,    646.5000,  0.57800195,   101325.00,    389.0935,  1.18999996,12.663594004,   27.632659,   27.632659, 0.700039199,           2,           0, 5.743845e+00,           0
2005-01-03 13:00:00, 1.545001e+01,    616.8000,  0.64025555,   101325.00,    389.1400,  1.08399997,13.265100978,   27.323372,   27.323372, 0.774972329,           2,           0, 5.629400e+00,           0
2005-01-03 13:30:00, 1.610101e+01,    595.5000,  0.68858234,   101325.00,    389.0470,  1.20899996,13.672489914,   27.084777,   27.084777, 0.833371661,           2,           0, 5.565054e+00,           0
2005-01-03 14:00:00, 1.589999e+01,    376.6000,  0.66169873,   101325.00,    389.4640,  1.13399996,13.212420896,   27.322212,   27.322212, 0.815020788,           3,           0, 5.667713e+00,           0
2005-01-03 14:30:00, 1.557000e+01,    223.4000,  0.62199634,   101325.00,    390.3250,  1.09500000,10.351863315,   27.823431,   27.823431, 0.785511409,           3,           0, 6.987214e+00,           0
2005-01-03 15:00:00, 1.530001e+01,    140.1000,  0.59372284,   101325.00,    390.3200,  0.84299999, 7.185535468,   28.331286,   28.331286, 0.761943368,           3,           0, 9.629758e+00,           0
2005-01-03 15:30:00, 1.508999e+01,     81.2000,  0.56411230,   101325.00,    390.8710,  0.67000002, 4.201093066,   29.260524,   29.260524, 0.743972041,           3,           0, 1.518832e+01,           0
2005-01-03 16:00:00, 1.480001e+01,     31.1900,  0.52753503,   101325.00,    391.5260,  0.30200001, 1.302493080,   32.043680,   32.043680, 0.719682814,           3,           0, 3.612278e+01,           0
2005-01-03 16:30:00, 1.433001e+01,      0.0000,  0.48410706,   101325.00,    392.4050,  0.60600001,-0.681609423,   39.760436,   39.760436, 0.681609423,           0,           0, 1.854743e+03,           0
2005-01-03 17:00:00, 1.366000e+01,      0.0000,  0.41025397,   101325.00,    395.8340,  0.72300001,-0.630097409,   40.107881,   40.107881, 0.630097409,           0,           0, 1.098620e+03,           0
2005-01-03 17:30:00, 1.316000e+01,      0.0000,  0.36677295,   101325.00,    394.3410,  0.61599999,-0.593751118,   39.956603,   39.956603, 0.593751118,           0,           0, 8.557147e+02,           0
2005-01-03 18:00:00, 1.308001e+01,      0.0000,  0.34525934,   101325.00,    396.0260,  1.21400000,-0.588100683,   40.127335,   40.127335, 0.588100683,           0,           0, 8.770295e+02,           0
2005-01-03 18:30:00, 1.280001e+01,      0.0000,  0.30345804,   101325.00,    394.4990,  1.41500003,-0.568673203,   39.972610,   39.972610, 0.568673203,           0,           0, 8.837792e+02,           0
2005-01-03 19:00:00, 1.269000e+01,      0.0000,  0.27629190,   101325.00,    395.4230,  1.39900000,-0.561188752,   40.066236,   40.066236, 0.561188752,           0,           0, 9.245232e+02,           0
2005-01-03 19:30:00, 1.242999e+01,      0.0000,  0.24416179,   101325.00,    397.8870,  1.03900000,-0.543830515,   40.315900,   40.315900, 0.543830515,           0,           0, 8.266644e+02,           0
2005-01-03 20:00:00, 1.186999e+01,      0.0000,  0.19214873,   101325.00,    396.3240,  1.50800000,-0.507995910,   40.157529,   40.157529, 0.507995910,           0,           0, 6.903879e+02,           0
2005-01-03 20:30:00, 1.164001e+01,      0.0000,  0.15496423,   101325.00,    393.5380,  2.00800000,-0.493880353,   39.875239,   39.875239, 0.493880353,           0,           0, 7.225365e+02,           0
2005-01-03 21:00:00, 1.192001e+01,      0.0000,  0.17881477,   101325.00,    390.2140,  2.05000003,-0.511111738,   39.538434,   39.538434, 0.511111738,           0,           0, 8.622453e+02,           0
2005-01-03 21:30:00, 1.254000e+01,      0.0000,  0.22556090,   101325.00,    387.6330,  2.19899994,-0.551118750,   39.276912,   39.276912, 0.551118750,           0,           0, 1.424606e+03,           0
2005-01-03 22:00:00, 1.264001e+01,      0.0000,  0.18310284,   101325.00,    387.8200,  2.43999998,-0.557815614,   39.295862,   39.295862, 0.557815614,           0,           0, 3.860628e+03,           0
2005-01-03 22:30:00, 1.224999e+01,      0.0000,  0.12421237,   101325.00,    386.9730,  2.20400003,-0.532083586,   39.210039,   39.210039, 0.532083586,           0,           0, 3.533665e+03,           0
