 Wavelength Refl Tran
1382 0.3036 0.4392 
1383 0.2985 0.4346 
1384 0.2960 0.4308 
1385 0.2907 0.4256 
1386 0.2850 0.4194 
1387 0.2791 0.4129 
1388 0.2747 0.4078 
1389 0.2697 0.4020 
1390 0.2642 0.3954 
1391 0.2592 0.3895 
1392 0.2531 0.3834 
1393 0.2485 0.3778 
1394 0.2430 0.3711 
1395 0.2370 0.3647 
1396 0.2320 0.3588 
1397 0.2260 0.3528 
1398 0.2204 0.3472 
1399 0.2163 0.3413 
1400 0.2116 0.3355 
1401 0.2058 0.3292 
1402 0.2022 0.3239 
1403 0.1978 0.3203 
1404 0.1934 0.3138 
1405 0.1901 0.3102 
1406 0.1862 0.3045 
1407 0.1832 0.3003 
1408 0.1796 0.2964 
1409 0.1766 0.2922 
1410 0.1738 0.2885 
1411 0.1699 0.2848 
1412 0.1668 0.2811 
1413 0.1646 0.2772 
1414 0.1624 0.2746 
1415 0.1601 0.2723 
1416 0.1583 0.2688 
1417 0.1559 0.2658 
1418 0.1551 0.2638 
1419 0.1537 0.2615 
1420 0.1517 0.2590 
1421 0.1503 0.2582 
1422 0.1485 0.2558 
1423 0.1468 0.2535 
1424 0.1467 0.2520 
1425 0.1449 0.2504 
1426 0.1435 0.2492 
1427 0.1430 0.2472 
1428 0.1423 0.2456 
1429 0.1400 0.2450 
1430 0.1401 0.2431 
1431 0.1396 0.2410 
1432 0.1397 0.2402 
1433 0.1388 0.2399 
1434 0.1378 0.2393 
1435 0.1370 0.2387 
1436 0.1354 0.2383 
1437 0.1341 0.2378 
1438 0.1344 0.2365 
1439 0.1346 0.2363 
1440 0.1335 0.2352 
1441 0.1339 0.2344 
1442 0.1338 0.2341 
1443 0.1336 0.2338 
1444 0.1325 0.2332 
1445 0.1330 0.2339 
1446 0.1326 0.2330 
1447 0.1336 0.2326 
1448 0.1327 0.2329 
1449 0.1325 0.2324 
1450 0.1318 0.2323 
1451 0.1326 0.2323 
1452 0.1323 0.2316 
1453 0.1319 0.2314 
1454 0.1326 0.2322 
1455 0.1322 0.2319 
1456 0.1318 0.2317 
1457 0.1313 0.2320 
1458 0.1334 0.2324 
1459 0.1326 0.2320 
1460 0.1322 0.2324 
1461 0.1329 0.2337 
1462 0.1335 0.2345 
1463 0.1345 0.2362 
1464 0.1344 0.2361 
1465 0.1347 0.2381 
1466 0.1362 0.2382 
1467 0.1360 0.2390 
1468 0.1373 0.2403 
1469 0.1372 0.2416 
1470 0.1382 0.2426 
1471 0.1385 0.2442 
1472 0.1405 0.2462 
1473 0.1407 0.2478 
1474 0.1407 0.2492 
1475 0.1421 0.2497 
1476 0.1439 0.2500 
1477 0.1445 0.2507 
1478 0.1465 0.2528 
1479 0.1467 0.2551 
1480 0.1483 0.2571 
1481 0.1487 0.2586 
1482 0.1506 0.2594 
1483 0.1507 0.2614 
1484 0.1516 0.2631 
1485 0.1532 0.2647 
1486 0.1546 0.2664 
1487 0.1559 0.2677 
1488 0.1548 0.2684 
1489 0.1572 0.2713 
1490 0.1584 0.2730 
1491 0.1594 0.2743 
1492 0.1607 0.2775 
1493 0.1619 0.2784 
1494 0.1624 0.2799 
1495 0.1637 0.2809 
1496 0.1655 0.2818 
1497 0.1668 0.2842 
1498 0.1671 0.2866 
1499 0.1685 0.2885 
1500 0.1698 0.2904 
1501 0.1712 0.2919 
1502 0.1733 0.2932 
1503 0.1742 0.2944 
1504 0.1748 0.2967 
1505 0.1750 0.2981 
1506 0.1767 0.3011 
1507 0.1786 0.3020 
1508 0.1805 0.3034 
1509 0.1822 0.3056 
1510 0.1834 0.3074 
1511 0.1837 0.3095 
1512 0.1851 0.3103 
1513 0.1867 0.3121 
1514 0.1873 0.3141 
1515 0.1887 0.3149 
1516 0.1896 0.3175 
1517 0.1914 0.3190 
1518 0.1921 0.3194 
1519 0.1942 0.3211 
1520 0.1949 0.3239 
1521 0.1965 0.3249 
1522 0.1976 0.3271 
1523 0.1981 0.3281 
1524 0.1995 0.3308 
1525 0.2012 0.3326 
1526 0.2024 0.3327 
1527 0.2037 0.3334 
1528 0.2043 0.3357 
1529 0.2063 0.3369 
1530 0.2074 0.3388 
1531 0.2080 0.3407 
1532 0.2093 0.3419 
1533 0.2106 0.3434 
1534 0.2118 0.3442 
1535 0.2124 0.3450 
1536 0.2150 0.3469 
1537 0.2152 0.3488 
1538 0.2160 0.3510 
1539 0.2166 0.3519 
1540 0.2178 0.3526 
1541 0.2196 0.3542 
1542 0.2208 0.3557 
1543 0.2216 0.3562 
1544 0.2230 0.3576 
1545 0.2234 0.3594 
1546 0.2243 0.3607 
1547 0.2255 0.3619 
1548 0.2265 0.3631 
1549 0.2276 0.3645 
1550 0.2284 0.3667 
1551 0.2295 0.3674 
1552 0.2305 0.3687 
1553 0.2319 0.3691 
1554 0.2322 0.3702 
1555 0.2335 0.3723 
1556 0.2345 0.3729 
1557 0.2351 0.3738 
1558 0.2364 0.3746 
1559 0.2370 0.3761 
1560 0.2378 0.3785 
1561 0.2384 0.3790 
1562 0.2402 0.3802 
1563 0.2402 0.3799 
1564 0.2415 0.3806 
1565 0.2414 0.3823 
1566 0.2420 0.3826 
1567 0.2436 0.3843 
1568 0.2448 0.3853 
1569 0.2447 0.3862 
1570 0.2453 0.3875 
1571 0.2471 0.3896 
1572 0.2482 0.3892 
1573 0.2484 0.3905 
1574 0.2494 0.3911 
1575 0.2490 0.3928 
1576 0.2516 0.3934 
1577 0.2510 0.3935 
1578 0.2518 0.3942 
1579 0.2532 0.3951 
1580 0.2538 0.3961 
1581 0.2542 0.3971 
1582 0.2549 0.3984 
1583 0.2552 0.3988 
1584 0.2552 0.4000 
1585 0.2565 0.4008 
1586 0.2566 0.4009 
1587 0.2575 0.4020 
1588 0.2581 0.4025 
1589 0.2585 0.4031 
1590 0.2596 0.4030 
1591 0.2603 0.4042 
1592 0.2603 0.4060 
1593 0.2616 0.4066 
1594 0.2626 0.4074 
1595 0.2628 0.4071 
1596 0.2635 0.4086 
1597 0.2640 0.4092 
1598 0.2647 0.4097 
1599 0.2651 0.4112 
1600 0.2645 0.4114 
1601 0.2651 0.4112 
1602 0.2665 0.4121 
1603 0.2675 0.4133 
1604 0.2680 0.4142 
1605 0.2686 0.4132 
1606 0.2686 0.4140 
1607 0.2699 0.4159 
1608 0.2697 0.4175 
1609 0.2696 0.4176 
1610 0.2694 0.4180 
1611 0.2709 0.4187 
1612 0.2709 0.4190 
1613 0.2712 0.4188 
1614 0.2717 0.4200 
1615 0.2723 0.4203 
1616 0.2731 0.4208 
1617 0.2727 0.4214 
1618 0.2740 0.4212 
1619 0.2745 0.4224 
1620 0.2749 0.4225 
1621 0.2753 0.4230 
1622 0.2756 0.4241 
1623 0.2764 0.4240 
1624 0.2764 0.4246 
1625 0.2762 0.4242 
1626 0.2768 0.4253 
1627 0.2770 0.4261 
1628 0.2773 0.4274 
1629 0.2774 0.4272 
1630 0.2774 0.4281 
1631 0.2788 0.4276 
1632 0.2785 0.4285 
1633 0.2787 0.4281 
1634 0.2799 0.4295 
1635 0.2797 0.4294 
1636 0.2803 0.4296 
1637 0.2798 0.4304 
1638 0.2798 0.4304 
1639 0.2816 0.4305 
1640 0.2815 0.4320 
1641 0.2815 0.4321 
1642 0.2813 0.4315 
1643 0.2819 0.4324 
1644 0.2816 0.4326 
1645 0.2825 0.4316 
1646 0.2820 0.4325 
1647 0.2823 0.4328 
1648 0.2817 0.4327 
1649 0.2818 0.4329 
1650 0.2831 0.4329 
1651 0.2829 0.4336 
1652 0.2828 0.4337 
1653 0.2836 0.4333 
1654 0.2834 0.4333 
1655 0.2836 0.4335 
1656 0.2829 0.4335 
1657 0.2832 0.4339 
1658 0.2839 0.4337 
1659 0.2823 0.4334 
1660 0.2828 0.4327 
1661 0.2835 0.4324 
1662 0.2832 0.4336 
1663 0.2836 0.4339 
1664 0.2828 0.4323 
1665 0.2832 0.4321 
1666 0.2830 0.4322 
1667 0.2820 0.4321 
1668 0.2819 0.4318 
1669 0.2811 0.4313 
1670 0.2815 0.4329 
1671 0.2827 0.4349 
1672 0.2834 0.4349 
1673 0.2828 0.4338 
1674 0.2819 0.4344 
1675 0.2818 0.4348 
1676 0.2818 0.4351 
1677 0.2814 0.4344 
1678 0.2804 0.4352 
1679 0.2814 0.4343 
1680 0.2820 0.4347 
1681 0.2816 0.4341 
1682 0.2805 0.4341 
1683 0.2806 0.4345 
1684 0.2806 0.4345 
1685 0.2803 0.4336 
1686 0.2806 0.4346 
1687 0.2799 0.4345 
1688 0.2802 0.4337 
1689 0.2799 0.4334 
1690 0.2802 0.4331 
1691 0.2797 0.4348 
1692 0.2796 0.4336 
1693 0.2794 0.4330 
1694 0.2797 0.4333 
1695 0.2787 0.4335 
1696 0.2783 0.4330 
1697 0.2778 0.4323 
1698 0.2778 0.4330 
1699 0.2777 0.4327 
1700 0.2778 0.4322 
1701 0.2772 0.4318 
1702 0.2768 0.4326 
1703 0.2772 0.4313 
1704 0.2767 0.4316 
1705 0.2755 0.4323 
1706 0.2755 0.4315 
1707 0.2767 0.4314 
1708 0.2747 0.4306 
1709 0.2754 0.4302 
1710 0.2744 0.4294 
1711 0.2744 0.4289 
1712 0.2740 0.4289 
1713 0.2736 0.4288 
1714 0.2732 0.4286 
1715 0.2731 0.4287 
1716 0.2732 0.4274 
1717 0.2720 0.4275 
1718 0.2711 0.4275 
1719 0.2720 0.4277 
1720 0.2715 0.4266 
1721 0.2703 0.4263 
1722 0.2697 0.4248 
1723 0.2707 0.4251 
1724 0.2697 0.4244 
1725 0.2687 0.4237 
1726 0.2683 0.4230 
1727 0.2680 0.4234 
1728 0.2676 0.4226 
1729 0.2667 0.4229 
1730 0.2665 0.4220 
1731 0.2671 0.4222 
1732 0.2652 0.4220 
1733 0.2645 0.4204 
1734 0.2643 0.4212 
1735 0.2641 0.4201 
1736 0.2638 0.4199 
1737 0.2636 0.4191 
1738 0.2641 0.4190 
1739 0.2640 0.4180 
1740 0.2627 0.4177 
1741 0.2622 0.4173 
1742 0.2623 0.4169 
1743 0.2612 0.4152 
1744 0.2609 0.4149 
1745 0.2597 0.4151 
1746 0.2597 0.4145 
1747 0.2596 0.4136 
1748 0.2589 0.4132 
1749 0.2587 0.4126 
1750 0.2580 0.4120 
1751 0.2569 0.4120 
1752 0.2563 0.4105 
1753 0.2568 0.4104 
1754 0.2550 0.4101 
1755 0.2542 0.4091 
1756 0.2538 0.4092 
1757 0.2538 0.4084 
1758 0.2527 0.4074 
1759 0.2517 0.4065 
1760 0.2518 0.4068 
1761 0.2518 0.4058 
1762 0.2509 0.4056 
1763 0.2511 0.4049 
1764 0.2501 0.4043 
1765 0.2498 0.4038 
1766 0.2496 0.4035 
1767 0.2495 0.4034 
1768 0.2484 0.4027 
1769 0.2472 0.4025 
1770 0.2470 0.4018 
1771 0.2486 0.4016 
1772 0.2469 0.4010 
1773 0.2471 0.4013 
1774 0.2465 0.4013 
1775 0.2461 0.4013 
1776 0.2457 0.4000 
1777 0.2466 0.4020 
1778 0.2460 0.4015 
1779 0.2451 0.4013 
1780 0.2452 0.4008 
1781 0.2453 0.4023 
1782 0.2443 0.4008 
1783 0.2434 0.4007 
1784 0.2429 0.3992 
1785 0.2435 0.3991 
1786 0.2439 0.3987 
1787 0.2442 0.3992 
1788 0.2445 0.3991 
1789 0.2445 0.3997 
1790 0.2431 0.3983 
1791 0.2432 0.3981 
1792 0.2438 0.3982 
1793 0.2439 0.3976 
1794 0.2440 0.3989 
1795 0.2437 0.3980 
1796 0.2439 0.3982 
1797 0.2443 0.3983 
1798 0.2451 0.3993 
1799 0.2450 0.3985 
1800 0.2448 0.3991 
1801 0.2450 0.3998 
1802 0.2442 0.3995 
1803 0.2451 0.4000 
1804 0.2445 0.4006 
1805 0.2448 0.3999 
1806 0.2448 0.4000 
1807 0.2452 0.4010 
1808 0.2451 0.4004 
1809 0.2443 0.3998 
1810 0.2450 0.4012 
1811 0.2450 0.4016 
1812 0.2449 0.4015 
1813 0.2455 0.4012 
1814 0.2452 0.4015 
1815 0.2461 0.4015 
1816 0.2458 0.4024 
1817 0.2451 0.4018 
1818 0.2459 0.4013 
1819 0.2460 0.4023 
1820 0.2459 0.4024 
1821 0.2462 0.4024 
1822 0.2460 0.4026 
1823 0.2457 0.4022 
1824 0.2456 0.4031 
1825 0.2453 0.4031 
1826 0.2450 0.4024 
1827 0.2453 0.4024 
1828 0.2455 0.4023 
1829 0.2454 0.4026 
1830 0.2438 0.4015 
1831 0.2432 0.4016 
1832 0.2438 0.4012 
1833 0.2441 0.4015 
1834 0.2433 0.4007 
1835 0.2426 0.4002 
1836 0.2431 0.4000 
1837 0.2416 0.3998 
1838 0.2421 0.3996 
1839 0.2415 0.3988 
1840 0.2410 0.3982 
1841 0.2403 0.3974 
1842 0.2401 0.3968 
1843 0.2386 0.3962 
1844 0.2369 0.3948 
1845 0.2368 0.3940 
1846 0.2353 0.3932 
1847 0.2344 0.3919 
1848 0.2338 0.3903 
1849 0.2328 0.3888 
1850 0.2317 0.3870 
1851 0.2289 0.3843 
1852 0.2282 0.3832 
1853 0.2256 0.3821 
1854 0.2240 0.3794 
1855 0.2229 0.3766 
1856 0.2198 0.3744 
1857 0.2179 0.3713 
1858 0.2147 0.3675 
1859 0.2133 0.3651 
1860 0.2105 0.3603 
1861 0.2076 0.3571 
1862 0.2043 0.3533 
1863 0.2008 0.3489 
1864 0.1983 0.3461 
1865 0.1942 0.3409 
1866 0.1907 0.3365 
1867 0.1872 0.3319 
1868 0.1829 0.3259 
1869 0.1785 0.3212 
1870 0.1744 0.3158 
1871 0.1690 0.3092 
1872 0.1638 0.3012 
1873 0.1584 0.2944 
1874 0.1532 0.2863 
1875 0.1487 0.2782 
1876 0.1438 0.2709 
1877 0.1381 0.2627 
1878 0.1337 0.2540 
1879 0.1274 0.2451 
1880 0.1221 0.2385 
1881 0.1187 0.2299 
1882 0.1137 0.2217 
1883 0.1092 0.2135 
1884 0.1047 0.2046 
1885 0.1020 0.1970 
1886 0.0980 0.1879 
1887 0.0927 0.1790 
1888 0.0882 0.1697 
1889 0.0845 0.1610 
1890 0.0807 0.1535 
1891 0.0779 0.1464 
1892 0.0742 0.1381 
1893 0.0703 0.1301 
1894 0.0685 0.1232 
1895 0.0673 0.1176 
1896 0.0637 0.1106 
1897 0.0617 0.1053 
1898 0.0592 0.0999 
1899 0.0578 0.0948 
1900 0.0559 0.0896 
1901 0.0555 0.0847 
1902 0.0528 0.0807 
1903 0.0516 0.0773 
1904 0.0522 0.0750 
1905 0.0508 0.0707 
1906 0.0493 0.0673 
1907 0.0492 0.0638 
1908 0.0479 0.0615 
1909 0.0475 0.0590 
1910 0.0472 0.0567 
1911 0.0464 0.0546 
1912 0.0452 0.0536 
1913 0.0446 0.0514 
1914 0.0433 0.0504 
1915 0.0434 0.0495 
1916 0.0444 0.0490 
1917 0.0443 0.0476 
1918 0.0437 0.0468 
1919 0.0445 0.0452 
1920 0.0438 0.0447 
1921 0.0424 0.0441 
1922 0.0439 0.0449 
1923 0.0431 0.0441 
1924 0.0432 0.0434 
1925 0.0426 0.0434 
1926 0.0431 0.0422 
1927 0.0433 0.0425 
1928 0.0437 0.0428 
1929 0.0427 0.0420 
1930 0.0429 0.0421 
1931 0.0424 0.0419 
1932 0.0422 0.0423 
1933 0.0430 0.0441 
1934 0.0433 0.0430 
1935 0.0433 0.0433 
1936 0.0428 0.0449 
1937 0.0432 0.0454 
1938 0.0437 0.0447 
1939 0.0434 0.0449 
1940 0.0428 0.0450 
1941 0.0434 0.0447 
1942 0.0431 0.0459 
1943 0.0431 0.0462 
1944 0.0436 0.0477 
1945 0.0434 0.0475 
1946 0.0432 0.0489 
1947 0.0438 0.0490 
1948 0.0451 0.0498 
1949 0.0454 0.0505 
1950 0.0442 0.0520 
1951 0.0449 0.0530 
1952 0.0456 0.0537 
1953 0.0448 0.0547 
1954 0.0446 0.0549 
1955 0.0450 0.0554 
1956 0.0454 0.0565 
1957 0.0454 0.0574 
1958 0.0456 0.0581 
1959 0.0456 0.0597 
1960 0.0467 0.0611 
1961 0.0466 0.0616 
1962 0.0463 0.0620 
1963 0.0462 0.0640 
1964 0.0473 0.0652 
1965 0.0477 0.0664 
1966 0.0487 0.0674 
1967 0.0482 0.0679 
1968 0.0482 0.0699 
1969 0.0487 0.0705 
1970 0.0504 0.0717 
1971 0.0496 0.0744 
1972 0.0500 0.0747 
1973 0.0506 0.0761 
1974 0.0501 0.0769 
1975 0.0518 0.0783 
1976 0.0518 0.0791 
1977 0.0515 0.0804 
1978 0.0509 0.0827 
1979 0.0515 0.0840 
1980 0.0518 0.0854 
1981 0.0531 0.0871 
1982 0.0534 0.0883 
1983 0.0526 0.0898 
1984 0.0534 0.0916 
1985 0.0552 0.0939 
1986 0.0563 0.0953 
1987 0.0549 0.0955 
1988 0.0549 0.0971 
1989 0.0559 0.0980 
1990 0.0565 0.0991 
1991 0.0565 0.1015 
1992 0.0571 0.1028 
1993 0.0581 0.1038 
1994 0.0588 0.1056 
1995 0.0584 0.1066 
1996 0.0584 0.1073 
1997 0.0599 0.1084 
1998 0.0607 0.1102 
1999 0.0607 0.1121 
2000 0.0612 0.1134 
2001 0.0617 0.1154 
2002 0.0617 0.1174 
2003 0.0620 0.1181 
2004 0.0633 0.1190 
2005 0.0642 0.1206 
2006 0.0638 0.1227 
2007 0.0647 0.1232 
2008 0.0662 0.1246 
2009 0.0657 0.1261 
2010 0.0662 0.1288 
2011 0.0667 0.1302 
2012 0.0665 0.1311 
2013 0.0676 0.1318 
2014 0.0684 0.1339 
2015 0.0693 0.1358 
2016 0.0692 0.1362 
2017 0.0697 0.1376 
2018 0.0700 0.1396 
2019 0.0717 0.1407 
2020 0.0715 0.1426 
2021 0.0715 0.1437 
2022 0.0723 0.1445 
2023 0.0723 0.1453 
2024 0.0723 0.1469 
2025 0.0728 0.1494 
2026 0.0744 0.1504 
2027 0.0749 0.1505 
2028 0.0756 0.1523 
2029 0.0760 0.1530 
2030 0.0765 0.1559 
2031 0.0763 0.1569 
2032 0.0775 0.1581 
2033 0.0783 0.1590 
2034 0.0784 0.1602 
2035 0.0792 0.1613 
2036 0.0793 0.1618 
2037 0.0798 0.1642 
2038 0.0800 0.1655 
2039 0.0801 0.1667 
2040 0.0803 0.1680 
2041 0.0816 0.1684 
2042 0.0815 0.1696 
2043 0.0825 0.1706 
2044 0.0826 0.1722 
2045 0.0836 0.1731 
2046 0.0838 0.1742 
2047 0.0838 0.1740 
2048 0.0848 0.1747 
2049 0.0854 0.1763 
2050 0.0853 0.1779 
2051 0.0859 0.1794 
2052 0.0868 0.1803 
2053 0.0866 0.1820 
2054 0.0871 0.1832 
2055 0.0871 0.1840 
2056 0.0883 0.1850 
2057 0.0888 0.1860 
2058 0.0892 0.1867 
2059 0.0906 0.1880 
2060 0.0900 0.1883 
2061 0.0909 0.1893 
2062 0.0921 0.1910 
2063 0.0919 0.1923 
2064 0.0926 0.1938 
2065 0.0926 0.1944 
2066 0.0934 0.1955 
2067 0.0954 0.1978 
2068 0.0949 0.1984 
2069 0.0945 0.1989 
2070 0.0962 0.2002 
2071 0.0967 0.2015 
2072 0.0958 0.2017 
2073 0.0967 0.2034 
2074 0.0980 0.2038 
2075 0.0985 0.2054 
2076 0.0991 0.2078 
2077 0.0992 0.2086 
2078 0.1001 0.2084 
2079 0.1009 0.2105 
2080 0.1008 0.2121 
2081 0.1023 0.2115 
2082 0.1030 0.2122 
2083 0.1039 0.2136 
2084 0.1022 0.2155 
2085 0.1030 0.2169 
2086 0.1041 0.2176 
2087 0.1046 0.2186 
2088 0.1057 0.2187 
2089 0.1055 0.2203 
2090 0.1071 0.2215 
2091 0.1070 0.2236 
2092 0.1065 0.2231 
2093 0.1076 0.2246 
2094 0.1086 0.2256 
2095 0.1091 0.2258 
2096 0.1088 0.2279 
2097 0.1104 0.2289 
2098 0.1105 0.2296 
2099 0.1101 0.2311 
2100 0.1113 0.2327 
2101 0.1118 0.2333 
2102 0.1123 0.2336 
2103 0.1132 0.2344 
2104 0.1135 0.2356 
2105 0.1141 0.2369 
2106 0.1141 0.2371 
2107 0.1150 0.2384 
2108 0.1159 0.2397 
2109 0.1163 0.2402 
2110 0.1167 0.2404 
2111 0.1173 0.2423 
2112 0.1180 0.2433 
2113 0.1176 0.2442 
2114 0.1183 0.2457 
2115 0.1184 0.2460 
2116 0.1190 0.2461 
2117 0.1199 0.2477 
2118 0.1204 0.2480 
2119 0.1204 0.2502 
2120 0.1211 0.2501 
2121 0.1220 0.2515 
2122 0.1219 0.2526 
2123 0.1219 0.2523 
2124 0.1221 0.2534 
2125 0.1226 0.2540 
2126 0.1233 0.2556 
2127 0.1241 0.2558 
2128 0.1249 0.2564 
2129 0.1250 0.2574 
2130 0.1261 0.2584 
2131 0.1257 0.2596 
2132 0.1265 0.2594 
2133 0.1270 0.2604 
2134 0.1280 0.2610 
2135 0.1281 0.2618 
2136 0.1284 0.2624 
2137 0.1272 0.2625 
2138 0.1288 0.2638 
2139 0.1293 0.2636 
2140 0.1290 0.2650 
2141 0.1289 0.2657 
2142 0.1296 0.2660 
2143 0.1294 0.2669 
2144 0.1294 0.2672 
2145 0.1306 0.2679 
2146 0.1308 0.2682 
2147 0.1316 0.2697 
2148 0.1324 0.2708 
2149 0.1310 0.2706 
2150 0.1311 0.2709 
2151 0.1317 0.2718 
2152 0.1320 0.2716 
2153 0.1324 0.2725 
2154 0.1332 0.2729 
2155 0.1332 0.2741 
2156 0.1343 0.2740 
2157 0.1334 0.2742 
2158 0.1331 0.2748 
2159 0.1335 0.2756 
2160 0.1341 0.2761 
2161 0.1341 0.2767 
2162 0.1353 0.2765 
2163 0.1352 0.2781 
2164 0.1342 0.2779 
2165 0.1356 0.2786 
2166 0.1370 0.2795 
2167 0.1361 0.2793 
2168 0.1367 0.2801 
2169 0.1368 0.2801 
2170 0.1371 0.2816 
2171 0.1376 0.2809 
2172 0.1374 0.2821 
2173 0.1373 0.2821 
2174 0.1373 0.2815 
2175 0.1375 0.2824 
2176 0.1379 0.2837 
2177 0.1380 0.2841 
2178 0.1387 0.2849 
2179 0.1392 0.2848 
2180 0.1394 0.2857 
2181 0.1400 0.2864 
2182 0.1396 0.2865 
2183 0.1396 0.2872 
2184 0.1401 0.2867 
2185 0.1408 0.2881 
2186 0.1410 0.2882 
2187 0.1406 0.2890 
2188 0.1408 0.2890 
2189 0.1412 0.2897 
2190 0.1416 0.2905 
2191 0.1423 0.2910 
2192 0.1432 0.2916 
2193 0.1427 0.2914 
2194 0.1430 0.2921 
2195 0.1430 0.2925 
2196 0.1433 0.2926 
2197 0.1434 0.2936 
2198 0.1447 0.2940 
2199 0.1450 0.2943 
2200 0.1446 0.2944 
2201 0.1445 0.2947 
2202 0.1445 0.2957 
2203 0.1444 0.2946 
2204 0.1449 0.2952 
2205 0.1450 0.2949 
2206 0.1458 0.2962 
2207 0.1453 0.2970 
2208 0.1457 0.2980 
2209 0.1460 0.2976 
2210 0.1462 0.2979 
2211 0.1470 0.2982 
2212 0.1467 0.2977 
2213 0.1462 0.2984 
2214 0.1465 0.2989 
2215 0.1472 0.2987 
2216 0.1463 0.2992 
2217 0.1475 0.2985 
2218 0.1481 0.2992 
2219 0.1477 0.2996 
2220 0.1480 0.2986 
2221 0.1481 0.2988 
2222 0.1489 0.2983 
2223 0.1479 0.2987 
2224 0.1473 0.2988 
2225 0.1473 0.2985 
2226 0.1479 0.2998 
2227 0.1470 0.2987 
2228 0.1471 0.2981 
2229 0.1469 0.2974 
2230 0.1464 0.2990 
2231 0.1467 0.2975 
2232 0.1451 0.2977 
2233 0.1452 0.2967 
2234 0.1442 0.2963 
2235 0.1441 0.2960 
2236 0.1437 0.2954 
2237 0.1429 0.2947 
2238 0.1426 0.2955 
2239 0.1428 0.2945 
2240 0.1421 0.2936 
2241 0.1423 0.2934 
2242 0.1416 0.2916 
2243 0.1421 0.2915 
2244 0.1408 0.2899 
2245 0.1407 0.2891 
2246 0.1399 0.2884 
2247 0.1393 0.2863 
2248 0.1390 0.2863 
2249 0.1391 0.2863 
2250 0.1381 0.2851 
2251 0.1374 0.2848 
2252 0.1361 0.2847 
2253 0.1353 0.2835 
2254 0.1345 0.2826 
2255 0.1351 0.2819 
2256 0.1336 0.2803 
2257 0.1340 0.2809 
2258 0.1336 0.2798 
2259 0.1329 0.2798 
2260 0.1323 0.2792 
2261 0.1329 0.2773 
2262 0.1319 0.2772 
2263 0.1310 0.2764 
2264 0.1316 0.2749 
2265 0.1305 0.2746 
2266 0.1299 0.2738 
2267 0.1293 0.2732 
2268 0.1278 0.2718 
2269 0.1269 0.2706 
2270 0.1266 0.2705 
2271 0.1270 0.2700 
2272 0.1274 0.2694 
2273 0.1263 0.2687 
2274 0.1243 0.2676 
2275 0.1244 0.2678 
2276 0.1254 0.2668 
2277 0.1255 0.2664 
2278 0.1228 0.2669 
2279 0.1229 0.2654 
2280 0.1232 0.2646 
2281 0.1215 0.2628 
2282 0.1219 0.2626 
2283 0.1223 0.2614 
2284 0.1202 0.2604 
2285 0.1204 0.2598 
2286 0.1182 0.2598 
2287 0.1187 0.2583 
2288 0.1180 0.2583 
2289 0.1174 0.2595 
2290 0.1170 0.2580 
2291 0.1165 0.2568 
2292 0.1156 0.2558 
2293 0.1162 0.2552 
2294 0.1170 0.2542 
2295 0.1154 0.2526 
2296 0.1152 0.2526 
2297 0.1145 0.2521 
2298 0.1139 0.2517 
2299 0.1137 0.2512 
2300 0.1139 0.2501 
2301 0.1135 0.2492 
2302 0.1127 0.2488 
2303 0.1111 0.2481 
2304 0.1100 0.2454 
2305 0.1102 0.2453 
2306 0.1092 0.2453 
2307 0.1085 0.2458 
2308 0.1068 0.2423 
2309 0.1089 0.2432 
2310 0.1098 0.2433 
2311 0.1081 0.2421 
2312 0.1076 0.2409 
2313 0.1066 0.2403 
2314 0.1066 0.2407 
2315 0.1062 0.2389 
2316 0.1068 0.2375 
2317 0.1056 0.2381 
2318 0.1054 0.2367 
2319 0.1036 0.2358 
2320 0.1027 0.2361 
2321 0.1033 0.2345 
2322 0.1042 0.2328 
2323 0.1032 0.2312 
2324 0.1025 0.2320 
2325 0.1019 0.2308 
2326 0.1034 0.2296 
2327 0.1001 0.2302 
2328 0.1004 0.2283 
2329 0.1008 0.2279 
2330 0.1005 0.2283 
2331 0.0988 0.2277 
2332 0.0990 0.2250 
2333 0.0977 0.2243 
2334 0.0964 0.2236 
2335 0.0985 0.2232 
2336 0.0983 0.2210 
2337 0.0962 0.2215 
2338 0.0952 0.2210 
2339 0.0937 0.2175 
2340 0.0931 0.2170 
2341 0.0931 0.2178 
2342 0.0926 0.2156 
2343 0.0910 0.2137 
2344 0.0922 0.2150 
2345 0.0921 0.2125 
2346 0.0919 0.2115 
2347 0.0904 0.2109 
2348 0.0904 0.2086 
2349 0.0910 0.2100 
2350 0.0917 0.2079 
2351 0.0887 0.2083 
2352 0.0894 0.2072 
2353 0.0887 0.2061 
2354 0.0895 0.2050 
2355 0.0875 0.2046 
2356 0.0872 0.2042 
2357 0.0881 0.2032 
2358 0.0864 0.2016 
2359 0.0862 0.2014 
2360 0.0850 0.2014 
2361 0.0834 0.1996 
2362 0.0827 0.1991 
2363 0.0837 0.1988 
2364 0.0837 0.1966 
2365 0.0834 0.1962 
2366 0.0815 0.1961 
2367 0.0821 0.1927 
2368 0.0840 0.1922 
2369 0.0827 0.1896 
2370 0.0818 0.1904 
2371 0.0817 0.1898 
2372 0.0806 0.1902 
2373 0.0812 0.1893 
2374 0.0787 0.1875 
2375 0.0794 0.1868 
2376 0.0778 0.1849 
2377 0.0769 0.1846 
2378 0.0795 0.1852 
2379 0.0766 0.1829 
2380 0.0752 0.1810 
