wavelength_nm,refractive_index,specific_abs_coeff_chl,specific_abs_coeff_car,specific_abs_coeff_cw,specific_abs_coeff_cm
1016,1.43831,0,0,0.319,2.3
1017,1.43815,0,0,0.314,2.3
1018,1.43796,0,0,0.309,2.3
1019,1.43777,0,0,0.302,2.3
1020,1.43757,0,0,0.296,2.3
1021,1.43737,0,0,0.29,2.3
1022,1.4372,0,0,0.284,2.3
1023,1.43709,0,0,0.278,2.3
1024,1.43701,0,0,0.272,2.3
1025,1.43693,0,0,0.267,2.3
1026,1.43682,0,0,0.262,2.3
1027,1.43668,0,0,0.257,2.3
1028,1.43655,0,0,0.251,2.3
1029,1.43648,0,0,0.244,2.3
1030,1.43644,0,0,0.239,2.3
1031,1.43638,0,0,0.236,2.3
1032,1.43634,0,0,0.233,2.3
1033,1.43633,0,0,0.23,2.3
1034,1.43633,0,0,0.225,2.3
1035,1.43635,0,0,0.22,2.3
1036,1.43634,0,0,0.215,2.3
1037,1.43625,0,0,0.211,2.3
1038,1.43615,0,0,0.206,2.3
1039,1.43606,0,0,0.202,2.3
1040,1.43594,0,0,0.198,2.3
1041,1.43576,0,0,0.194,2.3
1042,1.43557,0,0,0.19,2.3
1043,1.4354,0,0,0.187,2.3
1044,1.43526,0,0,0.184,2.3
1045,1.43517,0,0,0.182,2.3
1046,1.4351,0,0,0.179,2.3
1047,1.43503,0,0,0.175,2.3
1048,1.43494,0,0,0.171,2.3
1049,1.43488,0,0,0.169,2.3
1050,1.43479,0,0,0.166,2.3
1051,1.43468,0,0,0.164,2.3
1052,1.43454,0,0,0.161,2.3
1053,1.43437,0,0,0.159,2.3
1054,1.43422,0,0,0.156,2.3
1055,1.43421,0,0,0.154,2.3
1056,1.43421,0,0,0.153,2.3
1057,1.43411,0,0,0.152,2.3
1058,1.43399,0,0,0.151,2.3
1059,1.43389,0,0,0.15,2.3
1060,1.43379,0,0,0.148,2.3
1061,1.43368,0,0,0.146,2.3
1062,1.43356,0,0,0.145,2.3
1063,1.43344,0,0,0.144,2.3
1064,1.43335,0,0,0.144,2.3
1065,1.43335,0,0,0.143,2.3
1066,1.43337,0,0,0.143,2.3
1067,1.43335,0,0,0.142,2.3
1068,1.4333,0,0,0.141,2.3
1069,1.4332,0,0,0.141,2.3
1070,1.43306,0,0,0.141,2.3
1071,1.43294,0,0,0.141,2.3
1072,1.43281,0,0,0.141,2.3
1073,1.43268,0,0,0.141,2.3
1074,1.43253,0,0,0.141,2.3
1075,1.43238,0,0,0.141,2.3
1076,1.43223,0,0,0.143,2.3
1077,1.43209,0,0,0.144,2.3
1078,1.43195,0,0,0.144,2.3
1079,1.43182,0,0,0.144,2.3
1080,1.4317,0,0,0.144,2.3
1081,1.43157,0,0,0.146,2.3
1082,1.43148,0,0,0.148,2.3
1083,1.43143,0,0,0.15,2.3
1084,1.43137,0,0,0.152,2.3
1085,1.4313,0,0,0.153,2.3
1086,1.4312,0,0,0.155,2.3
1087,1.43105,0,0,0.156,2.3
1088,1.43088,0,0,0.158,2.3
1089,1.43072,0,0,0.16,2.3
1090,1.43056,0,0,0.163,2.3
1091,1.43041,0,0,0.166,2.3
1092,1.4303,0,0,0.168,2.3
1093,1.43025,0,0,0.169,2.3
1094,1.43021,0,0,0.171,2.3
1095,1.43012,0,0,0.174,2.3
1096,1.42998,0,0,0.178,2.3
1097,1.42975,0,0,0.182,2.3
1098,1.42952,0,0,0.187,2.3
1099,1.4294,0,0,0.189,2.3
1100,1.42931,0,0,0.191,2.3
1101,1.42921,0,0,0.193,2.3
1102,1.42911,0,0,0.197,2.3
1103,1.42904,0,0,0.201,2.3
1104,1.42895,0,0,0.203,2.3
1105,1.42881,0,0,0.205,2.3
1106,1.42865,0,0,0.208,2.3
1107,1.42846,0,0,0.212,2.3
1108,1.42832,0,0,0.217,2.3
1109,1.42832,0,0,0.22,2.3
1110,1.42838,0,0,0.222,2.3
1111,1.42842,0,0,0.225,2.3
1112,1.42842,0,0,0.23,2.3
1113,1.42837,0,0,0.234,2.3
1114,1.4283,0,0,0.235,2.3
1115,1.42826,0,0,0.234,2.3
1116,1.42817,0,0,0.235,2.3
1117,1.42799,0,0,0.24,2.3
1118,1.4278,0,0,0.245,2.3
1119,1.42764,0,0,0.249,2.3
1120,1.42752,0,0,0.253,2.3
1121,1.42738,0,0,0.258,2.3
1122,1.42721,0,0,0.265,2.3
1123,1.42701,0,0,0.272,2.3
1124,1.42683,0,0,0.277,2.3
1125,1.42675,0,0,0.281,2.3
1126,1.4267,0,0,0.289,2.3
1127,1.42663,0,0,0.302,2.3
1128,1.42655,0,0,0.316,2.3
1129,1.42644,0,0,0.327,2.3
1130,1.42631,0,0,0.338,2.3
1131,1.42619,0,0,0.353,2.3
1132,1.42605,0,0,0.377,2.3
1133,1.42591,0,0,0.404,2.3
1134,1.4258,0,0,0.428,2.3
1135,1.42571,0,0,0.45,2.3
1136,1.42563,0,0,0.471,2.3
1137,1.42557,0,0,0.493,2.3
1138,1.42552,0,0,0.52,2.3
1139,1.4254,0,0,0.557,2.3
1140,1.4252,0,0,0.605,2.3
1141,1.425,0,0,0.652,2.3
1142,1.42489,0,0,0.686,2.3
1143,1.42481,0,0,0.716,2.3
1144,1.42467,0,0,0.754,2.3
1145,1.42442,0,0,0.806,2.3
1146,1.42413,0,0,0.86,2.3
1147,1.42387,0,0,0.898,2.3
1148,1.42368,0,0,0.925,2.3
1149,1.42354,0,0,0.949,2.3
1150,1.42341,0,0,0.977,2.3
1151,1.42329,0,0,1.01,2.3
1152,1.42316,0,0,1.04,2.3
1153,1.42299,0,0,1.07,2.3
1154,1.42281,0,0,1.1,2.3
1155,1.4226,0,0,1.12,2.3
1156,1.42245,0,0,1.13,2.3
1157,1.42238,0,0,1.14,2.3
1158,1.42233,0,0,1.15,2.3
1159,1.4223,0,0,1.16,2.3
1160,1.42225,0,0,1.17,2.3
1161,1.4222,0,0,1.18,2.3
1162,1.42215,0,0,1.19,2.3
1163,1.42213,0,0,1.19,2.3
1164,1.42208,0,0,1.2,2.3
1165,1.42195,0,0,1.2,2.3
1166,1.42177,0,0,1.2,2.3
1167,1.42164,0,0,1.2,2.3
1168,1.42156,0,0,1.21,2.3
1169,1.42152,0,0,1.21,2.3
1170,1.42147,0,0,1.21,2.3
1171,1.42126,0,0,1.21,2.3
1172,1.421,0,0,1.22,2.3
1173,1.42078,0,0,1.23,2.3
1174,1.42067,0,0,1.23,2.3
1175,1.42064,0,0,1.23,2.3
1176,1.42065,0,0,1.23,2.3
1177,1.42066,0,0,1.23,2.3
1178,1.42064,0,0,1.23,2.3
1179,1.42061,0,0,1.24,2.3
1180,1.42052,0,0,1.24,2.3
1181,1.4203,0,0,1.24,2.3
1182,1.42005,0,0,1.24,2.3
1183,1.41987,0,0,1.25,2.3
1184,1.41983,0,0,1.25,2.3
1185,1.41993,0,0,1.26,2.3
1186,1.42014,0,0,1.26,2.3
1187,1.42038,0,0,1.26,2.3
1188,1.42052,0,0,1.26,2.3
1189,1.42048,0,0,1.26,2.3
1190,1.4203,0,0,1.27,2.3
1191,1.41999,0,0,1.27,2.3
1192,1.4196,0,0,1.27,2.3
1193,1.41919,0,0,1.27,2.3
1194,1.41888,0,0,1.28,2.3
1195,1.41874,0,0,1.28,2.3
1196,1.41874,0,0,1.28,2.3
1197,1.41877,0,0,1.28,2.3
1198,1.41879,0,0,1.28,2.3
1199,1.41872,0,0,1.28,2.3
1200,1.41861,0,0,1.27,2.3
1201,1.41848,0,0,1.27,2.3
1202,1.41827,0,0,1.27,2.301
1203,1.4181,0,0,1.27,2.301
1204,1.41795,0,0,1.27,2.302
1205,1.41783,0,0,1.27,2.303
1206,1.41776,0,0,1.26,2.305
1207,1.41771,0,0,1.26,2.306
1208,1.41763,0,0,1.26,2.308
1209,1.41748,0,0,1.26,2.31
1210,1.41733,0,0,1.26,2.312
1211,1.41727,0,0,1.25,2.315
1212,1.41723,0,0,1.25,2.317
1213,1.41716,0,0,1.24,2.32
1214,1.41702,0,0,1.24,2.323
1215,1.41685,0,0,1.24,2.327
1216,1.41668,0,0,1.24,2.33
1217,1.41654,0,0,1.23,2.334
1218,1.41641,0,0,1.22,2.338
1219,1.41627,0,0,1.22,2.342
1220,1.41607,0,0,1.21,2.346
1221,1.41582,0,0,1.21,2.35
1222,1.4156,0,0,1.21,2.354
1223,1.41548,0,0,1.21,2.359
1224,1.4154,0,0,1.2,2.364
1225,1.41527,0,0,1.2,2.369
1226,1.41513,0,0,1.2,2.374
1227,1.41511,0,0,1.2,2.379
1228,1.41508,0,0,1.2,2.384
1229,1.41497,0,0,1.19,2.389
1230,1.41485,0,0,1.19,2.395
1231,1.41473,0,0,1.18,2.4
1232,1.41461,0,0,1.18,2.406
1233,1.41454,0,0,1.18,2.412
1234,1.41446,0,0,1.17,2.418
1235,1.41433,0,0,1.17,2.423
1236,1.41415,0,0,1.16,2.43
1237,1.4139,0,0,1.16,2.436
1238,1.41364,0,0,1.16,2.442
1239,1.41345,0,0,1.16,2.448
1240,1.41328,0,0,1.16,2.454
1241,1.41304,0,0,1.15,2.461
1242,1.41285,0,0,1.15,2.467
1243,1.41283,0,0,1.14,2.473
1244,1.41283,0,0,1.14,2.48
1245,1.41276,0,0,1.13,2.486
1246,1.41262,0,0,1.13,2.493
1247,1.41244,0,0,1.13,2.499
1248,1.41226,0,0,1.12,2.506
1249,1.41219,0,0,1.12,2.512
1250,1.41216,0,0,1.12,2.519
1251,1.41214,0,0,1.11,2.525
1252,1.41207,0,0,1.11,2.532
1253,1.41195,0,0,1.1,2.538
1254,1.4118,0,0,1.1,2.545
1255,1.41164,0,0,1.1,2.551
1256,1.4115,0,0,1.1,2.558
1257,1.41136,0,0,1.1,2.564
1258,1.41124,0,0,1.1,2.57
1259,1.41118,0,0,1.1,2.577
1260,1.41114,0,0,1.09,2.583
1261,1.41109,0,0,1.09,2.589
1262,1.41099,0,0,1.09,2.595
1263,1.41081,0,0,1.08,2.601
1264,1.4106,0,0,1.08,2.607
1265,1.4104,0,0,1.08,2.613
1266,1.41025,0,0,1.08,2.619
1267,1.41021,0,0,1.08,2.625
1268,1.41022,0,0,1.08,2.631
1269,1.41028,0,0,1.08,2.636
1270,1.41027,0,0,1.08,2.642
1271,1.41012,0,0,1.08,2.647
1272,1.4099,0,0,1.09,2.652
1273,1.40968,0,0,1.09,2.657
1274,1.40947,0,0,1.1,2.662
1275,1.40928,0,0,1.1,2.667
1276,1.40915,0,0,1.11,2.672
1277,1.40912,0,0,1.11,2.677
1278,1.40912,0,0,1.11,2.681
1279,1.40906,0,0,1.12,2.685
1280,1.40895,0,0,1.12,2.689
1281,1.40877,0,0,1.13,2.693
1282,1.40856,0,0,1.14,2.697
1283,1.40833,0,0,1.15,2.701
1284,1.40812,0,0,1.16,2.704
1285,1.40798,0,0,1.16,2.707
1286,1.40788,0,0,1.17,2.711
1287,1.40777,0,0,1.18,2.713
1288,1.40772,0,0,1.18,2.716
1289,1.40778,0,0,1.19,2.719
1290,1.40785,0,0,1.2,2.721
1291,1.40779,0,0,1.21,2.723
1292,1.40769,0,0,1.22,2.725
1293,1.40761,0,0,1.23,2.726
1294,1.40749,0,0,1.24,2.728
1295,1.40728,0,0,1.25,2.729
1296,1.40704,0,0,1.27,2.73
1297,1.4068,0,0,1.28,2.73
1298,1.40659,0,0,1.3,2.731
1299,1.40644,0,0,1.31,2.731
1300,1.40637,0,0,1.32,2.721
1301,1.40623,0,0,1.34,2.736
1302,1.40615,0,0,1.35,2.728
1303,1.40591,0,0,1.37,2.719
1304,1.40566,0,0,1.39,2.712
1305,1.40556,0,0,1.42,2.698
1306,1.40547,0,0,1.44,2.702
1307,1.4055,0,0,1.47,2.691
1308,1.40554,0,0,1.49,2.688
1309,1.4056,0,0,1.51,2.686
1310,1.40569,0,0,1.53,2.682
1311,1.40578,0,0,1.55,2.676
1312,1.40578,0,0,1.58,2.675
1313,1.40566,0,0,1.61,2.677
1314,1.40551,0,0,1.64,2.67
1315,1.40531,0,0,1.67,2.671
1316,1.40513,0,0,1.7,2.668
1317,1.405,0,0,1.73,2.67
1318,1.40488,0,0,1.76,2.674
1319,1.4048,0,0,1.79,2.674
1320,1.40463,0,0,1.83,2.683
1321,1.40451,0,0,1.87,2.674
1322,1.4044,0,0,1.91,2.675
1323,1.40439,0,0,1.94,2.682
1324,1.40444,0,0,1.97,2.683
1325,1.40453,0,0,2.01,2.665
1326,1.40449,0,0,2.05,2.661
1327,1.40436,0,0,2.1,2.668
1328,1.4042,0,0,2.15,2.67
1329,1.40403,0,0,2.2,2.674
1330,1.40403,0,0,2.24,2.664
1331,1.40412,0,0,2.28,2.661
1332,1.40415,0,0,2.31,2.665
1333,1.404,0,0,2.36,2.668
1334,1.40366,0,0,2.41,2.681
1335,1.40339,0,0,2.48,2.686
1336,1.40322,0,0,2.54,2.684
1337,1.40308,0,0,2.59,2.697
1338,1.40305,0,0,2.63,2.712
1339,1.40315,0,0,2.67,2.72
1340,1.4033,0,0,2.7,2.717
1341,1.40336,0,0,2.74,2.726
1342,1.40328,0,0,2.78,2.744
1343,1.40317,0,0,2.83,2.743
1344,1.40284,0,0,2.89,2.751
1345,1.40232,0,0,2.96,2.763
1346,1.40176,0,0,3.03,2.778
1347,1.40134,0,0,3.1,2.793
1348,1.40106,0,0,3.15,2.818
1349,1.401,0,0,3.18,2.835
1350,1.40078,0,0,3.23,2.865
1351,1.40069,0,0,3.27,2.879
1352,1.40045,0,0,3.32,2.899
1353,1.40022,0,0,3.36,2.918
1354,1.40005,0,0,3.41,2.936
1355,1.40026,0,0,3.45,2.953
1356,1.40044,0,0,3.5,2.966
1357,1.40091,0,0,3.54,2.977
1358,1.40115,0,0,3.6,2.981
1359,1.40148,0,0,3.65,2.942
1360,1.40162,0,0,3.7,2.887
1361,1.40151,0,0,3.75,2.864
1362,1.40103,0,0,3.8,2.877
1363,1.40022,0,0,3.87,2.886
1364,1.39964,0,0,3.93,2.888
1365,1.39923,0,0,3.99,2.891
1366,1.39887,0,0,4.06,2.899
1367,1.39921,0,0,4.13,2.887
1368,1.39945,0,0,4.22,2.884
1369,1.39974,0,0,4.3,2.9
1370,1.40003,0,0,4.39,2.929
1371,1.40004,0,0,4.5,2.969
1372,1.4,0,0,4.63,3.014
1373,1.40032,0,0,4.74,3.053
1374,1.40017,0,0,4.9,3.075
1375,1.39987,0,0,5.09,3.111
1376,1.40022,0,0,5.26,3.128
1377,1.40046,0,0,5.48,3.13
1378,1.40084,0,0,5.72,3.103
1379,1.40094,0,0,6.01,3.051
1380,1.40189,0,0,6.24,2.979
1381,1.40151,0,0,6.58,2.941
1382,1.40103,0,0,6.93,2.92
1383,1.40006,0,0,7.31,2.931
1384,1.40011,0,0,7.63,2.95
1385,1.3988,0,0,8.09,2.978
1386,1.39783,0,0,8.55,3.025
1387,1.39712,0,0,9.03,3.048
1388,1.39599,0,0,9.59,3.066
1389,1.39676,0,0,10,3.087
1390,1.39578,0,0,10.6,3.099
1391,1.3955,0,0,11.2,3.09
1392,1.39521,0,0,11.8,3.088
1393,1.39536,0,0,12.5,3.081
1394,1.39453,0,0,13.2,3.085
1395,1.39599,0,0,13.7,3.071
1396,1.39608,0,0,14.3,3.065
1397,1.395,0,0,15.1,3.069
1398,1.39461,0,0,15.8,3.067
1399,1.3942,0,0,16.5,3.085
1400,1.39385,0,0,17.1,3.094
1401,1.39356,0,0,17.8,3.11
1402,1.39265,0,0,18.5,3.136
1403,1.39264,0,0,19.2,3.149
1404,1.393,0,0,19.8,3.158
1405,1.39432,0,0,20.3,3.191
1406,1.39436,0,0,20.9,3.23
1407,1.39444,0,0,21.5,3.265
1408,1.39437,0,0,22,3.298
1409,1.39369,0,0,22.6,3.356
1410,1.39332,0,0,23.1,3.419
1411,1.39345,0,0,23.6,3.476
1412,1.39341,0,0,24.1,3.534
1413,1.3935,0,0,24.5,3.584
1414,1.39335,0,0,24.9,3.632
1415,1.39311,0,0,25.3,3.708
1416,1.39285,0,0,25.7,3.775
1417,1.39255,0,0,26.1,3.847
1418,1.39202,0,0,26.4,3.931
1419,1.39177,0,0,26.7,3.987
1420,1.39154,0,0,27,4.071
1421,1.39105,0,0,27.3,4.156
1422,1.39045,0,0,27.6,4.242
1423,1.38982,0,0,27.8,4.32
1424,1.3892,0,0,28.1,4.395
1425,1.38798,0,0,28.3,4.48
1426,1.38722,0,0,28.6,4.561
1427,1.38649,0,0,28.7,4.638
1428,1.38585,0,0,28.9,4.708
1429,1.3852,0,0,29.1,4.782
1430,1.38436,0,0,29.3,4.846
1431,1.38384,0,0,29.4,4.906
1432,1.38295,0,0,29.6,4.974
1433,1.38227,0,0,29.7,5.026
1434,1.381,0,0,29.8,5.071
1435,1.38015,0,0,29.9,5.131
1436,1.37939,0,0,30,5.179
1437,1.37847,0,0,30.1,5.22
1438,1.37765,0,0,30.2,5.271
1439,1.37712,0,0,30.3,5.322
1440,1.37649,0,0,30.4,5.358
1441,1.37581,0,0,30.4,5.403
1442,1.37511,0,0,30.5,5.441
1443,1.37429,0,0,30.5,5.46
1444,1.37334,0,0,30.5,5.481
1445,1.37254,0,0,30.5,5.5
1446,1.37169,0,0,30.6,5.523
1447,1.37109,0,0,30.6,5.548
1448,1.37069,0,0,30.6,5.56
1449,1.37031,0,0,30.6,5.575
1450,1.37002,0,0,30.5,5.582
1451,1.36998,0,0,30.5,5.597
1452,1.36971,0,0,30.5,5.611
1453,1.36919,0,0,30.4,5.639
1454,1.36853,0,0,30.4,5.653
1455,1.36802,0,0,30.4,5.675
1456,1.36754,0,0,30.3,5.682
1457,1.36702,0,0,30.2,5.685
1458,1.36673,0,0,30.1,5.68
1459,1.36622,0,0,30.1,5.689
1460,1.3657,0,0,30,5.711
1461,1.36589,0,0,29.8,5.723
1462,1.36585,0,0,29.7,5.715
1463,1.3656,0,0,29.6,5.716
1464,1.36564,0,0,29.4,5.732
1465,1.36539,0,0,29.2,5.741
1466,1.36499,0,0,29,5.743
1467,1.3653,0,0,28.7,5.752
1468,1.36515,0,0,28.5,5.745
1469,1.36491,0,0,28.3,5.744
1470,1.36505,0,0,28,5.757
1471,1.36462,0,0,27.8,5.766
1472,1.36415,0,0,27.5,5.78
1473,1.36444,0,0,27.2,5.787
1474,1.364,0,0,27,5.798
1475,1.36446,0,0,26.6,5.81
1476,1.3643,0,0,26.4,5.808
1477,1.36439,0,0,26.1,5.815
1478,1.36472,0,0,25.8,5.825
1479,1.36463,0,0,25.6,5.824
1480,1.36494,0,0,25.2,5.827
1481,1.36438,0,0,25,5.854
1482,1.3641,0,0,24.7,5.878
1483,1.36354,0,0,24.4,5.9
1484,1.36356,0,0,24.1,5.908
1485,1.36331,0,0,23.9,5.922
1486,1.36308,0,0,23.6,5.94
1487,1.3635,0,0,23.3,5.962
1488,1.36348,0,0,23.1,5.963
1489,1.36428,0,0,22.7,5.966
1490,1.3642,0,0,22.5,5.982
1491,1.36465,0,0,22.2,5.99
1492,1.36433,0,0,21.9,5.994
1493,1.36422,0,0,21.6,6.016
1494,1.36367,0,0,21.4,6.014
1495,1.36397,0,0,21.1,6.025
1496,1.36383,0,0,20.8,6.008
1497,1.36397,0,0,20.5,6.022
1498,1.36403,0,0,20.3,6.021
1499,1.364,0,0,20,6.027
1500,1.36458,0,0,19.7,6.027
1501,1.36452,0,0,19.5,6.035
1502,1.36502,0,0,19.2,6.025
1503,1.365,0,0,19,6.009
1504,1.36519,0,0,18.7,5.989
1505,1.3657,0,0,18.5,5.987
1506,1.36564,0,0,18.3,5.984
1507,1.36604,0,0,18,5.971
1508,1.36573,0,0,17.8,5.971
1509,1.36616,0,0,17.6,5.973
1510,1.36652,0,0,17.3,5.951
1511,1.36666,0,0,17.1,5.952
1512,1.36705,0,0,16.9,5.939
1513,1.36664,0,0,16.7,5.933
1514,1.36692,0,0,16.5,5.931
1515,1.36734,0,0,16.2,5.925
1516,1.36727,0,0,16.1,5.909
1517,1.368,0,0,15.8,5.897
1518,1.3686,0,0,15.6,5.884
1519,1.36865,0,0,15.4,5.881
1520,1.36891,0,0,15.2,5.876
1521,1.36927,0,0,15,5.856
1522,1.369,0,0,14.9,5.843
1523,1.36938,0,0,14.7,5.83
1524,1.36976,0,0,14.5,5.818
1525,1.36951,0,0,14.3,5.807
1526,1.36967,0,0,14.1,5.799
1527,1.36978,0,0,13.9,5.792
1528,1.36963,0,0,13.8,5.776
1529,1.36981,0,0,13.6,5.783
1530,1.37002,0,0,13.5,5.776
1531,1.37058,0,0,13.3,5.767
1532,1.37051,0,0,13.2,5.762
1533,1.37086,0,0,13,5.769
1534,1.37118,0,0,12.8,5.756
1535,1.37171,0,0,12.7,5.762
1536,1.37178,0,0,12.5,5.737
1537,1.37209,0,0,12.4,5.74
1538,1.37212,0,0,12.2,5.757
1539,1.37242,0,0,12.1,5.756
1540,1.37234,0,0,11.9,5.751
1541,1.37215,0,0,11.8,5.754
1542,1.37231,0,0,11.7,5.751
1543,1.37235,0,0,11.5,5.75
1544,1.37255,0,0,11.4,5.744
1545,1.37234,0,0,11.3,5.744
1546,1.37229,0,0,11.1,5.754
1547,1.37268,0,0,11,5.744
1548,1.3729,0,0,10.9,5.735
1549,1.37304,0,0,10.8,5.74
1550,1.37302,0,0,10.6,5.732
1551,1.37305,0,0,10.5,5.728
1552,1.3731,0,0,10.4,5.731
1553,1.3734,0,0,10.3,5.724
1554,1.37346,0,0,10.2,5.724
1555,1.37362,0,0,10.1,5.715
1556,1.37371,0,0,10,5.697
1557,1.3738,0,0,9.91,5.693
1558,1.37356,0,0,9.84,5.703
1559,1.37347,0,0,9.75,5.7
1560,1.37345,0,0,9.66,5.713
1561,1.37353,0,0,9.56,5.728
1562,1.37361,0,0,9.48,5.731
1563,1.3738,0,0,9.38,5.735
1564,1.37375,0,0,9.3,5.743
1565,1.37386,0,0,9.2,5.754
1566,1.37362,0,0,9.13,5.753
1567,1.37367,0,0,9.05,5.744
1568,1.37355,0,0,8.98,5.746
1569,1.37354,0,0,8.9,5.746
1570,1.37352,0,0,8.82,5.746
1571,1.37344,0,0,8.74,5.75
1572,1.37338,0,0,8.66,5.749
1573,1.37345,0,0,8.59,5.743
1574,1.37354,0,0,8.51,5.74
1575,1.37324,0,0,8.45,5.747
1576,1.3733,0,0,8.36,5.739
1577,1.37318,0,0,8.3,5.755
1578,1.37319,0,0,8.23,5.749
1579,1.37346,0,0,8.16,5.753
1580,1.3736,0,0,8.1,5.745
1581,1.37393,0,0,8.04,5.732
1582,1.37417,0,0,7.96,5.735
1583,1.37412,0,0,7.89,5.724
1584,1.3738,0,0,7.83,5.725
1585,1.37372,0,0,7.77,5.712
1586,1.37369,0,0,7.71,5.702
1587,1.37365,0,0,7.65,5.7
1588,1.37352,0,0,7.61,5.699
1589,1.3737,0,0,7.55,5.686
1590,1.3738,0,0,7.49,5.685
1591,1.37411,0,0,7.43,5.672
1592,1.37431,0,0,7.37,5.659
1593,1.37445,0,0,7.31,5.627
1594,1.37445,0,0,7.25,5.613
1595,1.37432,0,0,7.2,5.59
1596,1.37402,0,0,7.16,5.591
1597,1.37405,0,0,7.12,5.563
1598,1.37407,0,0,7.08,5.552
1599,1.37412,0,0,7.04,5.525
1600,1.37419,0,0,6.99,5.517
1601,1.37421,0,0,6.94,5.506
1602,1.37413,0,0,6.91,5.494
1603,1.37433,0,0,6.86,5.459
1604,1.37429,0,0,6.83,5.45
1605,1.37434,0,0,6.78,5.438
1606,1.37417,0,0,6.74,5.428
1607,1.37414,0,0,6.71,5.407
1608,1.37401,0,0,6.7,5.391
1609,1.37405,0,0,6.65,5.382
1610,1.37382,0,0,6.63,5.376
1611,1.37365,0,0,6.6,5.358
1612,1.37341,0,0,6.57,5.347
1613,1.3733,0,0,6.53,5.333
1614,1.3731,0,0,6.5,5.319
1615,1.37304,0,0,6.47,5.301
1616,1.37301,0,0,6.45,5.292
1617,1.37308,0,0,6.42,5.284
1618,1.37306,0,0,6.4,5.274
1619,1.37325,0,0,6.36,5.258
1620,1.3731,0,0,6.35,5.253
1621,1.37305,0,0,6.31,5.249
1622,1.37289,0,0,6.28,5.233
1623,1.37277,0,0,6.25,5.222
1624,1.37271,0,0,6.21,5.211
1625,1.37261,0,0,6.19,5.204
1626,1.3725,0,0,6.16,5.21
1627,1.37261,0,0,6.13,5.2
1628,1.37248,0,0,6.12,5.193
1629,1.37264,0,0,6.09,5.186
1630,1.37258,0,0,6.08,5.177
1631,1.37241,0,0,6.05,5.175
1632,1.37196,0,0,6.05,5.178
1633,1.37185,0,0,6.02,5.173
1634,1.37161,0,0,6,5.152
1635,1.37152,0,0,5.98,5.135
1636,1.37122,0,0,5.97,5.139
1637,1.37127,0,0,5.95,5.128
1638,1.37111,0,0,5.94,5.121
1639,1.37106,0,0,5.92,5.114
1640,1.37076,0,0,5.91,5.126
1641,1.37083,0,0,5.89,5.107
1642,1.37074,0,0,5.88,5.104
1643,1.37082,0,0,5.85,5.1
1644,1.37077,0,0,5.83,5.109
1645,1.37103,0,0,5.8,5.114
1646,1.37123,0,0,5.79,5.112
1647,1.37153,0,0,5.75,5.128
1648,1.37147,0,0,5.75,5.136
1649,1.37162,0,0,5.72,5.131
1650,1.37146,0,0,5.7,5.152
1651,1.37143,0,0,5.69,5.175
1652,1.37122,0,0,5.68,5.193
1653,1.37135,0,0,5.66,5.2
1654,1.37095,0,0,5.66,5.244
1655,1.3708,0,0,5.64,5.257
1656,1.37043,0,0,5.65,5.273
1657,1.3704,0,0,5.63,5.289
1658,1.37003,0,0,5.63,5.335
1659,1.3698,0,0,5.62,5.366
1660,1.36952,0,0,5.62,5.389
1661,1.36944,0,0,5.6,5.427
1662,1.36916,0,0,5.61,5.453
1663,1.36903,0,0,5.6,5.49
1664,1.36868,0,0,5.6,5.522
1665,1.36867,0,0,5.58,5.562
1666,1.36844,0,0,5.58,5.605
1667,1.36851,0,0,5.56,5.652
1668,1.36838,0,0,5.56,5.698
1669,1.36835,0,0,5.55,5.744
1670,1.3683,0,0,5.55,5.743
1671,1.3687,0,0,5.54,5.642
1672,1.36815,0,0,5.54,5.689
1673,1.36786,0,0,5.53,5.722
1674,1.36741,0,0,5.53,5.755
1675,1.36703,0,0,5.53,5.798
1676,1.36655,0,0,5.53,5.847
1677,1.36651,0,0,5.53,5.875
1678,1.36641,0,0,5.53,5.918
1679,1.36631,0,0,5.52,5.971
1680,1.36596,0,0,5.52,6.022
1681,1.3659,0,0,5.52,6.061
1682,1.36561,0,0,5.53,6.116
1683,1.36549,0,0,5.52,6.173
1684,1.36544,0,0,5.52,6.214
1685,1.36548,0,0,5.52,6.266
1686,1.36539,0,0,5.52,6.319
1687,1.36541,0,0,5.51,6.381
1688,1.36516,0,0,5.53,6.426
1689,1.36511,0,0,5.51,6.486
1690,1.36482,0,0,5.52,6.541
1691,1.36478,0,0,5.51,6.579
1692,1.3647,0,0,5.52,6.616
1693,1.3648,0,0,5.51,6.666
1694,1.36469,0,0,5.52,6.728
1695,1.36468,0,0,5.52,6.771
1696,1.36463,0,0,5.54,6.807
1697,1.36473,0,0,5.54,6.858
1698,1.36465,0,0,5.54,6.907
1699,1.36436,0,0,5.56,6.959
1700,1.36404,0,0,5.57,7.006
1701,1.36381,0,0,5.58,7.052
1702,1.3635,0,0,5.61,7.093
1703,1.36343,0,0,5.61,7.136
1704,1.36322,0,0,5.63,7.164
1705,1.36312,0,0,5.64,7.199
1706,1.36284,0,0,5.66,7.232
1707,1.36287,0,0,5.67,7.266
1708,1.36272,0,0,5.69,7.315
1709,1.36293,0,0,5.7,7.34
1710,1.36291,0,0,5.73,7.361
1711,1.36271,0,0,5.75,7.399
1712,1.3625,0,0,5.77,7.44
1713,1.36249,0,0,5.78,7.473
1714,1.36234,0,0,5.8,7.505
