wavelength_nm,refractive_index,specific_abs_coeff_chl,specific_abs_coeff_car,specific_abs_coeff_cw,specific_abs_coeff_cm
1715,1.36218,0,0,5.81,7.525
1716,1.36196,0,0,5.83,7.557
1717,1.36204,0,0,5.84,7.579
1718,1.3619,0,0,5.88,7.604
1719,1.36189,0,0,5.89,7.633
1720,1.3616,0,0,5.93,7.653
1721,1.36147,0,0,5.95,7.674
1722,1.36125,0,0,5.97,7.691
1723,1.36116,0,0,6,7.699
1724,1.36116,0,0,6.02,7.708
1725,1.36125,0,0,6.05,7.721
1726,1.36131,0,0,6.09,7.73
1727,1.36167,0,0,6.1,7.729
1728,1.36172,0,0,6.14,7.712
1729,1.36181,0,0,6.17,7.702
1730,1.36178,0,0,6.2,7.695
1731,1.36176,0,0,6.22,7.67
1732,1.36154,0,0,6.26,7.644
1733,1.3616,0,0,6.28,7.618
1734,1.36152,0,0,6.33,7.585
1735,1.36158,0,0,6.37,7.555
1736,1.36181,0,0,6.39,7.517
1737,1.36173,0,0,6.44,7.479
1738,1.36157,0,0,6.49,7.451
1739,1.36162,0,0,6.52,7.435
1740,1.36131,0,0,6.57,7.408
1741,1.36118,0,0,6.62,7.379
1742,1.36123,0,0,6.66,7.363
1743,1.36156,0,0,6.69,7.347
1744,1.36162,0,0,6.75,7.332
1745,1.36167,0,0,6.8,7.332
1746,1.36182,0,0,6.84,7.332
1747,1.36213,0,0,6.9,7.304
1748,1.36233,0,0,6.95,7.295
1749,1.3625,0,0,7,7.296
1750,1.36261,0,0,7.05,7.291
1751,1.36259,0,0,7.11,7.292
1752,1.36248,0,0,7.18,7.292
1753,1.36276,0,0,7.24,7.281
1754,1.36333,0,0,7.27,7.283
1755,1.36376,0,0,7.34,7.264
1756,1.36376,0,0,7.41,7.25
1757,1.36362,0,0,7.48,7.24
1758,1.3635,0,0,7.54,7.228
1759,1.36333,0,0,7.59,7.21
1760,1.36304,0,0,7.67,7.186
1761,1.3629,0,0,7.73,7.164
1762,1.36316,0,0,7.78,7.143
1763,1.36361,0,0,7.83,7.114
1764,1.36411,0,0,7.89,7.101
1765,1.36463,0,0,7.95,7.069
1766,1.36514,0,0,8,7.038
1767,1.36536,0,0,8.04,7.003
1768,1.36485,0,0,8.1,6.974
1769,1.36403,0,0,8.16,6.928
1770,1.36296,0,0,8.21,6.889
1771,1.36206,0,0,8.24,6.839
1772,1.36149,0,0,8.26,6.793
1773,1.36082,0,0,8.32,6.764
1774,1.36081,0,0,8.35,6.729
1775,1.36107,0,0,8.39,6.694
1776,1.36173,0,0,8.43,6.661
1777,1.36282,0,0,8.45,6.613
1778,1.36379,0,0,8.48,6.572
1779,1.36451,0,0,8.51,6.546
1780,1.3649,0,0,8.54,6.522
1781,1.36459,0,0,8.56,6.507
1782,1.36375,0,0,8.59,6.482
1783,1.36252,0,0,8.62,6.484
1784,1.36128,0,0,8.64,6.479
1785,1.36006,0,0,8.67,6.494
1786,1.35947,0,0,8.69,6.496
1787,1.35932,0,0,8.72,6.491
1788,1.35989,0,0,8.74,6.461
1789,1.36069,0,0,8.76,6.44
1790,1.36143,0,0,8.78,6.43
1791,1.36228,0,0,8.78,6.413
1792,1.36272,0,0,8.78,6.421
1793,1.36269,0,0,8.79,6.399
1794,1.36242,0,0,8.8,6.379
1795,1.36221,0,0,8.81,6.365
1796,1.36187,0,0,8.81,6.372
1797,1.36163,0,0,8.81,6.346
1798,1.36163,0,0,8.8,6.321
1799,1.36175,0,0,8.79,6.31
1800,1.36189,0,0,8.79,6.314
1801,1.36209,0,0,8.78,6.282
1802,1.36225,0,0,8.77,6.277
1803,1.3626,0,0,8.75,6.27
1804,1.36297,0,0,8.75,6.258
1805,1.36349,0,0,8.74,6.242
1806,1.36373,0,0,8.74,6.234
1807,1.36388,0,0,8.73,6.221
1808,1.36359,0,0,8.74,6.231
1809,1.36322,0,0,8.75,6.221
1810,1.36293,0,0,8.76,6.205
1811,1.3625,0,0,8.78,6.192
1812,1.36235,0,0,8.79,6.192
1813,1.36247,0,0,8.79,6.179
1814,1.36277,0,0,8.8,6.159
1815,1.36339,0,0,8.79,6.143
1816,1.36384,0,0,8.81,6.143
1817,1.3645,0,0,8.82,6.12
1818,1.36496,0,0,8.84,6.098
1819,1.36518,0,0,8.85,6.087
1820,1.3652,0,0,8.85,6.063
1821,1.36496,0,0,8.86,6.056
1822,1.36448,0,0,8.87,6.053
1823,1.36425,0,0,8.87,6.04
1824,1.36387,0,0,8.88,6.044
1825,1.3638,0,0,8.89,6.007
1826,1.36364,0,0,8.9,5.996
1827,1.36342,0,0,8.92,5.994
1828,1.36316,0,0,8.95,5.997
1829,1.36321,0,0,8.97,5.975
1830,1.36314,0,0,9.01,5.954
1831,1.36303,0,0,9.03,5.946
1832,1.36241,0,0,9.11,5.927
1833,1.36236,0,0,9.15,5.914
1834,1.36236,0,0,9.2,5.89
1835,1.36229,0,0,9.26,5.873
1836,1.3626,0,0,9.31,5.832
1837,1.36289,0,0,9.38,5.794
1838,1.36293,0,0,9.46,5.768
1839,1.36306,0,0,9.54,5.728
1840,1.36285,0,0,9.63,5.681
1841,1.36221,0,0,9.72,5.68
1842,1.36151,0,0,9.82,5.655
1843,1.36072,0,0,9.93,5.648
1844,1.36015,0,0,10.1,5.62
1845,1.35976,0,0,10.2,5.594
1846,1.35968,0,0,10.3,5.567
1847,1.35992,0,0,10.4,5.557
1848,1.35972,0,0,10.6,5.552
1849,1.3597,0,0,10.7,5.553
1850,1.35956,0,0,10.9,5.539
1851,1.35996,0,0,11.1,5.523
1852,1.35929,0,0,11.4,5.507
1853,1.35968,0,0,11.6,5.505
1854,1.36024,0,0,11.8,5.487
1855,1.36134,0,0,12.1,5.474
1856,1.36247,0,0,12.4,5.462
1857,1.36336,0,0,12.7,5.45
1858,1.36385,0,0,13,5.448
1859,1.36448,0,0,13.3,5.441
1860,1.36431,0,0,13.8,5.44
1861,1.3648,0,0,14.1,5.442
1862,1.36292,0,0,14.8,5.449
1863,1.36317,0,0,15.3,5.466
1864,1.36351,0,0,15.9,5.461
1865,1.36448,0,0,16.4,5.452
1866,1.36476,0,0,17.1,5.445
1867,1.36624,0,0,17.7,5.412
1868,1.36683,0,0,18.5,5.379
1869,1.36844,0,0,19.2,5.28
1870,1.36535,0,0,20.5,5.228
1871,1.36577,0,0,21.5,5.199
1872,1.36636,0,0,22.5,5.171
1873,1.36633,0,0,23.7,5.139
1874,1.36716,0,0,24.8,5.124
1875,1.36683,0,0,26.2,5.112
1876,1.368,0,0,27.5,5.129
1877,1.36258,0,0,29.7,5.144
1878,1.36198,0,0,31.4,5.173
1879,1.36242,0,0,33.2,5.176
1880,1.36276,0,0,35,5.185
1881,1.36168,0,0,37.2,5.183
1882,1.36284,0,0,39.3,5.2
1883,1.35623,0,0,42.7,5.202
1884,1.3557,0,0,45.3,5.204
1885,1.3558,0,0,47.9,5.224
1886,1.35595,0,0,50.6,5.244
1887,1.35547,0,0,53.6,5.297
1888,1.35079,0,0,57.6,5.318
1889,1.3504,0,0,60.9,5.375
1890,1.35116,0,0,64,5.441
1891,1.35205,0,0,67.2,5.491
1892,1.35249,0,0,70.6,5.561
1893,1.34933,0,0,75,5.629
1894,1.35035,0,0,78.4,5.687
1895,1.35246,0,0,81.6,5.757
1896,1.35464,0,0,84.7,5.83
1897,1.35778,0,0,87.5,5.911
1898,1.35558,0,0,91.9,5.998
1899,1.35829,0,0,94.6,6.09
1900,1.36013,0,0,97.2,6.193
1901,1.36101,0,0,100,6.33
1902,1.35954,0,0,103,6.449
1903,1.35992,0,0,106,6.581
1904,1.36057,0,0,108,6.71
1905,1.36116,0,0,110,6.838
1906,1.35978,0,0,112,6.97
1907,1.36006,0,0,114,7.107
1908,1.36012,0,0,116,7.238
1909,1.36062,0,0,117,7.388
1910,1.35986,0,0,119,7.506
1911,1.36004,0,0,120,7.635
1912,1.36033,0,0,122,7.767
1913,1.36085,0,0,123,7.874
1914,1.36064,0,0,124,7.977
1915,1.36135,0,0,125,8.071
1916,1.36154,0,0,126,8.15
1917,1.36142,0,0,126,8.22
1918,1.36059,0,0,128,8.292
1919,1.35997,0,0,128,8.35
1920,1.35908,0,0,129,8.449
1921,1.35775,0,0,129,8.521
1922,1.3566,0,0,130,8.583
1923,1.35537,0,0,130,8.666
1924,1.35394,0,0,130,8.723
1925,1.35301,0,0,130,8.759
1926,1.3519,0,0,131,8.821
1927,1.35097,0,0,131,8.864
1928,1.34999,0,0,131,8.909
1929,1.34934,0,0,130,8.941
1930,1.34857,0,0,130,8.949
1931,1.34792,0,0,130,8.955
1932,1.34683,0,0,130,8.983
1933,1.34559,0,0,130,9.022
1934,1.34454,0,0,129,9.043
1935,1.34322,0,0,129,9.044
1936,1.34209,0,0,128,9.028
1937,1.34134,0,0,127,9.034
1938,1.34023,0,0,127,9.052
1939,1.33904,0,0,126,9.048
1940,1.33797,0,0,126,9.041
1941,1.33628,0,0,125,9.037
1942,1.33431,0,0,124,9.036
1943,1.33278,0,0,123,9.035
1944,1.331,0,0,122,9.021
1945,1.32956,0,0,122,9.016
1946,1.32885,0,0,121,9.008
1947,1.32824,0,0,120,8.97
1948,1.32723,0,0,119,8.974
1949,1.32727,0,0,118,8.953
1950,1.32612,0,0,117,8.957
1951,1.32591,0,0,116,8.937
1952,1.32436,0,0,115,8.923
1953,1.32306,0,0,114,8.912
1954,1.32262,0,0,113,8.895
1955,1.32171,0,0,112,8.891
1956,1.32028,0,0,111,8.88
1957,1.31996,0,0,110,8.867
1958,1.31846,0,0,109,8.855
1959,1.3177,0,0,108,8.852
1960,1.31641,0,0,107,8.861
1961,1.31468,0,0,106,8.864
1962,1.31491,0,0,104,8.876
1963,1.31377,0,0,104,8.869
1964,1.31437,0,0,102,8.872
1965,1.31394,0,0,101,8.855
1966,1.31352,0,0,101,8.828
1967,1.31404,0,0,99.3,8.839
1968,1.31374,0,0,98.3,8.855
1969,1.31412,0,0,97.1,8.856
1970,1.31329,0,0,96.3,8.833
1971,1.31454,0,0,94.9,8.842
1972,1.31346,0,0,94.1,8.843
1973,1.31188,0,0,93.4,8.83
1974,1.31224,0,0,92.1,8.808
1975,1.3108,0,0,91.2,8.818
1976,1.31035,0,0,90.1,8.807
1977,1.30902,0,0,89.3,8.797
1978,1.30952,0,0,88,8.794
1979,1.30869,0,0,87.2,8.791
1980,1.3094,0,0,86.1,8.795
1981,1.3089,0,0,85.3,8.771
1982,1.30804,0,0,84.6,8.754
1983,1.30892,0,0,83.4,8.759
1984,1.30782,0,0,82.6,8.76
1985,1.30799,0,0,81.5,8.746
1986,1.3068,0,0,80.8,8.762
1987,1.30698,0,0,79.7,8.778
1988,1.30609,0,0,79,8.79
1989,1.30673,0,0,78,8.795
1990,1.30646,0,0,77.2,8.811
1991,1.30698,0,0,76.3,8.848
1992,1.3065,0,0,75.6,8.874
1993,1.30688,0,0,74.6,8.885
1994,1.30611,0,0,73.9,8.913
1995,1.30604,0,0,73,8.944
1996,1.30473,0,0,72.3,8.98
1997,1.30476,0,0,71.4,8.988
1998,1.30349,0,0,70.8,9.001
1999,1.30377,0,0,69.9,9.034
2000,1.30274,0,0,69.2,9.076
2001,1.30175,0,0,68.7,9.111
2002,1.30199,0,0,67.8,9.141
2003,1.30251,0,0,66.9,9.171
2004,1.30148,0,0,66.3,9.214
2005,1.30188,0,0,65.5,9.255
2006,1.30115,0,0,64.9,9.303
2007,1.30152,0,0,64.1,9.356
2008,1.30102,0,0,63.6,9.406
2009,1.30179,0,0,62.8,9.448
2010,1.30125,0,0,62.3,9.516
2011,1.30171,0,0,61.6,9.578
2012,1.30091,0,0,61.1,9.638
2013,1.30135,0,0,60.3,9.692
2014,1.30055,0,0,59.8,9.763
2015,1.30089,0,0,59.1,9.845
2016,1.3003,0,0,58.6,9.953
2017,1.30082,0,0,57.9,10.04
2018,1.3002,0,0,57.5,10.14
2019,1.30079,0,0,56.8,10.27
2020,1.30063,0,0,56.3,10.39
2021,1.3013,0,0,55.7,10.52
2022,1.30177,0,0,55,10.63
2023,1.3009,0,0,54.6,10.77
2024,1.30131,0,0,54,10.91
2025,1.30099,0,0,53.6,11.03
2026,1.30178,0,0,52.9,11.19
2027,1.30137,0,0,52.6,11.35
2028,1.30204,0,0,52,11.5
2029,1.3026,0,0,51.4,11.65
2030,1.30194,0,0,51,11.81
2031,1.30147,0,0,50.5,12.01
2032,1.30044,0,0,50.1,12.17
2033,1.30011,0,0,49.5,12.34
2034,1.29889,0,0,49.2,12.51
2035,1.29879,0,0,48.6,12.69
2036,1.29897,0,0,48.1,12.87
2037,1.29848,0,0,47.7,13.07
2038,1.2993,0,0,47.2,13.25
2039,1.29878,0,0,46.8,13.46
2040,1.29897,0,0,46.3,13.64
2041,1.29901,0,0,45.8,13.84
2042,1.29807,0,0,45.5,14.03
2043,1.29835,0,0,45,14.23
2044,1.29803,0,0,44.7,14.41
2045,1.29886,0,0,44.3,14.61
2046,1.29985,0,0,43.8,14.81
2047,1.30001,0,0,43.5,14.99
2048,1.30095,0,0,43,15.17
2049,1.30104,0,0,42.7,15.34
2050,1.30173,0,0,42.3,15.54
2051,1.30195,0,0,41.9,15.71
2052,1.30117,0,0,41.6,15.91
2053,1.30082,0,0,41.2,16.07
2054,1.3008,0,0,40.7,16.22
2055,1.30022,0,0,40.5,16.37
2056,1.30076,0,0,40,16.53
2057,1.3003,0,0,39.8,16.67
2058,1.30059,0,0,39.3,16.78
2059,1.30073,0,0,38.9,16.9
2060,1.30087,0,0,38.7,16.98
2061,1.30101,0,0,38.3,17.08
2062,1.30114,0,0,37.9,17.18
2063,1.30127,0,0,37.6,17.25
2064,1.30139,0,0,37.3,17.34
2065,1.30151,0,0,36.9,17.39
2066,1.30162,0,0,36.6,17.48
2067,1.30173,0,0,36.3,17.55
2068,1.30184,0,0,35.9,17.61
2069,1.30194,0,0,35.7,17.67
2070,1.30204,0,0,35.4,17.71
2071,1.30213,0,0,35,17.77
2072,1.30222,0,0,34.8,17.83
2073,1.30231,0,0,34.5,17.87
2074,1.30239,0,0,34.1,17.94
2075,1.30247,0,0,33.9,17.95
2076,1.30255,0,0,33.6,17.99
2077,1.30262,0,0,33.3,18.05
2078,1.30268,0,0,33.1,18.09
2079,1.30275,0,0,32.8,18.13
2080,1.30281,0,0,32.5,18.2
2081,1.30286,0,0,32.3,18.27
2082,1.30291,0,0,32,18.3
2083,1.30296,0,0,31.7,18.35
2084,1.30301,0,0,31.5,18.41
2085,1.30305,0,0,31.3,18.46
2086,1.30309,0,0,31,18.52
2087,1.30312,0,0,30.7,18.56
2088,1.30315,0,0,30.5,18.61
2089,1.30318,0,0,30.3,18.66
2090,1.3032,0,0,30,18.71
2091,1.30323,0,0,29.8,18.76
2092,1.30324,0,0,29.6,18.81
2093,1.30326,0,0,29.3,18.85
2094,1.30327,0,0,29.1,18.9
2095,1.30328,0,0,28.9,18.96
2096,1.30328,0,0,28.6,19.03
2097,1.30328,0,0,28.4,19.07
2098,1.30328,0,0,28.2,19.11
2099,1.30328,0,0,28,19.16
2100,1.30327,0,0,27.8,19.21
2101,1.30326,0,0,27.5,19.27
2102,1.30325,0,0,27.4,19.29
2103,1.30323,0,0,27.1,19.32
2104,1.30321,0,0,26.9,19.35
2105,1.30319,0,0,26.7,19.36
2106,1.30316,0,0,26.6,19.4
2107,1.30313,0,0,26.4,19.43
2108,1.3031,0,0,26.2,19.47
2109,1.30307,0,0,26,19.51
2110,1.30304,0,0,25.8,19.53
2111,1.303,0,0,25.7,19.56
2112,1.30296,0,0,25.5,19.6
2113,1.30291,0,0,25.3,19.61
2114,1.30287,0,0,25.2,19.62
2115,1.30282,0,0,25,19.66
2116,1.30277,0,0,24.8,19.66
2117,1.30271,0,0,24.7,19.69
2118,1.30266,0,0,24.5,19.7
2119,1.3026,0,0,24.4,19.72
2120,1.30254,0,0,24.2,19.74
2121,1.30248,0,0,24,19.74
2122,1.30241,0,0,23.9,19.76
2123,1.30234,0,0,23.7,19.78
2124,1.30228,0,0,23.6,19.79
2125,1.3022,0,0,23.4,19.82
2126,1.30213,0,0,23.3,19.82
2127,1.30205,0,0,23.2,19.83
2128,1.30198,0,0,23,19.86
2129,1.3019,0,0,22.9,19.88
2130,1.30182,0,0,22.8,19.89
2131,1.30173,0,0,22.6,19.89
2132,1.30165,0,0,22.5,19.93
2133,1.30156,0,0,22.4,19.93
2134,1.30147,0,0,22.3,19.97
2135,1.30138,0,0,22.1,20.01
2136,1.30129,0,0,22,20.01
2137,1.30119,0,0,21.9,20.04
2138,1.3011,0,0,21.8,20.07
2139,1.301,0,0,21.7,20.11
2140,1.3009,0,0,21.6,20.13
2141,1.3008,0,0,21.5,20.15
2142,1.3007,0,0,21.4,20.17
2143,1.3005,0,0,21.3,20.19
2144,1.3004,0,0,21.2,20.22
2145,1.3003,0,0,21.1,20.23
2146,1.3002,0,0,21,20.23
2147,1.3001,0,0,20.9,20.26
2148,1.2999,0,0,20.8,20.27
2149,1.2998,0,0,20.8,20.29
2150,1.2997,0,0,20.7,20.28
2151,1.2996,0,0,20.6,20.27
2152,1.2995,0,0,20.5,20.29
2153,1.2993,0,0,20.4,20.29
2154,1.2992,0,0,20.3,20.31
2155,1.2991,0,0,20.3,20.29
2156,1.299,0,0,20.2,20.26
2157,1.2989,0,0,20.1,20.3
2158,1.2987,0,0,20,20.3
2159,1.2986,0,0,19.9,20.3
2160,1.2985,0,0,19.9,20.3
2161,1.2984,0,0,19.8,20.31
2162,1.2983,0,0,19.8,20.29
2163,1.2981,0,0,19.7,20.29
2164,1.298,0,0,19.6,20.26
2165,1.2979,0,0,19.6,20.25
2166,1.2978,0,0,19.5,20.23
2167,1.2977,0,0,19.5,20.2
2168,1.2975,0,0,19.4,20.16
2169,1.2974,0,0,19.4,20.15
2170,1.2973,0,0,19.3,20.12
2171,1.2972,0,0,19.3,20.09
2172,1.297,0,0,19.2,20.07
2173,1.2969,0,0,19.2,20.03
2174,1.2967,0,0,19.1,19.98
2175,1.2966,0,0,19.1,19.95
2176,1.2965,0,0,19,19.91
2177,1.2964,0,0,19,19.86
2178,1.2962,0,0,19,19.8
2179,1.2961,0,0,18.9,19.75
2180,1.296,0,0,18.8,19.69
2181,1.2959,0,0,18.8,19.64
2182,1.2958,0,0,18.7,19.59
2183,1.2957,0,0,18.7,19.53
2184,1.2956,0,0,18.7,19.47
2185,1.2955,0,0,18.6,19.41
2186,1.2954,0,0,18.6,19.36
2187,1.2953,0,0,18.5,19.31
2188,1.2951,0,0,18.5,19.22
2189,1.295,0,0,18.4,19.18
2190,1.2949,0,0,18.4,19.12
2191,1.2948,0,0,18.4,19.05
2192,1.2947,0,0,18.4,18.99
2193,1.2945,0,0,18.4,18.9
2194,1.2944,0,0,18.4,18.85
2195,1.2943,0,0,18.4,18.81
2196,1.2942,0,0,18.4,18.74
2197,1.2941,0,0,18.4,18.67
2198,1.2939,0,0,18.3,18.61
2199,1.2938,0,0,18.3,18.58
2200,1.2937,0,0,18.3,18.52
2201,1.2936,0,0,18.3,18.46
2202,1.2935,0,0,18.3,18.4
2203,1.2933,0,0,18.3,18.34
2204,1.2932,0,0,18.3,18.29
2205,1.2931,0,0,18.3,18.24
2206,1.293,0,0,18.3,18.18
2207,1.2928,0,0,18.3,18.13
2208,1.2927,0,0,18.3,18.07
2209,1.2925,0,0,18.3,18.03
2210,1.2924,0,0,18.3,17.98
2211,1.2923,0,0,18.3,17.92
2212,1.2922,0,0,18.3,17.87
2213,1.292,0,0,18.3,17.82
2214,1.2919,0,0,18.3,17.8
2215,1.2918,0,0,18.3,17.75
2216,1.2917,0,0,18.3,17.73
2217,1.2916,0,0,18.3,17.68
2218,1.2914,0,0,18.4,17.68
2219,1.2913,0,0,18.4,17.66
2220,1.2912,0,0,18.4,17.63
2221,1.2911,0,0,18.4,17.62
2222,1.291,0,0,18.4,17.63
2223,1.2908,0,0,18.4,17.64
2224,1.2907,0,0,18.4,17.64
2225,1.2906,0,0,18.4,17.66
2226,1.2905,0,0,18.5,17.7
2227,1.2904,0,0,18.5,17.74
2228,1.2902,0,0,18.5,17.79
2229,1.2901,0,0,18.5,17.86
2230,1.29,0,0,18.6,17.95
2231,1.2899,0,0,18.6,18.03
2232,1.2898,0,0,18.6,18.14
2233,1.2896,0,0,18.6,18.25
2234,1.2895,0,0,18.6,18.36
2235,1.2894,0,0,18.7,18.51
2236,1.2893,0,0,18.7,18.66
2237,1.2892,0,0,18.7,18.81
2238,1.289,0,0,18.8,18.95
2239,1.2889,0,0,18.8,19.13
2240,1.2888,0,0,18.9,19.31
2241,1.2887,0,0,18.9,19.51
2242,1.2886,0,0,19,19.72
2243,1.2884,0,0,19,19.94
2244,1.2883,0,0,19.1,20.17
2245,1.2882,0,0,19.1,20.4
2246,1.2881,0,0,19.2,20.65
2247,1.288,0,0,19.2,20.89
2248,1.2878,0,0,19.3,21.14
2249,1.2877,0,0,19.3,21.4
2250,1.2876,0,0,19.4,21.63
2251,1.2875,0,0,19.5,21.86
2252,1.2874,0,0,19.5,22.1
2253,1.2873,0,0,19.6,22.36
2254,1.2872,0,0,19.7,22.62
2255,1.2871,0,0,19.7,22.9
2256,1.287,0,0,19.8,23.13
2257,1.2869,0,0,19.8,23.39
2258,1.2867,0,0,19.9,23.61
2259,1.2866,0,0,20,23.86
2260,1.2865,0,0,20,24.1
2261,1.2864,0,0,20.1,24.34
2262,1.2863,0,0,20.2,24.55
2263,1.2862,0,0,20.3,24.79
2264,1.2861,0,0,20.4,24.99
2265,1.286,0,0,20.5,25.21
2266,1.2859,0,0,20.5,25.41
2267,1.2858,0,0,20.6,25.62
2268,1.2856,0,0,20.7,25.83
2269,1.2855,0,0,20.8,26.05
2270,1.2854,0,0,20.9,26.26
2271,1.2853,0,0,20.9,26.43
2272,1.2852,0,0,21,26.57
2273,1.285,0,0,21.1,26.74
2274,1.2849,0,0,21.3,26.88
2275,1.2848,0,0,21.4,27.01
2276,1.2847,0,0,21.5,27.18
2277,1.2846,0,0,21.5,27.32
2278,1.2845,0,0,21.6,27.42
2279,1.2844,0,0,21.7,27.54
2280,1.2843,0,0,21.8,27.63
2281,1.2842,0,0,21.9,27.77
2282,1.2841,0,0,22,27.94
2283,1.284,0,0,22.1,28.04
2284,1.2839,0,0,22.2,28.21
2285,1.2838,0,0,22.3,28.36
2286,1.2837,0,0,22.5,28.5
2287,1.2836,0,0,22.6,28.63
2288,1.2834,0,0,22.8,28.78
2289,1.2833,0,0,22.9,28.96
2290,1.2832,0,0,23,29.13
2291,1.2831,0,0,23.1,29.22
2292,1.283,0,0,23.3,29.37
2293,1.2829,0,0,23.4,29.47
2294,1.2828,0,0,23.5,29.6
2295,1.2827,0,0,23.6,29.7
2296,1.2826,0,0,23.8,29.82
2297,1.2825,0,0,23.9,29.97
2298,1.2824,0,0,24.1,30.06
2299,1.2823,0,0,24.2,30.18
2300,1.2822,0,0,24.3,30.28
2301,1.2821,0,0,24.4,30.4
2302,1.282,0,0,24.6,30.53
2303,1.2818,0,0,24.7,30.6
2304,1.2817,0,0,24.9,30.66
2305,1.2816,0,0,25,30.7
2306,1.2815,0,0,25.2,30.76
2307,1.2814,0,0,25.3,30.78
2308,1.2813,0,0,25.5,30.75
2309,1.2812,0,0,25.6,30.74
2310,1.2811,0,0,25.8,30.72
2311,1.281,0,0,25.9,30.65
2312,1.2809,0,0,26.1,30.58
2313,1.2808,0,0,26.2,30.51
2314,1.2807,0,0,26.5,30.45
2315,1.2806,0,0,26.6,30.34
2316,1.2805,0,0,26.8,30.29
2317,1.2804,0,0,27,30.23
2318,1.2803,0,0,27.1,30.15
2319,1.2802,0,0,27.3,30.04
2320,1.2801,0,0,27.4,30
2321,1.28,0,0,27.6,29.98
2322,1.2799,0,0,27.9,29.91
2323,1.2799,0,0,28,29.86
2324,1.2798,0,0,28.2,29.84
2325,1.2797,0,0,28.4,29.81
2326,1.2796,0,0,28.6,29.76
2327,1.2795,0,0,28.7,29.73
2328,1.2795,0,0,29,29.76
2329,1.2794,0,0,29.2,29.77
2330,1.2793,0,0,29.3,29.79
2331,1.2792,0,0,29.5,29.81
2332,1.2791,0,0,29.7,29.85
2333,1.2791,0,0,29.9,29.89
2334,1.279,0,0,30,29.99
2335,1.2789,0,0,30.4,30
2336,1.2788,0,0,30.5,30.05
2337,1.2788,0,0,30.7,30.07
2338,1.2787,0,0,30.9,30.11
2339,1.2787,0,0,31.1,30.17
2340,1.2786,0,0,31.4,30.22
2341,1.2785,0,0,31.6,30.23
2342,1.2785,0,0,31.8,30.29
2343,1.2784,0,0,32,30.28
2344,1.2784,0,0,32.2,30.29
2345,1.2783,0,0,32.4,30.27
2346,1.2782,0,0,32.7,30.27
2347,1.2781,0,0,32.9,30.24
2348,1.278,0,0,33.1,30.19
2349,1.2779,0,0,33.3,30.1
2350,1.2778,0,0,33.5,30.1
2351,1.2777,0,0,33.9,30.03
2352,1.2776,0,0,34,29.93
2353,1.2776,0,0,34.3,29.83
2354,1.2775,0,0,34.5,29.84
2355,1.2774,0,0,34.7,29.75
2356,1.2773,0,0,34.9,29.66
2357,1.2772,0,0,35.3,29.58
2358,1.2771,0,0,35.5,29.48
2359,1.277,0,0,35.7,29.3
2360,1.2769,0,0,35.9,29.26
2361,1.2768,0,0,36.1,29.2
2362,1.2767,0,0,36.6,29.13
2363,1.2766,0,0,36.8,29.02
2364,1.2765,0,0,37,28.9
2365,1.2764,0,0,37.2,28.82
2366,1.2763,0,0,37.6,28.72
2367,1.2762,0,0,37.8,28.73
2368,1.2761,0,0,38,28.7
2369,1.276,0,0,38.3,28.65
2370,1.2759,0,0,38.5,28.58
2371,1.2758,0,0,38.9,28.54
2372,1.2757,0,0,39.1,28.5
2373,1.2757,0,0,39.4,28.46
2374,1.2756,0,0,39.6,28.38
2375,1.2755,0,0,40.1,28.34
2376,1.2754,0,0,40.2,28.23
2377,1.2753,0,0,40.5,28.2
2378,1.2753,0,0,40.8,28.17
2379,1.2752,0,0,41,28.09
2380,1.2751,0,0,41.5,28.03
2381,1.275,0,0,41.7,28.03
2382,1.2749,0,0,42,28.01
2383,1.2749,0,0,42.2,27.94
2384,1.2748,0,0,42.7,27.91
2385,1.2747,0,0,42.9,27.9
2386,1.2746,0,0,43.2,27.84
2387,1.2745,0,0,43.4,27.79
2388,1.2745,0,0,43.9,27.81
2389,1.2744,0,0,44.1,27.82
2390,1.2743,0,0,44.4,27.81
2391,1.2742,0,0,44.6,27.81
2392,1.2742,0,0,45.1,27.83
2393,1.2741,0,0,45.4,27.85
2394,1.2741,0,0,45.6,27.85
2395,1.274,0,0,45.9,27.82
2396,1.2739,0,0,46.4,27.82
2397,1.2739,0,0,46.6,27.79
2398,1.2738,0,0,46.9,27.79
2399,1.2738,0,0,47.1,27.78
2400,1.2737,0,0,47.6,27.83
2401,1.2736,0,0,47.9,27.84
2402,1.2736,0,0,48.2,27.88
2403,1.2735,0,0,48.4,27.91
2404,1.2735,0,0,48.9,27.99
2405,1.2734,0,0,49.2,28.04
2406,1.2733,0,0,49.4,28.12
2407,1.2733,0,0,50,28.11
2408,1.2732,0,0,50.2,28.19
2409,1.2732,0,0,50.5,28.19
2410,1.2731,0,0,50.8,28.17
2411,1.273,0,0,51.3,28.17
2412,1.273,0,0,51.6,28.31
2413,1.2729,0,0,51.9,28.37
2414,1.2729,0,0,52.5,28.48
2415,1.2728,0,0,52.7,28.53
2416,1.2727,0,0,53.1,28.59
2417,1.2727,0,0,53.4,28.7
2418,1.2726,0,0,54,28.74
2419,1.2726,0,0,54.3,28.87
2420,1.2725,0,0,54.6,28.98
2421,1.2725,0,0,55.2,29.1
2422,1.2724,0,0,55.6,29.23
2423,1.2724,0,0,55.9,29.34
2424,1.2723,0,0,56.2,29.44
